	SRR6468503	SRR6468521	SRR6468522	SRR6468523	SRR6468525	SRR6468526	SRR6468527	SRR6468528	SRR6468534	SRR6468541	SRR6468542	SRR6468543	SRR6468544	SRR6468545	SRR6468546	SRR6468547	SRR6468548	SRR6468549	SRR6468550	SRR6468551	SRR6468552	SRR6468559	SRR6468560	SRR6468561	SRR6468563	SRR6468567	SRR6468568	SRR6468571	SRR6468572	SRR6468573	SRR6468574	SRR6468575	SRR6468577	SRR6468578	SRR6468579	SRR6468580	SRR6468581	SRR6468590	SRR6468591	SRR6468592	SRR6468595	SRR6468596	SRR6468597	SRR6468598	SRR6468599	SRR6468603	SRR6468604	SRR6468606	SRR6468607	SRR6468608	SRR6468609	SRR6468610	SRR6468612	SRR6468613	SRR6468614	SRR6468617	SRR6468618	SRR6468619	SRR6468620	SRR6468621	SRR6468622	SRR6468623	SRR6468626	SRR6468628	SRR6468629	SRR6468638	SRR6468639	SRR6468640	SRR6468641	SRR6468642	SRR6468643	SRR6468644	SRR6468645	SRR6468646	SRR6468647	SRR6468648	SRR6468649	SRR6468650	SRR6468653	SRR6468655	SRR6468656	SRR6468657	SRR6468660	SRR6468661	SRR6468665	SRR6468671	SRR6468672	SRR6468673	SRR6468674	SRR6468676	SRR6468678	SRR6468679	SRR6468680	SRR6468681	SRR6468685	SRR6468686	SRR6468687	SRR6468689	SRR6468692	SRR6468694	SRR6468695	SRR6468700	SRR6468706	SRR6468709
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA4285|s__UBA4285_sp900545225	51	0	48	29	283	1713	0	34	0	59	39	82	55	208	139	128	35	520	16	0	150	15	25	0	0	114	1619	0	0	41	33	352	192	150	61	12	130	0	0	0	92	0	35	327	15	52	29	0	12535	0	20	199	1054	19	26	7009	0	92	232	44	12	239	44	31	0	0	33	0	4964	0	15	55	61	56	6094	24	54	173	0	165	16	95	241	0	0	0	0	27	110	0	97	49	40	49	216	2671	50	73	0	0	220	0	91	19
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA5416|s__UBA5416_sp900539175	2166	115	1192	3012	413	142	192	1366	100	640	1058	320	112	2147	1398	1240	563	5807	48	61	137	1851	431	393	20	141	73	219	2783	565	330	565	417	60907	1030	13615	116	1145	133	421	113	90	969	751	2091	435	801	74	295	161	440	259	7410	1712	695	815	912	1463	15475	165	397	143	5802	925	0	20	39	22	610	332	1732	1299	426	821	794	628	243	142	1945	103	2355	1046	693	0	289	11	0	391	116	684	179	1725	167	132	6343	1036	518	5989	11	307	357	148	252	702
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA7160|s__UBA7160_sp900757145	19	0	238	114	87	215	0	49	483	36	135	32	39	155	34	138	45	119	26	59	29	996	38	27	0	42	86	442	0	61	0	361	25	643	12	115	104	453	59	0	46	28	28	69528	900	274	235	34	88	59	215	179	533	78	50	58	185	98	371	122	21	62	44	0	0	0	40	119	46	63	138	41	3444	29	307	52	65	71	783	548	2405	49	49	0	3968	0	0	155	35	388	51	23	42	176	227	11	656	15827	0	11	59255	444	51	15
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA7160|s__UBA7160_sp902363135	47476	0	5790	18266	50342	258575	37	34019	51397	105922	49732	66136	77106	22194	28727	104720	2549	2901	76424	1019	1417	714	1852	501	0	107794	780	4578	730	37434	26699	2346	84215	125589	2929	332	199	174122	0	544	41	0	28433	12427	650	7881	39136	13927	133506	5727	25743	57	308	42884	105211	39829	0	255	2249	23120	19524	11295	51754	20285	300	79	4991	4859	40511	10546	26145	41354	4369	42672	291613	147842	13837	238255	2441	4034	9132	64395	21128	34	202488	151	0	22761	10605	487	36853	83999	1232	7139	2605	41704	19727	22777	242	296	69207	909	9669	23077
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA7160|s__UBA7160_sp902363665	6512	0	1632	1806	1593	3707	129	12596	2074	41352	31181	11931	1453	864	1545	15674	9012	9868	4963	318	950	508	816	468	0	8154	2672	731	19	925	338	177	10875	14074	956	25	305	3048	218	72	48	72	3310	594	490	1520	9775	982	4717	698	3251	0	788	870	10708	4120	0	0	761	1832	1189	1128	1004	4909	13	0	208	528	13639	3063	5149	5113	6442	17893	28161	27345	7014	26935	4591	2050	15596	54014	1118	0	166	20	0	11835	1481	442	17616	15522	58469	1577	3866	3853	6661	372	0	11	19392	0	272	3999
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA7182|s__MGYG000000359	846	0	2116	118	283	806	0	279	536	407	306	347	1348	774	1711	2765	106	674	148	65	327	101	45	141	0	358	428	121	0	133	110	213	1084	3022	165	0	73	733	0	25	87	0	2109	273	318	367	667	334	496	282	269	0	82	1423	6556	4364	0	0	276	574	833	266	646	2194	0	0	3309	495	1719	672	121	2188	133	983	1908	359	298	704	241	373	1053	2022	524	0	1319	0	0	1480	1002	304	690	3206	433	324	446	428	4611	5409	0	0	245	0	103	6822
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA7182|s__UBA7182_sp003480725	3027	0	4523	947	7972	497	73	9374	4113	7980	1344	1110	844	2019	8066	8316	206	1406	732	830	156	99	7384	5330	18	1252	351	193	44	1105	1237	239	7255	3294	10883	198	88	1451	15	17	56	420	18078	280	38395	4113	2126	254	7843	5618	763	14	647	18957	51921	36216	532	59	415	3008	28912	994	363	20464	79	0	17702	289	10826	833	310	4296	508	6066	15846	1914	1182	7919	690	4393	1538	3531	5000	32	4679	83	0	17600	1150	131	3856	1834	424	1408	82804	5223	22606	2820	12	114	1474	90	409	13021
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA7182|s__UBA7182_sp003481535	2046	0	4475	997	324	198	13	2503	1397	1167	1210	348	1087	571	4727	2653	88	477	157	650	164	36	368	1080	14	734	221	59	82	835	660	187	1267	2421	135	48	120	410	0	40	10	0	11702	151	332	896	333	222	4082	93	286	33	353	20530	6849	12457	15	0	50	3942	7408	82	3617	5582	41	0	23708	140	3377	912	122	1893	241	1703	3717	929	408	1316	343	340	1081	4558	4498	18	682	0	0	1683	2890	517	1586	3261	2643	342	668	6279	8080	1440	0	0	338	0	123	12677
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA9414|s__UBA9414_sp003458885	749	0	129	209	431	828	1430	389	1934	292	72	150	873	240	88	810	145	701	273	46	241	102	116	263	0	1545	485	806	0	743	398	5465	500	224	211	252	237	6093	0	492	46	1046	422	64421	116	181	412	441	346	165	2409	5441	1609	361	463	128	5350	22	497	162	998	857	82	83	0	0	205	9809	165	274	6497	419	408	160	857	1350	127	643	1264	2650	359	220	519	0	8845	39	0	619	358	840	105	109	419	976	8915	111	171	949	0	1107	12647	2730	1263	1931
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA9502|s__UBA9502_sp003478505	3370	0	167	52	191	211	0	3500	7284	2108	76	140	218	181	1397	125	966	822	72	72	96	46	2476	571	0	731	72	45	0	132	96	163	1988	1960	1196	128	33	113	0	0	134	0	2348	215	27751	6295	369	378	3339	155	186	0	494	178	28211	9566	0	0	175	4053	4994	799	240	3495	19	0	113	17	1460	143	65	248	135	978	1498	1438	411	141	80	75	256	3271	297	12	155977	43	0	408	127	43	811	3440	43	72	9741	541	1313	127	0	0	357	0	94	1605
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA9502|s__UBA9502_sp003480315	1622	0	709	51	1150	247	14	3801	726	2614	118	177	595	207	6212	529	288	743	147	112	103	78	14991	5488	0	725	103	85	13	172	104	42	1839	2789	6254	84	69	155	21	37	92	0	3522	87	785	356	398	777	1281	455	56	10	608	104	22373	5140	0	11	248	1718	8189	1141	268	5148	15	0	44	536	2570	976	53	480	138	1193	1178	3299	462	564	71	450	1235	4647	69	0	5245	40	0	221	386	32	312	474	574	648	1515	5288	10975	234	20	0	362	0	215	9667
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA9502|s__UBA9502_sp003481825	81	0	36	33	300	30	0	152	130	103	15	23	24	31	93	153	97	59	39	27	0	44	228	80	0	102	28	25	0	23	50	39	104	142	194	22	0	49	0	0	15	39	124	0	135	81	31	60	83	66	904	25	323	41	632	238	0	18	21	157	899	43	111	94	11	0	152	0	236	160	0	139	0	181	71	436	40	678	212	647	129	119	45	0	775	0	0	31	0	98	296	184	41	102	942	64	165	162	0	0	657	0	46	597
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA9502|s__UBA9502_sp003506385	2235	0	282	283	5716	597	275	3833	3458	3429	1103	346	714	1397	6458	3578	732	1522	272	418	279	141	7519	6499	0	5046	490	3551	0	796	131	49446	2693	2861	3516	924	184	3942	1185	506	208	0	3817	1195	6938	4997	393	1954	4327	2223	14081	0	781	1369	25400	6320	0	0	386	4469	6797	47679	436	4397	0	0	512	0	2175	985	1103	3599	1068	1526	1818	5412	1332	4913	824	2394	1177	4330	725	0	38169	0	0	1233	207	849	413	7894	139	168	12499	2113	7153	247	0	0	2192	57138	956	15321
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA9502|s__UBA9502_sp900538475	6107	279	913	382	11863	24273	251	154	68	66	103	57	215	24	353	382	83	163	39	0	128	1945	11435	212	49	58	67	79032	5121	4378	2321	17501	154	920	445	627	1157	1572	2183	360	579605	2052	81	16211	6636	2738	196	2254	3801	265	5380	295	433898	337	96	1317	17444	19	3973	215	0	7809	38	245	149	137	6624	1459	97	126	871	124	2436	141	234	698	0	371	50497	3530	64	81	79	46	4850	6065	205	19	57	78875	1736	898	17275	14759	9058	2780	111	50746	211	391	7366	486	34071	193
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA9502|s__UBA9502_sp900540335	85	0	65	51	108	265	12	32	90	38	37	37	36	22	19	65	30	184	0	0	41	48	172	34	0	38	18	878	4711	58	29	164	72	181	74	106	19448	61	0	0	3702	0	150	254	550	197	166	98	93062	27	350	16	9669	7912	151	94	0	32	138034	128	48	424	103	0	0	0	847	60	39	79	217	23	42	45	37	137	32	56	728	48	111	50	0	47	20835	111	0	0	22	976	49	25	3296	51	408	0	22	378	0	0	385	0	221	20
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA9502|s__UBA9502_sp900555625	391	0	124	10	0	72	0	804	55	44	0	28	129	50	24	2661	740	49	412	926	0	10	16	432	0	27	0	518	0	380	0	21	82	78	22	0	0	0	0	0	0	0	0	0	37	14	50	421	26	0	0	0	0	32	65	15	0	0	0	39	15145	43	0	30	0	0	15	0	28	0	13	1233	120	18	54	56	672	42	0	15	30	28	14	0	11	83	0	10	16	0	602	61	0	55	181	248	158	0	0	0	12	0	18	10
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA9502|s__UBA9502_sp900770535	338	0	2278	51	889	23	31	415	829	713	42	144	249	384	282	97	409	350	103	707	27	736	360	93	0	988	17	13	26	325	67	618	166	1025	293	60	32	345	21	12	38	0	8893	125	674	134	184	158	441	6343	76	0	701	475	915	382	0	75	79	9535	741	55	4348	1140	20	0	1714	29	225	270	152	270	56	548	346	1433	207	76	1546	950	174	442	127	14	908	13	0	154	152	69	3128	603	209	184	84585	84	408	78	0	28	689	0	113	320
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UC5-1-2E3|s__UC5-1-2E3_sp001304875	385	0	899	541	55	2217	108	1095	0	313	1312	12	1750	837	4720	1251	3360	12	0	0	6262	12	19	0	0	1810	11	24	10	235	0	0	1268	1377	28	0	0	0	0	654	0	0	2387	1638	0	0	2123	1522	0	0	0	0	0	280	0	425	0	0	512	0	0	0	4516	327	0	0	0	16	929	0	39	448	4443	257	30	2140	0	325	19	0	5868	1897	10712	10	0	0	0	707	517	10	216	1384	0	1383	33	493	146	10355	0	0	4654	0	1627	325
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS1251|s__UMGS1251_sp900549995	675	0	105	40	652	752	3730	263	225	194	108	612	63	592	298	352	100	2664	117	32	289	61	71	93	0	83	1759	1131	0	175	40	1523	392	339	232	355	98	856	131	185	262	211	174	987	151	155	173	317	305	696	1435	90	2500	101	351	73	100	154	383	105	88	532	783	52	0	0	64	853	72	89	491	141	175	154	351	861	211	194	8906	708	62	56	216	0	573	17	0	83	693	234	50	171	1753	413	619	59	253	489	0	1294	496	159	154	239
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS1370|s__MGYG000004774	343	0	164	91	2020	70	87	23	477	110	27	148	15	32	48	79	316	216	10	0	139	134	197	57	0	169	22	210	0	52	0	4362	661	73	89	54	1045	133	0	0	212	17	27	450	493	63	23	591	1424	11	660	11	2870	373	95	44	2971	16	1306	400	46	571	223	46	0	0	817	164	18	80	74	31	483	42	57	69	17	23	84	123	17	26	11	0	558	0	0	239	51	16	18	45	363	1214	187	58	95	374	0	0	1815	46	21	131
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS1370|s__UMGS1370_sp900542035	72	0	3105	38	104923	210	110	12	21875	335	231	63	25	15	24	74	13	298	49	0	83	72	63	14	0	251	119	33	25	63	25	164811	62	47	126	26	47	19	13	21	64	0	62	6839	34	24	34	9300	78425	31	135	16	1131	27	29	67	0	0	22	198	98	153	43	184	12	10	0	11	41	0	869	14	143	107	32	63	149	26	632	155	87	47	120	12	27	0	0	377	364	56	34	63	13153	47	341	781	0	13893	15	11	175	14	29	280
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS1370|s__UMGS1370_sp900551135	29	0	79	32	3905	0	0	52	329	124	25	90	22	195	64	81	81	43	43	46	1108	23	53	13	0	53	312	0	0	442	18	118	2441	1019	68	50	56	185	0	0	1548	0	381	102	41	83	38	43	258	1240	132	0	68	411	245	50	85	0	265	333	28	211	174	129	0	0	11	57	54	29	127	64	41	25	69	32	18	64	50	121	102	15	41	0	1707	0	0	81	2757	13	54	20	1963	76	655	94	0	387	0	0	57	0	124	106
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS1375|s__MGYG000004693	1536	0	234	427	0	933	342	984	3737	946	266	956	186	341	1498	864	983	1052	299	0	870	14	52	401	0	1235	1190	0	0	547	329	249	1469	600	551	0	142	55	0	0	0	0	609	123	397	1472	839	19	282	1574	211	0	49	1168	1613	450	0	0	881	2729	1483	1071	27	603	0	0	280	25	636	102	145	1711	260	421	847	155	764	554	13	964	280	435	356	0	830	14	0	429	197	22	430	262	64	623	6434	227	502	260	0	0	487	0	2194	906
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS1375|s__UMGS1375_sp900066615	126370	21	11115	6146	995	1092	89	24376	386306	87279	325	28858	1180	691	135488	38976	30685	648	7020	151	341	290	252	50057	113	2253	306	972	90	703	263	929	367	2482	641	106	8169	730	42	73	313	33	47457	14013	27288	101687	15017	6088	283	104130	314	73	3115	806	94001	39355	33	80	12010	135423	97936	117	567	85615	64	24	615	270	28502	474	178	61749	497	14389	65405	1861	22832	12224	477	511	126	6903	280	60	3871	43	10	19126	307	310	344	6714	99	3142	140719	22876	72721	709	71	78	693	48	141	113191
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS1375|s__UMGS1375_sp900551235	3529	0	581	75	2684	153	56	542	3977	2781	253	1537	284	2964	2663	722	504	1642	432	49	176	81	60	486	0	1728	121	255	0	200	139	155	3181	1229	88	29	299	150	0	0	0	11	636	297	504	1318	524	65	1640	1275	193	194	123	168	1915	534	0	0	450	1451	1143	1897	133	1104	0	0	30	45	583	65	99	883	309	665	2428	324	517	545	226	191	431	264	145	0	665	0	0	424	571	532	497	561	204	344	1641	255	1191	178	0	14	976	26	61	1437
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS1472|s__UMGS1472_sp900552095	0	30	0	24	13960	153	55	0	45	0	0	0	0	15	10	12	16	269	0	0	4198	32	1047	18	11	53	28	73	0	21	287	45	0	18	0	120813	3453	49402	15	22	15	0	0	26915	236	31	39	0	47	22	30848	8482	96	0	15	0	0	17	52	0	0	13143	0	0	0	19	21	50	0	0	17	0	14	0	0	0	0	15	12	125	0	0	796	10	133	10	0	0	25	157	16	0	2313	114	28	0	11	0	21	0	54	78	1958	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS2037|s__MGYG000003578	173	0	0	0	19	152	64	29	207	0	46	12	32	24	26	29	0	16	21	0	57	18	105	10	0	31	0	11	0	14	0	34	55	44	28	20	17	0	0	0	17	0	19	55	72	18	15	25	35	33	23	0	72	79	180	30	0	0	19	24	59	0	32	19	0	0	33	0	51	16	85	17	70	58	51	160	14	37	24	84	24	16	33	0	16	0	0	70	0	27	14	18	20	53	94	10	14	95	0	0	186	0	17	63
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS2037|s__MGYG000004039	179	0	109	30	956	1857	3328	73	323	115	466	246	217	294	89	1481	67	320	67	18	127	85	69	71	0	43	1352	973	0	127	41	1162	119	661	149	300	147	34	120	87	0	1075	74	680	95	31	125	64	504	392	463	45	2785	152	591	158	3996	75	1159	153	189	202	377	68	0	0	41	461	534	31	139	186	119	150	268	2414	95	225	1164	648	69	123	162	0	669	12	0	265	209	164	84	164	431	219	50	31	93	111	0	1360	847	6823	72	199
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS2037|s__MGYG000004169	375	0	1049	2669	1690	639	603	790	742	142	545	119	139	73	208	1536	59	773	101	31	51	3291	161	2389	0	177	407	499	4261	682	106	819	696	474	981	373	140	744	661	1978	0	1289	1264	271	1569	500	99	1018	308	857	986	762	12161	410	1119	414	895	9661	25561	317	283	473	1091	648	13	0	102	227	334	227	566	418	262	446	616	874	374	195	9174	95	648	801	488	19	891	36	66	121	1010	635	436	363	620	268	1331	525	973	130	0	1461	636	19	1038	468
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS680|s__MGYG000004781	0	0	19	12	49	0	10	0	0	0	0	0	0	0	0	0	0	14	0	0	0	13	0	0	0	0	17	0	57217	0	29	14	0	13	19	0	0	142	0	0	0	86	24	31	0	0	0	20	10	0	0	0	42	19	44	10	17	35	57	0	0	0	0	0	41	0	0	0	0	0	28	0	0	0	0	20	0	0	231	0	0	0	0	52	47	0	0	33	0	29	0	0	17	0	64	0	16	21	0	0	458	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS680|s__UMGS680_sp900544525	0	0	0	0	361	346	1316	0	0	0	0	0	0	0	0	23	0	11960	0	0	0	11	0	0	0	0	315	4718	412600	0	0	41	0	0	10	12	0	4685	414	0	86	0	0	69	0	12	0	36	0	14	21	34	3220	0	23	0	0	15	211	0	0	145	0	0	0	768	0	237	0	0	502	0	0	0	0	0	0	0	991	0	0	0	0	16	1549	0	0	0	0	328	0	0	100	0	15	0	11	376	0	0	206	63	27	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__V9D3004|s__MGYG000003936	51	0	0	10	55	0	0	0	35	32	66	37	43	37	79	0	40	0	19	0	0	17	28	0	0	16	0	0	0	130	0	93	47	98	10	0	0	0	0	0	0	0	33	59	20	22	42	16	96	0	95	0	0	13	249	41	0	0	0	28	21	0	0	0	0	0	0	0	80	0	380	34	90	0	43	21	19	58	93	0	58	14	32	0	89	0	0	45	107	0	25	0	12	0	59	13	10	0	0	0	14	0	0	26
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__V9D3004|s__MGYG000004210	22	0	18	0	17	0	15	0	0	0	0	0	0	0	88	0	0	27	0	0	22	0	15	14	0	46	12	0	0	10	10	23	10	44	11	20	0	13	0	0	0	0	0	0	0	0	10	0	40	0	16	0	0	0	0	0	0	0	0	15	0	0	78	0	0	0	0	11	27	0	17	0	10	0	34	0	0	0	42	14	17	18	0	0	0	0	0	0	23	0	0	0	0	0	0	0	17	0	0	0	0	0	15	14
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__V9D3004|s__V9D3004_sp002349525	806	0	1879	80	4584	63	0	1294	275	345	0	178	33	1053	78	259	934	197	32	36	67	1062	460	133	0	1479	0	125	0	400	428	94	250	109	1758	0	1444	12	0	0	13	15	1203	0	246	434	53	93	59	46	11	0	1065	1187	121	221	0	0	66	153	473	0	597	540	0	0	1733	102	427	26	11	37	20	857	128	715	18	70	39	71	92	74	1910	0	1653	0	0	15699	884	1654	71	37	15	922	15602	212	133	80	10	0	357	16	0	309
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__V9D3004|s__V9D3004_sp900760345	239	0	18	151	688	161	0	491	15	175	12	52	70	0	172	865	400	444	34	0	13	51	297	395	28	65	0	139	0	215	69	0	1583	9422	229	192	670	438	0	49	0	197	105	193	30	42	86	185	553	1288	0	0	60	4808	298	87	0	0	0	1018	229	599	85	1131	0	0	455	11	2443	71	173	436	85	237	105	26	58	137	0	24	25	102	23	0	0	71	0	319	30141	0	380	0	83	198	22	89	122	171	0	0	85	10	179	440
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__VSOB01|s__MGYG000000361	566	0	198	219	385	1772	17	332	170	310	226	268	74	141	217	481	403	198	71	0	39	68	31	120	0	62	0	0	0	0	102	17	241	273	113	0	55	404	0	0	0	0	313	69	118	275	242	393	103	0	0	0	0	334	789	344	0	0	0	34	75	11	667	157	0	0	16	0	78	27	27	118	64	144	202	665	45	196	0	0	637	170	46	0	16	0	0	66	100	0	124	330	21	59	258	78	178	25	0	0	138	0	106	283
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__VUNI01|s__MGYG000000356	2562	0	484	188	2297	965	28	809	4658	1222	392	1061	409	456	2518	1232	908	2375	354	15	178	118	234	428	0	437	72	168	23	223	186	242	1056	1123	981	15	252	627	24	14	0	0	1624	247	701	962	501	146	334	2475	53	0	253	2359	463921	552	82	0	273	2397	1333	485	790	1108	0	0	1138	12	977	51	421	1401	696	790	1372	212	516	1029	241	927	466	1392	305	14	103	67	0	1710	609	0	1446	423	505	908	5033	747	1087	318	0	28	293	19	224	3650
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Weimerbacter|s__MGYG000003616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__UBA1390|g__NSJ-32|s__MGYG000004775	1176	0	507	1165	772	69	148	1733	101	961	2454	89	938	268	304	1625	333	68	293	36	641	400	671	41	0	25280	93	151	27	1502	350	190	394	2785	723	299	38	189	0	31	124	10	722	2522	132	157	2010	2501	883	142	109	899	871	364	1903	1176	64	43	288	169	221	413	943	794	0	0	61	79	810	232	159	550	3624	934	1531	2593	149	1243	1207	1844	585	1894	990	683	135	0	0	1320	1746	474	868	2386	533	490	577	836	2297	421	0	16	1964	0	72	202
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__UBA1390|g__NSJ-32|s__NSJ-32_sp014384895	5877	0	12593	12181	1461	293	288	21321	5493	10636	12177	5533	11219	9969	6935	9446	3557	8418	5263	620	1481	555	5988	2572	15	12275	438	1101	50	9231	7053	475	11586	27541	11869	242	180	630	0	1169	129	0	17076	11953	7952	21024	10732	3049	5978	5909	403	395	3608	7941	9398	16917	15	21	350	8121	1899	1685	6526	9305	60	0	12504	486	8683	2323	2983	6453	3317	15318	9236	8982	2667	14135	8875	3177	10706	10741	25665	18	1338	299	0	6751	3727	637	5930	6511	7607	8744	25614	8007	6027	7137	33	115	46475	27	6416	2627
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__UBA1390|g__UBA1390|s__MGYG000001033	500	0	170	23	993	16	2399	463	329	527	57	0	3840	1552	573	51	11	705	126	63	318	669	489	0	0	0	0	187	0	995	27	0	1329	1773	515	145	222	0	0	0	0	405	0	27	0	892	251	13	12	1662	0	0	12	0	0	10	0	0	565	508	0	0	0	0	0	0	151	0	223	150	24	30	447	0	0	51	54	24	21	602	537	13	709	122	0	0	0	1060	56	1254	449	17	0	1040	0	14	15	25	0	0	40	0	0	317
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__UBA1390|g__UBA1390|s__MGYG000004224	19	0	10	14	0	18	0	0	0	18	69	11	12	12	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	11	0	16	284	37	0	0	0	0	0	0	0	0	0	0	16	24	0	0	0	88	0	0	23	0	44	0	0	59	17	0	28	0	22	0	0	0	0	2123	0	0	35	0	78	313	247	39	13	0	0	0	0	0	0	0	0	0	57	24	0	17	10	0	0	0	630	0	0	0	0	34	0	10	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__UBA1390|g__UBA1390|s__UBA1390_sp002305315	352	0	189	347	0	0	0	0	0	56	373	27	488	14	1031	1844	1250	13	0	0	2178	0	14	0	0	28	0	80	0	0	13	68	38	62	0	15	15	40	0	0	22	0	124	439	0	0	676	23	146	10	38	16	23	0	12	174	92	19	19	277	0	0	908	449	0	0	0	0	70	0	63	963	13	32	673	4623	226	633	228	0	6412	360	0	0	0	0	0	131	0	21	306	83	32	0	0	705	209	181	0	0	21	0	34	33
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__UBA1390|g__UBA1390|s__UBA1390_sp900764045	0	0	59	100	0	0	0	112	0	16	118	18	37	0	31	17	0	20	20	0	0	14	0	0	0	0	0	0	0	22	29	0	0	43	15	0	0	0	0	0	0	0	27	0	31	0	0	0	16	0	0	0	0	11	69	39	0	0	73	0	15	0	228	50	0	0	0	0	590	11	0	0	0	652	44	47	0	18	0	25	14	49	0	0	12	0	0	169	0	0	0	33	0	0	15	44	27	0	0	0	59	0	30	0
