	SRR1778456	SRR341581	SRR341582	SRR341584	SRR341590	SRR341591	SRR341592	SRR341594	SRR341595	SRR341597	SRR341598	SRR341607	SRR341608	SRR341609	SRR341610	SRR341611	SRR341613	SRR341614	SRR341618	SRR341619	SRR341625	SRR341627	SRR341633	SRR341635	SRR341636	SRR341637	SRR341642	SRR341644	SRR341645	SRR341646	SRR341647	SRR341648	SRR341649	SRR341651	SRR341652	SRR341658	SRR341660	SRR341662	SRR341663	SRR341664	SRR341669	SRR341673	SRR341677	SRR341678	SRR341679	SRR341680	SRR341683	SRR341685	SRR341687	SRR341688	SRR341689	SRR341690	SRR341693	SRR341694	SRR341699	SRR341700	SRR341706	SRR341707	SRR341708	SRR341710	SRR341712	SRR341713	SRR341714	SRR341715	SRR341716	SRR341717	SRR341718	SRR341719	SRR341720	SRR341724	SRR341725	SRR413615	SRR413626	SRR413632	SRR413633	SRR413634	SRR413668	SRR413669	SRR413670	SRR413671	SRR413672	SRR413673	SRR413680	SRR413714	SRR413721	SRR413728	SRR413738	SRR413742	SRR413746	SRR413754	SRR413756	SRR413768	SRR413769	SRR413772
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp900553885	12	0	0	29	13	0	0	0	0	0	0	0	0	0	17	0	0	0	44	13	61	0	0	0	0	26	0	0	22	0	62	16	0	0	22	0	0	11	33	19	0	10	0	0	0	14	11	0	0	0	0	0	0	0	0	0	22	0	12	0	0	16	0	0	0	0	10	28	17	0	0	56	0	51	0	0	0	0	0	0	0	0	130	21	0	0	0	11	0	0	0	0	213	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp900555215	0	0	0	0	0	0	0	14	0	0	0	0	41	0	33	0	0	10	0	0	0	0	0	0	29	0	0	0	0	0	12	0	0	0	0	0	13	0	0	15	0	0	0	0	15	0	0	11	0	0	27	0	0	0	0	0	177	0	0	50	0	0	21	0	0	0	0	0	0	0	0	98	0	17	0	46	0	0	0	17	0	12	0	21	0	14	22	0	25	27	173969	0	0	93
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp900751785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	147	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp900752395	0	19	13	0	0	25	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	38	0	0	0	0	0	12	0	28	0	0	0	0	20	0	57	27	0	0	0	41	14	0	22	30	0	12	18	0	11	0	33	0	117	120	115	0	67	0	22	0	0	12	20	0	0	0	12	175	78	12	16	89	0	12	0	0	0	228	28	61	0	110	11	0	93	26	95	0	0	250
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp900761655	356	0	0	0	71	0	0	24	0	0	0	0	0	0	15	0	0	0	0	21	24	20	0	0	10	0	36	0	0	0	26	0	81	0	0	0	0	0	43	0	0	11	0	0	17	10	0	11	16	0	0	0	0	0	66	119	10	0	0	257	13	0	15	0	0	0	0	38	11	21	22	0	0	10	197	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	20	88
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_torques	508	17429	17109	3138	2903	93314	74	54	1700	324	821	64	27084	16752	692	13292	11316	8668	869	5472	860	5966	3666	24574	1018	572	73	33	1873	5072	20584	19745	22069	109	4377	67	112142	5078	13541	15646	32686	166	245	744	7983	246	10470	19371	4699	72970	86510	133	3135	81	12982	5896	108173	749	63829	13144	1694	321	9257	297	6470	10157	16688	2816	1505	971	17249	122366	68194	2784	404	47040	163	1768	150	790	250	106368	16097	36099	10961	57168	9030	11909	60274	148154	334	1750	2899	154399
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Merdimonas|s__Merdimonas_faecis	96	60	10	12	0	21	0	19	21	13	0	12	31	11	0	0	0	0	12	0	0	38	86	11	233	0	156	29	45	0	0	14	13	0	11	302	0	50	0	48	36	0	12	0	46	0	30	0	0	41	532	0	0	0	0	0	80	143	12	12	0	60	60	19	0	0	10	0	12	31	37	2341	27	22	57	10	0	42	0	0	0	60	0	153	0	0	100	17	0	769	205	188	0	234
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Merdimonas|s__Merdimonas_sp900553355	0	0	0	0	0	17	0	0	0	103	0	18	0	0	0	0	0	0	0	0	0	14	0	0	17	0	0	0	0	0	0	0	0	0	11	11	0	0	0	47	0	16	11	45	0	0	12	0	0	0	24	0	0	0	0	0	0	104	0	15	25	0	52	70	0	0	0	0	25	0	0	37	0	0	27	0	0	0	0	0	0	11	13	15	0	19	0	36	16	0	37	0	0	20
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__MGYG000003777	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	13	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_contortus_B	0	70	317	20	17	249	0	0	0	0	0	28	241	102	19	37	590	41	0	99	0	40	104	28	0	0	16	0	0	0	142	107	10	0	0	0	0	0	498	16	0	0	0	0	116	0	14	58	11	42	432	0	56	0	25	0	0	0	27	229	0	28	0	0	74	0	13	12	25	0	10	994	11	420	0	0	118	298	0	0	0	3096	0	278	39	18	139	123	101	377	38	27	248	83
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_fissicatena_A	98	134	0	0	0	19	0	0	62	17	0	18	0	0	0	0	46	0	22	0	0	95	13	47	108	0	35	58	62	143	11	24	0	0	0	0	0	0	0	56	0	0	0	48	14	0	0	0	21	22	38	0	0	0	0	0	40	0	24	21	12	77	0	0	0	0	0	18	0	0	14	1872	0	15	10	0	138	244	0	0	0	162	23	254	0	0	3693	36	118	52	0	0	27	13
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_oroticus	13	0	155	11	20	18	0	144	30	0	0	659	21	20	21	998	0	15	0	118	0	0	1134	94	473	0	214	0	0	30	0	123	0	102	0	24	910	30	125	84	976	134	0	201	109	57	0	10	43	636	16	66	464	0	0	0	0	0	110	89	62	0	0	72	51	0	30	0	15	46	47	119	0	0	355	0	0	15	0	0	25	1148	45	85	233	1934	621172	25	0	19	0	193	13	25
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_sp000509105	71	1035	178	171	366	137	0	380	601	534	56	25	140	48	48	36	131	137	54	104	53	487	1046	355	108	108	306	40	102	393	156	408	247	51	52	314	165	77	122	710	338	44	163	141	84	24	1357	181	150	460	403	1006	252	153	393	350	248	176	2244	95	195	248	93	318	205	55	961	117	139	929	362	575	930	190	158	488	65	619	76	22	13	623	808	1035	178	695	18770	123	1623	132	0	144	58	147
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_sp900604355	11	22	0	0	13	28	0	22	0	14	0	0	0	0	27	0	14	0	0	19	11	67	16	29	0	0	0	386	17	0	0	23	37	29	19	44	34	0	38	20	0	149	54	69	22	42	0	0	0	47	189	0	11	16	52	0	11	0	42	25	173	5959	0	139	0	16	17	0	0	2009	12	334	105	0	138	27	0	0	0	0	0	25	37	35	0	23	50	82	0	58	15	41	0	105
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Murimonas|s__Murimonas_intestini	0	0	0	0	0	461	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	55	10	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	132	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	16	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__NC2004|s__MGYG000000721	136	0	11	23	17	0	0	0	122	210	0	0	0	0	15	0	29	40	497	28	97	87	20	20	0	34	65	0	109	14	199	61	192	0	127	0	74	0	72	0	0	0	0	389	38	0	0	0	0	0	420	0	0	0	12	796	0	307	52	192	0	2017	52	43	74	0	11	54	77	0	0	0	92	25	0	0	0	0	0	106	0	0	32	32	0	0	0	81	49	15	0	52	22	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__NK4A136|s__NK4A136_sp002314855	431	0	0	101	31	0	16	810	0	0	59	0	0	0	10	0	0	12	0	974	19	0	0	0	138	21	14	0	0	0	29	10	58	8154	0	711	0	0	22	112	16	0	0	0	25	0	15	0	0	149	0	0	0	103	0	0	0	53	330	0	0	304	68	0	62	0	202	38	0	0	0	99	0	0	0	2589	306	114	0	0	0	2640	0	100	15	0	0	0	0	0	0	306	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__NSJ-38|s__NSJ-38_sp902363445	28	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	47	0	53	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__OF09-33XD|s__OF09-33XD_sp003481995	114	157	353	117	116	145	30	34	875	0	356	0	395	709	35	0	610	0	36	58	0	494	63	107	15	299	65	110	15	179	216	222	28	44	59	359	53	53	31	55	130	0	20	31	555	0	277	389	603	222	126	822	17	0	117	95	239	20	846	0	392	31	29	212	221	26	110	35	0	51	670	90	536	200	45	308	0	250	0	73	57	2226	696	730	0	38	6224	313	633	3346	299	40	294	736
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__MGYG000002243	55	0	0	0	0	0	10	0	0	0	0	0	111	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	21	0	0	89	0	0	10	0	0	0	0	0	0	0	0	0	0	11	0	48	0	0	10	0	102	13	33	0	0	0	0	0	0	31	0	0	0	26	0	0	0	0	16	0	0	0	0	0	480	0	0	0	0	32	0	0	0	0	0	0	0	64	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__MGYG000003442	0	0	0	0	0	0	0	0	0	0	0	0	275	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	38	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sinus	0	0	0	112	19	44	16	15	0	342	20	0	749	0	0	0	12	0	11	10	0	20	56	31	35	0	38	13	12	11	14	0	85	0	372	0	0	0	0	17	12	14	0	0	15	13	16	12	28	172	24	22	77	49	24	25	0	264	0	25	54	79	22	55	14	0	0	0	0	89	29	16	23	15	88	31	0	26	66	17	0	22	11	0	96	32	36	11	46	23	0	75	19	23
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sp004554245	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5858	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sp900770445	0	0	0	11	0	0	0	0	0	0	0	0	5495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	40	11	66	0	0	0	232	0	0	0	10	0	0	0	0	0	47	16	0	24	0	0	59	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1038	0	12	0	0	0	0	0	0	0	49	0	0	39	12
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sp900772695	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	18	0	0	0	10	0	0	0	0	0	151	0	0	0	0	13	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG11200|s__MGYG000003273	262	0	171	55	61	11	0	696	0	0	10	0	49	16	13	0	19	12	135	197	86	0	0	16	0	26	87	0	143	0	62	426	167	49	1055	74	0	321	33	0	0	64	0	0	11	348	34	400	134	44	189	0	0	0	291	107	25	62	66	227	24	11	136	0	0	0	0	29	435	47	0	276	109	70	183	23	103	0	0	557	254	13	102	48	0	16	0	139	18	407	0	282	26	93
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG115|s__RUG115_sp900066395	641967	0	481	94	6191	230	67	2817	159	67	30	0	110	44	215	220	42	585	749	8265	290	394	0	20648	45	135	230	29	8284	45	3725	66483	830	348	168	857	99	64	1406	116	193	514	0	85	312	27	279	824	368	287	385	0	43	328	664	2511	7900	1524	384	35	5283	279	712	3708	114	109	83	380	625	28	257	83	951	1125	1837	1293	609	38	0	78285	20373	8992	1415	42712	1736	22	0	793	32	3282	0	1332	2092	83608
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG12045|s__MGYG000002025	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	22	11	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	86	0	0	0	64	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	41	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG12045|s__MGYG000002210	11	0	15	0	0	0	0	0	28	26	46	27	92	14	0	0	0	29	10	0	15	0	38	36	0	39	0	0	19	23	0	0	0	0	18	50	0	0	52	259	85	0	0	0	14	0	11	12	18	0	142	0	0	0	20	0	15	18	10	0	14	25	34	27	11	82	0	10	0	0	0	146	12	279	0	28	0	65	0	13	0	158	22	22	54	0	191	0	186	1745	1332	0	14	32
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG12045|s__RUG12045_sp900770325	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG14107|s__RUG14107_sp900772685	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	11	0	29	0	0	0	0	0	21	0	13	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Robinsoniella|s__MGYG000002785	64	33	11	0	0	0	0	0	30	23	0	28	0	0	17	0	158	13	0	0	0	15	0	61	129	0	0	93	23	49	19	0	0	0	0	0	0	12	252	0	0	0	0	74	47	0	45	193	0	0	34	14	0	0	0	130	61	17	0	14	0	0	0	21	71	0	0	0	0	0	18	38	0	0	523	0	0	0	0	58	0	16	606	0	0	190	52	16	44	40	227	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Robinsoniella|s__Robinsoniella_peoriensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Robinsoniella|s__Robinsoniella_sp900539655	19	30	209	14	0	0	113	0	13	414	400	106	55	0	0	0	0	14	0	0	94	17	28	147	134	10	0	459	0	59	0	10	33	20	34	207	552	19	201	10	11	29	93	95	71	918	21	177	0	52	0	131	127	268	10	115	35	132	52	34	11	22	1136	0	0	73	44	19	0	10	200	77	913	27	471	5215	0	2523	2108	0	10	103	63	0	231	0	1789	0	326	457	1244	24	10	98
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Robinsoniella|s__Robinsoniella_sp900540475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	3329	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Robinsoniella|s__Robinsoniella_sp900555455	0	38	0	0	0	0	0	0	16	0	0	25	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	9195	0	0	121	18	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__MGYG000002046	14262	103	0	0	0	0	0	0	366	0	0	0	0	0	0	0	6508	0	45398	0	0	6831	0	4078	0	32018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	13664	0	0	0	0	0	0	0	0	0	0	0	0	1848	0	30412	0	0	0	622	0	0	0	1415	0	0	0	0	0	26545	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__MGYG000003644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__MGYG000004752	0	17	0	12	0	0	33	0	0	0	14	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	45	0	15	0	11	31	24	17	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	62	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	22	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	441972	109	4970	59358	185015	675	4004	26000	10294	32548	3238	7926	5303	16534	148148	78213	32001	157281	114826	13854	252137	1210	0	55145	25240	1467	410676	124	59717	12062	7251	346778	252052	262	71524	222605	542	34581	77870	46037	54989	1203	78	441	24328	25634	16869	131090	622206	17370	3615	0	89915	71583	121580	166627	1109172	167508	55474	58511	169	200616	21497	106739	181273	34214	16814	278157	191692	25347	157	27670	82408	373296	248636	364221	96474	14375	345	339869	44918	353651	125648	820128	37430	669	700	170621	95880	14278	1294	206185	1648451	218901
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	3634	40	325	2902	1744	175	652	6326	294	244	113	12308	234	4574	14923	2934	1477	20193	19423	5544	1144	2912	197	620	185	70573	1694	155	4462	1267	3595	3794	161187	309	6213	3617	60	9523	953	1316	710	171	97	159	1127	15363	400	112464	1634	237	932	232	85661	323	79894	320314	161	1014	67909	1548	30952	89611	3407	9037	438	963	16001	4869	42503	81944	167	1306	819	7412	464097	41854	1635	550	52	1125	36288	31966	16154	642	16233	468	249	266988	1837	507	43	419250	3108	1882
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp003470905	8027	380	1024	1306	13594	102	14644	70548	587	256	43	1593	222	645	2578	83055	7920	3475	346866	926	3528	370	37	999	686	11105	273	118	9627	15661	1888	1654	137561	71	1750	423	705	1982	1164	1453	106	112	113	3220	283	197559	230	156232	325	167	965	43	11898	63	11472	44218	2371	837	9504	15348	3339	1273453	1589	134745	401	163	1879	62493	6943	12430	169	181	6551	1639	44327	7110	16400	134	11	2689	9426	4884	4127	2765	2377	43	930	28121	33066	559	44	66272	5956	1381
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp003483745	127	0	40	155	356	0	286	1610	301	0	0	540	43	137	446	1700	201	848	6521	195	50	181	32	152	295	2834	59	0	328	272	185	187	6466	0	258	166	0	362	121	86	85	0	0	45	108	2642	55	5472	60	255	323	0	3114	0	1913	13184	80	728	2347	355	1203	22499	320	1384	34	60	544	1280	1484	3032	0	23	124	227	10172	1664	294	22	0	47	1269	1216	847	64	1259	0	20	7761	513	89	0	15809	198	125
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900542495	11631	29	212	7213	8887	105	392	208	472	334	126	879	92	726	9129	88	1239	8900	1541	1056	4669	1356	56	1839	332	308	7289	47	12161	37	1050	4734	45432	59	138404	203	39	14966	6187	1587	8428	380	51	84	68	230	449	2547	452	11673	420	114	3916	25	10714	2845	119	31891	449	110	1075	7392	3082	8256	3598	4336	151	5018	2450	329	286	1042	491	655	27412	25762	6503	70	16	45380	111219	24528	15994	2171	335	202	44	13248	234	5075	0	49950	20267	221
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900548205	191	10	51	26	44	19	11	0	40	0	0	0	62	0	0	29	17	25	19	23	20	47	16	42	225	0	13	0	46	0	24	81	91	0	11	0	0	0	47	20	13	0	13	0	28	15	0	25	0	67	85	0	44	0	110	316	17	231	26	23	0	269	110	50	19	15	12	115	37	0	33	107	16	531	674	73	10	0	0	0	0	132	112	48	153	12	12	448	167	30	0	277	0	44
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900550935	0	0	0	0	84	0	190	40	0	0	0	215	0	0	39	0	0	15	4332	33	19	0	0	19	0	0	56	0	165	87	80	48	103	33	21	22	0	0	14	0	0	0	0	49	0	77	20	1862	23	0	26	0	0	0	27	201	0	162	53	178	79	13	49	859	12	0	15	17	17	0	161	14	22	25	36	95	63	0	0	33	53	82	31	70	0	0	0	76	478	33	0	204	146	11
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900552665	232231	90	502	79468	97153	769	3878	3251	186	366	678	5412	774	5415	86657	232	15766	63671	10330	12239	50395	16071	45	25864	2430	1194	95397	139	85073	115	10348	60239	480414	65	44881	1788	13	12295	91532	26398	133153	3244	0	162	746	2231	4581	49616	7805	184942	974	30	39586	124	100412	16685	1538	429922	4622	944	1288	77371	48263	5862	36575	100322	1550	67959	27176	844	21	5985	1510	5361	440062	293330	9451	592	272	7902	21527	308345	229296	21076	2399	396	138	143580	1688	89022	49	210630	313621	11173
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900753715	163	0	15	16	54	0	20	14	0	0	0	0	49	23	13	108	37	265	74	41	96	22	0	62	60	19	49	0	222	56	11	55	92	0	376	22	0	30	33	14	0	0	0	0	35	45	19	20	92	51	114	0	54	0	124	671	122	217	21	0	0	460	80	16	21	0	0	33	134	384	17	0	11	13	726	94	28	0	0	41	12	220	60	80	246	0	0	259	38	48	0	478	225	49
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900756925	1736	0	59	488	2795	0	2136	0	45	0	7598	210	161	0	563	171	17	286	8533	165	205	328	0	108	0	549	154	0	7610	0	1615	124	28395	0	3398	65	0	225	312	193	541	0	41	669	0	42071	53	4574	0	38617	316	0	498	39	150	4531	54	11754	81	583	92	250986	961	510	108	574	0	224	236	12757	91	178	41	524	101115	246	59	25	0	2525	11578	862	1658	172	226	0	0	13260	131	90	0	82451	1116	38
