	SRR5665030	SRR5665031	SRR5665034	SRR5665035	SRR5665041	SRR5665042	SRR5665043	SRR5665045	SRR5665046	SRR5665048	SRR5665050	SRR5665053	SRR5665055	SRR5665060	SRR5665061	SRR5665103	SRR5665122	SRR5665144	SRR5665156	SRR5665157	SRR5665160	SRR5665164	SRR5665182	SRR5665183
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GCA-900066135|s__MGYG000004839	21	10	99	131	34	10	181	1137	5792	1593	33	187	14	0	139	597	7392	1132	596	14	80	1713	607	916
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GCA-900066755|s__GCA-900066755_sp900066755	499	22	107	15	0	18	0	42	144	0	98	33	139	0	14	16	189	0	65	265	0	27	100	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GCA-900066755|s__GCA-900066755_sp902363085	74	24	31	41	66	19	271	10	41	14	36	183	70	0	123	18	42	0	10	14	0	10	264	16
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__HGM12587|s__HGM12587_sp900766915	36	125	10	0	48	24	57	11	60	48	0	19	20	0	23	640	40	16	0	37	0	15	44	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hungatella_A|s__Hungatella_A_hathewayi_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hungatella|s__Hungatella_effluvii	73	14	0	13	158	58	199	0	109	0	1950	31	578	0	2475	198	479	0	0	194	0	65	15	39
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hungatella|s__Hungatella_sp005845265	1021	19	71	11	31	45	127	0	44	13	74	57	1742	0	1878	61	126	24	25	152	0	20	33	12
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Johnsonella|s__Johnsonella_sp900766185	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__KLE1615|s__KLE1615_sp900066985	4465	68	10658	2219	105	12932	101	70	324	97	1088	363	50	0	90	3658	51734	1366	81	198	11	2953	178	2064
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__KLE1615|s__MGYG000004884	0	0	0	0	0	0	0	0	66	12	24	0	45	0	0	0	67	0	0	0	0	14	0	10
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_orale	0	0	0	0	15	0	0	0	0	0	0	0	0	0	10	0	24	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_sp000296385	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium_A|s__Lachnoclostridium_A_edouardi	316	0	3737	0	19	80	684	0	35	29	0	74	1611	0	83	0	0	20	49	68	0	20	55	38
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium_A|s__Lachnoclostridium_A_sp002160755	18	0	0	0	0	0	0	0	0	0	25	0	22	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium_A|s__Lachnoclostridium_A_sp003464085	0	0	0	0	0	0	0	0	0	0	26	0	24	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium_A|s__MGYG000001952	219	0	0	0	0	0	0	26	24	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium_B|s__Lachnoclostridium_B_phocaeensis	0	0	45	0	0	0	0	0	0	0	0	85	0	0	0	0	31	0	36	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium_B|s__Lachnoclostridium_B_sp000765215	0	35	0	45	0	0	10	0	14	43	0	30	72	0	11	0	77	24	24	10	0	0	16	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium_B|s__Lachnoclostridium_B_sp900066555	3683	1884	0	14304	2670	3689	9529	22731	12669	3606	657	12219	13823	0	34070	87	25729	3509	2219	6942	1120	7293	2177	14624
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium_B|s__Lachnoclostridium_B_sp900066765	210	656	2617	106	5192	5523	587	134	105	116	22	261	225	0	625	1125	7723	876	67	89	32	140	5129	57
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium_B|s__Lachnoclostridium_B_sp900543315	169	122	0	325	59	63	564	38	37	17	1001	974	142	0	206	168	248	50	247	16	0	0	151	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium_B|s__MGYG000004572	23	0	0	0	0	0	0	0	14	0	55	29	10	0	0	0	0	0	63	13	0	0	0	25
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_phytofermentans_A	0	0	0	0	0	0	0	0	13	0	68	0	10	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp900078195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	10	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_eligens_A	4097	18	1018	783	193	104	326	21	7461	308	49	201	35	0	31	114	7844	1190	492	16	0	2940	619	71
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_rogosae_A	6939	197	650	132	564	348	5956	82	555	728	0	588	37	0	72	332	447	3701	299	33	13	548	177	82
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp000436475	113	0	18	391	10	70	78	0	6388	601	0	21	39	0	0	239	2539	39	0	0	12	1008	33	17
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp000436535	19	10	24	0	11	0	45	0	140	25	0	11	0	0	0	11	89	15	0	0	0	30	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp000437735	198	0	20	33	158	16	73	0	702	57	14	32	10	0	114	56	391	18	56	2746	0	522	40	27
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp003537285	1043	0	83	90	167	0	98	32	817	53	0	33	0	0	29	10	3037	138	67	0	0	353	108	10
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp900316325	92	151	75	152	75	12561	29985	81	2513	178	0	0	0	0	0	36	168	508	110	16	0	34	35	79
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp900545725	114	0	0	30	136	19	81	15	136	41	0	15	0	0	62	26	122	12	20	12	0	0	51	11
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp900547255	32	0	0	20	0	0	38	0	23	0	0	22	0	0	0	0	101	0	0	0	0	11	29	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp900551945	12	0	0	17	0	0	40	15	0	63	0	56	0	0	259	18	109	55	0	0	0	0	0	19
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp900552795	19	0	0	0	0	14	0	0	0	0	2700	0	0	0	0	0	12	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp900772425	31	0	67	21	136	22	17	19	192	0	0	0	0	0	10	26	161	26	0	26	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_sp000526575	138	1118	308	188	868	87	911	168	55	398	61	400	317	0	343	481	1027	90	23	191	12	137	1262	69
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__MGYG000004680	0	370	17	186	15	0	12	0	36	0	0	255	18	0	95	13	0	0	0	44	0	0	22	78
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lactonifactor|s__Lactonifactor_longoviformis	359	128	216	456	10	216	328	49	187	130	26	59	186	0	0	0	1741	82	0	0	0	34	83	24
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lactonifactor|s__Lactonifactor_sp009677585	0	2268	17	12	192	44	217	0	185	11	1083	53	75	0	461	573	169	32	16	224	0	81	1082	22
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000000346|s__MGYG000000346	39	0	157	225	14	75	226	16	421	70	94	245	138	0	325	24	152	108	31	73	0	156	117	95
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000000378|s__MGYG000000378	14	0	31	27	0	173	511	198	973	118	0	75	77	0	10	17	447	139	133	37	0	820	21	500
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000000387|s__MGYG000000387	25	134	27	29	357	0	26	13	13	73	47	127	18	0	73	0	146	411	10	29	0	21	71	37
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000000574|s__MGYG000000574	276	22	418	126	60	62	910	76	969	95	89	143	133	0	35	291	681	122	284	114	0	233	183	230
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000002075|s__MGYG000002075	11	22	10	38	52	343	59	17	2315	32	0	20	44	0	15	39	99	258	108	34	0	23	29	31
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000002216|s__MGYG000002216	42	0	18	71	0	11	84	13	120	17	74	14	191	0	36	0	51	102	30	17	0	44	32	22
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000003970|s__MGYG000003970	80	17	58	13	11	84	205	0	306	24	123	96	102	0	12	31	282	44	31	79	0	241	143	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000004380|s__MGYG000004380	99	0	13	0	53	12	37	0	55	32	0	14	0	0	0	17	99	13	11	11	0	18	13	40
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000004604|s__MGYG000004604	0	0	0	0	0	0	14	0	38	0	0	0	0	0	0	13	66	0	0	0	0	24	0	16
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__MGYG000004660|s__MGYG000004660	0	10	0	0	16	0	25	0	0	0	0	0	44	0	27	0	30	0	0	0	0	0	15	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__MGYG000001873	14	0	0	0	0	27	0	0	22	0	97	19	42	0	0	0	39	0	0	0	0	0	19	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_formatexigens	23	192	19	11	23	11	10	21	29	27	0	50	23	0	26	10	55	60	0	11	0	20	36	82
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_sp014385005	0	0	375	1060	61	0	67	12	79	49	37	0	0	0	89	31	539	0	0	0	0	19	1586	153
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_sp900066075	80	53	25	218	127	45	67	87	482	612	42	83	116	0	49	140	365	199	22	33	35	904	325	229
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_sp900544685	18	86	0	319	10	0	98	19	15	512	0	43	0	0	16	621	3495	28	0	0	0	53	39	56
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_sp900550755	34	30	304	506	0	617	274	0	470	0	0	422	0	0	20	0	3209	683	25	0	0	458	33	191
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Massilistercora|s__Massilistercora_sp902406105	123	0	333	0	0	0	0	0	0	10	0	135	307	0	0	0	13	0	376	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Massilistercora|s__Massilistercora_timonensis	0	17	2901	0	0	11	0	0	121	0	0	15142	61	0	0	87	33	0	283	22	0	23	124	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter_A|s__Mediterraneibacter_A_butyricigenes	3609	6665	8371	987	323	3001	1515	3146	4810	4593	20697	8831	3981	0	1272	454	16096	3791	226	509	81	4925	566	2379
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__MGYG000000545	10	45	276	140	66	16	99	207	35	139	0	50	37	0	210	508	505	58	18	25	0	135	50	284
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__MGYG000002150	0	59	11	35	22	0	37	100	0	70	119	71	0	0	257	0	301	67	16	0	0	63	19	157
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__MGYG000002772	136	235	519	2729	379	83	2079	4215	673	3688	66	3099	218	0	15499	152	11435	3771	687	35	78	1974	1173	7423
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__MGYG000004558	1881	365	2402	16531	260	98	7394	23036	199	20049	0	25310	149240	0	114097	355	63498	26921	4341	118	0	0	242	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__MGYG000004609	766	95	383	145	57	41	79	65	142	48	73	142	78	0	113	16	136	83	20	286	0	72	111	60
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_faecis	2868	202	5511	27380	395	89	13164	40086	193	34966	87	39743	75	0	177289	163	110757	41155	6926	35	687	23538	290	77158
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_lactaris	109	224	88	276	3860	48	24811	83	135	9448	44	198	131	0	559	115	1024	251	86	41	0	342	173	66
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_massiliensis	1360	297	10	173	81	14	13	0	36	29	18	719	1742	0	200	133	91	196	168	29	0	193	294	94
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp002314255	0	0	10	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	14	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp900541505	177	367	198	0	30	33	29	0	16	0	15	32	585	0	0	47	80	43	116	91	0	47	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp900553885	60	0	0	0	13	0	17	0	30	12	0	0	34	0	12	0	27	12	0	11	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp900555215	10	0	0	0	0	0	17	0	0	10	800	16	40	0	13	25	20	0	21	15	0	0	11	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp900751785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp900752395	79	12	10	10	11	0	48	0	71	0	0	0	31	0	68	21	21	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp900761655	15	0	0	0	0	20	149	0	0	0	0	0	33	0	0	0	15	0	0	0	0	0	10	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_torques	75243	10289	4153	623	3015	143	866	333	6011	160	2008	2423	47066	13	42611	9008	10512	577	7890	650	83	1027	1427	802
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Merdimonas|s__Merdimonas_faecis	38	18	110	0	58	22	71	0	26	36	40	174	2248	0	85	53	45	18	26	32	0	10	360	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Merdimonas|s__Merdimonas_sp900553355	47	101	98	197	171	14	55	148	73	155	0	58	62	0	35	72	355	100	21	53	0	37	171	123
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__MGYG000003777	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_contortus_B	571	1387	593	253	0	197	901	293	471	279	18	11	3611	0	1095	1014	162	88	200	480	0	483	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_fissicatena_A	33	27	19	0	185	97	27	0	35	24	0	13	118	0	84	19	106	31	158	0	0	19	2021	24
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_oroticus	10	10	46	0	14	0	19	0	0	42	16	43	188	0	67	56	414	40	0	0	0	332	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_sp000509105	103	116	62	40	171	80	203	36	122	111	252	44	586	0	673	93	233	115	27	121	0	189	634	83
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_sp900604355	13	61	10	46	387	12	77	73	31	36	50	72	39	0	390	19	252	42	28	31	0	0	85	26
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Murimonas|s__Murimonas_intestini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__NC2004|s__MGYG000000721	24	0	0	0	0	125	58	0	25	189	0	20	31	0	105	0	26	20	0	0	0	14	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__NK4A136|s__NK4A136_sp002314855	0	0	0	0	0	0	11	0	0	10	0	13	0	0	0	0	56	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__NSJ-38|s__NSJ-38_sp902363445	38	0	0	0	0	0	0	0	0	0	0	0	11	0	0	26	17	16	0	27	0	16	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__OF09-33XD|s__OF09-33XD_sp003481995	109	699	341	315	1533	12	14	38	397	32	0	333	722	0	48	10	1442	584	681	213	0	781	1481	197
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__MGYG000002243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__MGYG000003442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sinus	0	14	17	21	38	11	0	0	45	0	0	0	0	0	33	38	322	41	0	0	0	0	28	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sp900770445	0	0	0	28	0	0	0	0	36	0	0	0	0	0	0	0	43	0	0	0	0	15	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG11200|s__MGYG000003273	23	0	25	11	77	44	63	0	95	31	0	12	13	0	18	36	78	40	16	13	0	26	2945	14
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG115|s__RUG115_sp900066395	83	85	782	22	176	48	33098	32	2016	44	94	1329	10	0	74	83	606	117	1564	625	0	110	597	123
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG12045|s__MGYG000002025	74	19	38	34	0	17	89	12	0	0	0	68	37	0	13	19	70	50	0	0	0	17	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG12045|s__MGYG000002210	85	63	21	12	30	507	39	12	82	0	0	0	154	0	0	34	34	341	24	14	0	10	45	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG12045|s__RUG12045_sp900770325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG14107|s__RUG14107_sp900772685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	26	0	0	0	0	0	11	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Robinsoniella|s__MGYG000002785	2273	56	0	2065	0	0	37	1560	0	0	29	1450	25	0	34	10	10	0	609	1006	0	110	24	15
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Robinsoniella|s__Robinsoniella_peoriensis	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Robinsoniella|s__Robinsoniella_sp900539655	60	140	0	0	60	0	55	62	89	27	106	0	0	0	326	59	55	30	0	15	43	17	132	17
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Robinsoniella|s__Robinsoniella_sp900540475	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Robinsoniella|s__Robinsoniella_sp900555455	0	0	0	0	0	0	0	0	0	0	167	0	24	0	0	0	0	0	0	0	0	0	41	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__MGYG000002046	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__MGYG000004752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	29742	4958	5123	12892	1957	61410	157322	4627	50373	23179	1441	1936	113620	409	6508	3950	141721	79140	6498	44920	332	20836	16327	1311
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	14243	69	109	3755	669	9835	20048	79	13711	2048	223	102	523	0	114	2761	355	918	428	803	46	2425	4090	492
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp003470905	1205	95	171	304	218	694	908	12	1324	225	129	154	266	0	173	757	245	272	50	112	0	182	370	325
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp003483745	790	0	0	189	22	381	921	0	544	61	0	25	17	0	0	15	33	48	0	43	0	138	136	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900542495	2559	34	139	84	65	108	275	29	695	31	107	99	18	0	75	14	81	78	25	411	0	109	23	50
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900548205	46	0	0	0	0	0	11	0	17	0	0	19	0	0	15	0	79	18	0	0	0	0	17	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900550935	12	0	12	28	51	17	36	11	50	27	10	22	14	0	40	47	133	30	0	11	0	30	52	34
