	ERR2855786	ERR2855787	ERR2855788	ERR2855789	ERR2855790	ERR2855791	ERR2855792	ERR2855793	ERR2855796	ERR2855797	ERR2855798	ERR2855799	ERR2855801	ERR2855802	ERR2855803	ERR2855804	ERR2855805	ERR2855806	ERR2855807	ERR2855808	ERR2855809	ERR2855811	ERR2855812	ERR2855813	ERR2855816	ERR2855817	ERR2855818	ERR2855819	ERR2855821	ERR2855822	ERR2855823	ERR2855824	ERR2855825	ERR2855827	ERR2855829	ERR2855831	ERR2855832	ERR2855833	ERR2855834	ERR2855835	ERR2855836	ERR2855837	ERR2855838	ERR2855839	ERR2855840	ERR2855842	ERR2855843	ERR2855846	ERR2855847	ERR2855848	ERR2855849	ERR2855851	ERR2855853	ERR2855856	ERR2855857	ERR2855859	ERR2855860	ERR2855861	ERR2855862	ERR2855865	ERR2855866	ERR2855867	ERR2855868	ERR2855870	ERR2855871	ERR2855872	ERR2855874	ERR2855877	ERR2855878	ERR2855879	ERR2855881	ERR2855884	ERR2855885	ERR2855886	ERR2855887	ERR2855888	ERR2855889	ERR2855890	ERR2855891	ERR2855892	ERR2855893	ERR2855894	ERR2855896	ERR2855897	ERR2855901	ERR2855902	ERR2855903	ERR2855905	ERR2855906	ERR2855907	ERR2855908	ERR2855909	ERR2855910	ERR2855911	ERR2855912	ERR2855913	ERR2855914	ERR2855915	ERR2855916	ERR2855917	ERR2855919	ERR2855921	ERR2855923	ERR2855925	ERR2855927	ERR2855929	ERR2855931	ERR2855932	ERR2855933	ERR2855934	ERR2855935	ERR2855936	ERR2855938	ERR2855939	ERR2855940	ERR2855941	ERR2855942	ERR2855943	ERR2855944	ERR2855945	ERR2855946	ERR2855948	ERR2855949	ERR2855950	ERR2855951	ERR2855952	ERR2855953	ERR2855954	ERR2855955
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Murimonas|s__Murimonas_intestini	143	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	876	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__NC2004|s__MGYG000000721	1345	175	824	0	43	1442	79	121	0	0	12	17	97	25	2230	56	32	14	0	942	275	0	39	275	43	220	76	186	0	0	992	21	0	71	0	157	0	20	0	1085	28	0	188	33	0	111	172	0	35	15	0	144	33	188	22	777	568	1231	250	272	110	266	0	20	125	86	117	87	59	42	0	88	18	39	254	0	0	257	45	16	0	15	451	15	51	949	125	554	0	0	35	464	0	99	213	959	16	199	0	169	236	870	68	0	338	0	616	108	0	0	0	0	2266	203	0	0	13	74	190	218	611	0	89	313	0	285	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__NK4A136|s__NK4A136_sp002314855	31	911	170	0	21	0	0	82	74	0	0	0	618	16	474	0	0	0	0	253	148	87	15	0	491	0	12	167	0	0	0	0	0	308	228	0	0	0	0	52	0	0	0	0	441	0	0	15	0	0	0	0	0	0	98	112	421	181	116	220	41	0	0	0	0	0	0	101	199	1198	406	0	19	12	74	13	116	104	0	17	0	44	3239	0	0	199	543	3033	0	107	0	729	0	25	0	0	13	0	588	701	20	107	130	0	0	92	852	0	10	0	0	0	0	0	0	32	55	13	168	0	0	18	19	71	13	0	0	0	9281
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__NSJ-38|s__NSJ-38_sp902363445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__OF09-33XD|s__OF09-33XD_sp003481995	332	135	105	13	847	373	0	0	25	0	20	213	76	46	95	114	436	14	0	33	298	10	0	1255	0	1020	13	86	0	542	1044	1002	13	160	107	0	22	0	52	948	11	180	13	334	421	50	17	28	0	478	109	27	39	0	0	20	608	547	155	0	208	41	19	36	28	245	0	305	249	577	801	103	222	325	18	508	20	92	116	2006	29	125	183	127	67	570	237	792	46	10	11	12	44	225	296	19	131	0	0	233	317	132	569	261	371	135	170	211	298	18	286	24	78	0	0	28	43	372	0	25	0	83	62	96	83	516	0	16	720
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__MGYG000002243	0	0	0	0	0	12	0	50	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	16	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__MGYG000003442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	19	0	0	0	0	0	0	0	13	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sinus	25	17	0	0	16	59	13	0	10	0	0	0	0	43	84	29	0	0	0	76	16	0	23	171	0	98	11	0	0	44	12	16	134	36	67	10	0	0	0	147	0	11	0	0	1033	14	0	36	11	200	16	12	0	23	12	389	12	0	0	26	0	0	50	0	30	0	207	276	50	30	17	31	23	0	902	19	0	0	105	0	108	15	0	0	0	25	0	27	18	54	0	0	122	13	11	52	38	11	0	10	0	88	0	0	36	0	0	0	27	0	0	46	0	15	0	0	30	746	14	0	41	0	0	10	0	28	0	10	20
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sp004554245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sp900770445	231	0	0	0	0	0	0	0	10	0	0	0	41	0	118	0	18	0	80	0	29	0	0	73	16	383	13	17	0	0	50	76	0	171	0	0	0	0	31	25	0	45	43	62	0	0	0	0	0	0	0	0	0	26	0	11	89	0	30	27	48	12	0	0	0	223	0	20	0	0	28	14	103	10	51	159	0	36	0	0	0	0	0	48	0	0	90	52	0	0	0	0	0	14	17	0	10	0	18	20	0	40	0	0	50	0	0	70	0	0	0	0	176	0	0	15	0	0	0	0	23	43	30	14	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sp900772695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG11200|s__MGYG000003273	181	40	17	21	0	27	114	86	482	0	120	637	145	219	233	0	269	10	0	33	31	15	37	131	268	255	0	146	61	0	367	2800	0	303	39	525	70	45	15	697	23	0	56	63	0	84	14	34	91	583	216	114	336	98	22	0	218	47	289	838	38	61	0	31	25	41	286	140	164	572	0	2130	1327	0	0	15	0	0	0	209	85	15	111	130	2196	125	0	119	14	203	0	0	529	1277	0	63	119	21	0	538	39	208	258	42	466	139	423	0	68	8005	0	1261	266	0	5937	930	0	102	91	0	121	0	127	15	178	30	11	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG115|s__RUG115_sp900066395	591	1738	1210	1815	270	2594	500	449	8495	37	1043	438	712	396	1444	3899	1014142	1574	179	310	152677	2054	504	414	1473	2734	2016	10050	73	1419	1844	420	433	1838	290	1463	18	346	653	16727	37	150	6714	309816	1833	883	1057	950	978	918	1063	110	1713	712	62	33	5843	1779	213	4962	43300	296	1663	894	283	8212	2713	2600	176	73237	286	332	2191	366	441	1526	172	648	79	759	653	409	2573	1222	146	11447	292	1750	1474	300	41	1756	287	458	1113	292	21324	461	1098	2390	2008	3071	3037	8585	2779	1659	451	18977	683	827	41	938	2580	1878	19	72	212	93	603	434	2500	238	389119	420	6080	535	175	69	92
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG12045|s__MGYG000002025	17	0	0	0	0	311	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	56	0	0	10	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	42	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	29	0	14	16	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	22
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG12045|s__MGYG000002210	16	0	24	76	0	18	0	0	0	0	17	0	0	10	0	0	18	0	13	0	81	0	0	51	0	17	0	0	0	195	0	18	0	20	0	0	17	0	0	14	21	15	0	0	0	0	0	0	0	0	26	0	0	0	0	23	11	0	0	0	20	0	0	0	0	26	10	17	0	55	96	0	26	23	0	24	0	11	0	41	0	0	62	43	0	44	0	28	0	0	0	103	0	0	0	0	0	0	23	0	28	35	60	138	30	0	0	21	34	0	30	0	32	0	0	0	0	0	19	0	0	10	0	42	0	0	19	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG12045|s__RUG12045_sp900770325	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG14107|s__RUG14107_sp900772685	0	0	36	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	33	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	11	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Robinsoniella|s__MGYG000002785	0	0	0	50	0	45	0	0	0	0	45	20	0	0	34	35	0	0	0	1069	0	0	0	13	0	0	0	0	17	0	0	31	0	0	95	0	0	0	0	72	21	0	0	0	479	0	0	0	0	0	18	0	0	0	0	0	72	75	0	479	0	10	463	0	0	0	0	28	76	16	38	0	111	0	0	0	0	0	22	0	0	0	0	0	0	28	0	25	26	0	0	22	0	30	0	0	0	32	20	0	11	36	0	0	0	0	81	0	15	23	0	0	0	0	0	0	57	0	0	0	0	92	0	0	13	0	28	0	35
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Robinsoniella|s__Robinsoniella_peoriensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Robinsoniella|s__Robinsoniella_sp900539655	13	50	40	79	14	1022	92	0	218	203	21	53	0	30	66	18	17	25	45	161	15	13	399	936	0	38	443	17	960	26	53	30	10	17	209	0	0	2769	12	24	22	47	15	32	303	42	58	55	124	91	136	1522	61	0	26	1364	123	0	0	32	80	0	14	10	91	0	42	27	0	73	35	0	57	64	248	50	0	15	69	127	41	19	43	89	24	116	0	136	0	54	47	17	315	10	25	207	13	60	106	11	1776	31	212	66	42	61	15	0	10	592	664	0	14	1374	12	0	39	262	33	10	33	113	69	0	911	25	35	31	63
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Robinsoniella|s__Robinsoniella_sp900540475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Robinsoniella|s__Robinsoniella_sp900555455	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	31	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	12	40	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	12
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__MGYG000002046	0	1663	0	0	35011	0	0	0	0	0	0	0	0	12786	0	0	20957	4340	0	0	0	0	0	0	0	0	140705	0	0	0	15077	61362	0	2195	0	15436	0	0	0	171	0	21349	0	0	0	0	44160	0	0	22323	0	0	0	0	6291	0	0	0	2429	0	7837	0	0	0	0	0	0	0	0	7936	0	3775	3213	1837	0	57801	4924	0	595078	17252	0	7868	34789	62252	0	0	0	7423	0	0	0	0	0	0	0	41558	0	0	0	0	1371	24218	1166	0	8933	20312	0	0	0	0	0	0	0	0	0	3938	0	0	0	0	0	0	156	0	0	6702	1848	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__MGYG000004752	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	117	10	10	0	0	0	0	0	0	10	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	346579	398657	98218	103554	74493	501333	77955	127668	124251	5044	108142	243647	565256	143960	522796	242809	64680	51807	101345	146035	172219	45842	16244	939110	163271	1605801	13082	284361	60024	8771	16491	633504	61060	1117762	108516	11805	3266	44907	21241	5403733	223866	17738	186267	311151	3071	148955	43278	45067	54344	81902	152579	33646	287507	208776	25341	16093	208846	213844	1069939	305024	333767	7187	96937	1120	90245	415488	29346	1010001	375333	115932	50480	10978	566120	42903	62126	40357	6137	11476	48075	418139	22330	120245	820336	8105	51479	1507120	24525	836408	71444	129905	7262	198765	11482	54605	17189	9052	191917	10312	21891	99486	149563	248490	92120	74363	63322	60731	108833	75138	116176	71541	3896	157393	89504	7977	2139	62327	68768	159851	144745	74874	120632	83260	784883	166374	29182	1019853	1069	20888	40542
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	3574	4113	23444	133466	126952	825026	116851	51909	2986	306	103126	443569	8896	96731	1060083	109910	29517	1305	195074	172032	10631	1808	30715	143951	1252	693513	4642	41185	1581	408	2148	885397	4659	7744	151008	25085	350	7666	25253	2669	1857	21589	48566	32300	2352	47618	23762	1541	3932	39402	74562	9476	519166	15640	9233	3120	135944	274332	61034	72327	58633	1688	6957	2846	2188	191117	6414	87705	1227	18131	2838	2101	160745	757	12258	110101	1740	2120	1494143	2143	27664	12721	31431	101757	3550	14264	14488	3602	3520	128247	303	847	15112	526	25211	3324	126778	560	27018	69856	2040	35856	2459	10255	1493	2147	15746	1305	3572	5876	83	58347	4227	843	75	11746	1736	349045	226125	10011	223125	54508	1939	11328	4391	100622	1821	2060	1437
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp003470905	2153	15595	2429	15753	8453	66755	7182	5019	461	31	8320	43570	1114	10759	134183	9982	3992	219	17553	19981	91484	321	3719	9217	264	46914	2303	4247	236	1095	855	80447	826	2630	17094	2637	772	594	3184	1805	595	2068	2919	17334	266	4932	2509	274	832	3350	5402	86452	49629	3707	1102	2116	12384	17391	8777	6395	11845	107	3122	566	4317	26157	612	12737	354	1614	412	371	20273	157	1081	7304	245	265	82048	3138	1964	1762	5044	8216	607	3219	2735	1757	503	12632	235	459	934	133	2421	454	16957	93	3100	5664	307	2837	433	2266	391	1427	1510	284	726	571	34	4699	241	159	101	719	1852	30114	27384	1081	23019	5037	1848	172547	309	12326	412	260	196
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp003483745	1647	293	1259	2045	4974	23561	3473	1361	80	10	1955	12985	415	2655	36116	2616	488	51	5027	4830	1272	75	656	5836	76	20422	115	1663	145	66	492	25552	115	1035	4059	744	10	169	900	227	66	709	1942	986	14	1555	897	53	304	902	2234	1858	11474	994	335	430	4298	6834	1607	2739	2105	205	169	155	119	6102	269	2843	67	428	77	84	6062	57	883	2369	65	105	42207	93	916	488	1117	3398	150	1261	485	330	106	3299	41	839	620	15	918	1098	4210	303	828	2354	127	1494	176	197	180	182	766	78	184	436	0	1824	1331	152	0	385	150	6003	7103	299	8367	1770	269	2043	162	3025	63	66	87
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900542495	17907	1374	14422	150	5334	2915	3650	6138	493	10	1878	1370	17636	2618	6742	30484	2804	1090	111	1995	7415	2946	1246	2672	2632	15862	35335	10945	14110	243	2200	658	1092	8686	7791	973	549	5029	1455	5668	202	284	756	3426	122	8292	4511	6501	11248	1899	37149	446	4147	27166	302	2137	9950	721	1525	3972	4011	620	24510	1814	20721	8426	2764	3806	11194	765	150	584	3506	305	5415	5169	1488	259	34638	2540	1501	3507	5549	4511	460	34528	1165	3351	5680	6762	47	1628	577	1978	226	5215	22115	2571	675	10096	547	4163	388	2981	2526	8402	18608	97	365	6656	256	7206	3212	148	21	228	12450	1161	7201	1398	3080	6043	642	104	563	402	213	114	7623
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900548205	1383	0	165	125	32	484	51	15	0	0	30	259	90	55	1324	14	0	11	33	254	37	0	37	168	13	35	15	154	0	0	251	12	0	290	190	36	0	14	39	101	51	0	22	92	0	376	149	0	45	259	47	70	18	104	13	585	127	364	70	286	87	188	0	30	0	18	21	139	25	80	79	56	572	15	209	165	0	122	293	25	52	132	16	41	11	168	38	155	39	340	17	440	71	25	48	614	19	103	26	132	128	157	44	0	146	69	93	71	12	0	0	72	821	94	0	0	98	0	571	113	135	0	187	50	0	148	14	0	11
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900550935	32	15	341	2053	118	10	17	19	10	0	0	6831	0	0	16698	2070	73	11	0	47	806	11	15	86	0	11	0	707	0	0	77	45	0	26	161	0	0	104	427	21	0	0	47	228	0	30	107	0	103	576	15	1194	35	24	103	219	64	1685	73	1150	35	42	67	108	106	87	33	191	27	125	63	0	55	0	27	0	22	0	63	14	0	18	31	0	16	532	18	27	38	0	0	0	10	0	0	94	12	0	0	80	20	63	11	13	23	43	103	0	0	0	0	43	22	0	0	172	18	5605	82	0	3435	818	26	71	55	25	11	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900552665	227687	24646	377179	1784	91265	3513	86325	84231	11800	178	19584	14750	452354	32846	49022	595405	52110	14636	2415	36771	133372	49659	22154	59297	57637	270569	474056	210730	187720	5158	44925	11697	25636	201502	91758	10949	11979	79019	31540	52881	3014	3442	10902	77847	1297	226473	113571	140991	192914	27657	425307	4704	59524	408286	5640	24029	245223	3592	26070	103476	85032	14517	768997	15809	233671	157100	53573	82935	132012	10248	881	10178	44885	5605	135161	80416	21496	4464	451171	54989	30258	103361	93146	78586	8429	828387	17157	54558	116495	159707	1072	46204	13076	28990	3655	137161	328888	32471	17710	135702	3534	68694	10206	74176	55317	159510	360552	1854	5425	181927	2929	151803	41755	1513	296	2392	243558	10648	150714	28047	64407	128533	17546	1179	10065	7095	3669	2038	107179
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900753715	3284	11	428	10	458	478	68	109	0	0	18	730	153	50	863	31	73	12	182	254	351	0	20	177	61	343	28	119	20	0	99	255	13	201	81	110	0	11	113	2390	29	440	157	80	0	65	122	36	120	193	229	44	63	278	14	487	331	393	0	708	110	17	0	15	0	24	73	95	70	131	120	109	695	10	121	602	0	77	343	78	104	39	79	109	20	27	36	258	0	87	0	487	374	104	129	255	157	533	21	74	34	77	38	0	218	44	62	53	0	0	0	88	545	0	0	266	51	0	93	0	563	0	176	93	349	144	11	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp900756925	808	216	9976	986	373	14387	6508	1713	1907	0	99	5280	225	11996	39578	14688	12010	202	6784	6382	2934	463	4447	172	69	17259	9766	456	9163	144	1245	14900	199	635	5898	76	1229	425	1604	4581	14	38	59	5163	20	1699	140	1703	13293	166	32030	7341	7649	2024	114	117	2137	4553	2675	487	3562	0	92211	29957	3713	315	923	3385	218	383	101	34	74643	1575	748	352	4640	1718	158456	97	4670	11201	8583	708	94	1226	392	3707	739	3706	0	68	822	764	429	232	9185	1817	243	19003	193	1963	566	326	73	446	11597	536	38	6413	357	684	7409	53	0	0	12513	18882	20338	90	12623	799	5556	57087	122	150	75	0	415
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_A|s__Ruminococcus_A_faecicola	7411	454	217	36	1205	6698	152	35	62	0	40964	748	671	6535	499	1254	3830	18	1596	3343	161	62	30	1836	36	6307	124	1905	24	6606	21627	1027	78	250	4808	153	0	1431	603	153	0	985	887	8891	22	403	508	50	88	2579	52	42	122	298	76	48	1134	2189	104	29	475	337	1753	798	381	169	663	11082	44	1082	318	988	1927	1263	132	1645	1379	1008	87	18	0	625	4791	314	96	1925	762	12407	19	1394	81	0	13	87	363	24	6582	12	424	125	543	5378	1667	14	2256	267	102	826	116	293	522	570	265	35	0	187	645	3132	540	71	524	698	966	104	409	4435	25	232	16
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_A|s__Ruminococcus_A_sp000432335	429	26	223	202	129	264	158	17	13	0	98	180	69	111	383	261	95	157	12	1321	186	76	217	91	68	72	155	212	721	27	196	189	34	72	85	58	34	112	25	58	74	0	26	66	32	211	119	177	164	254	162	138	315	579	20	318	178	811	45	223	41	15	1345	232	128	133	174	54	144	26	14	51	233	67	330	159	39	55	723	52	48	118	110	106	39	244	78	163	311	280	76	149	909	39	196	177	141	203	44	29	73	27	0	722	55	153	124	45	77	130	12	26	197	79	53	32	253	249	120	34	247	62	25	51	1391	107	71	138	376
