	DRR127476	DRR127478	DRR127485	DRR127488	DRR127491	DRR127507	DRR127514	DRR127517	DRR127519	DRR127521	DRR127524	DRR127532	DRR127535	DRR127536	DRR127537	DRR127546	DRR127552	DRR127557	DRR127559	DRR127567	DRR127579	DRR127583	DRR127588	DRR127594	DRR127596	DRR127597	DRR127603	DRR127613	DRR127617	DRR127625	DRR127634	DRR127646	DRR127647	DRR127649	DRR127666	DRR127669	DRR127672	DRR127685	DRR127704	DRR127707	DRR127718	DRR127720	DRR127724	DRR127728	DRR127731	DRR127736	DRR127737	DRR127748	DRR127751	DRR127752	DRR127774	DRR162775	DRR162776	DRR162777
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS1375|s__MGYG000004693	91	10	134	207	283	800	24	601	29	27	153	85	148	129	0	530	0	21	29	0	0	71	0	65	60	45	33	0	30	28	131	12	0	69	96	717	17	57	0	116	0	52	0	416	592	0	48	40	0	0	71	0	0	740
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS1375|s__UMGS1375_sp900066615	1177	2255	4417	10055	19955	86630	74	57937	551	400	1996	298	11522	1124	37	65398	39	9983	450	11	77	8658	439	9551	86	5694	415	175	52	73	244	340	0	7090	11180	461	34	116	490	579	0	225	294	235	517	174	165	1166	5203	435	473	40	73	234
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS1375|s__UMGS1375_sp900551235	73	1328	303	213	376	756	69	721	803	126	55	190	260	239	44	943	67	79	19	0	0	142	10	96	27	65	85	29	39	20	16	15	21	91	103	114	46	200	15	752	0	72	32	31	207	234	149	371	0	255	295	0	63	27
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS1472|s__UMGS1472_sp900552095	69	105	0	0	0	39	29	97	223	203	0	133	0	126	20	0	21	0	0	0	14	0	0	484	0	0	0	0	0	0	112	0	51	0	0	10	0	0	0	14	0	0	74	0	29	43	0	56	0	31	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS2037|s__MGYG000003578	0	0	86	13	68	0	0	28	0	0	62	40	33	59	0	800	122	0	0	0	0	26	36	0	0	0	26	0	19	77	18	11	0	131	0	0	27	100	131	0	0	0	0	19	0	0	15	0	0	79	26	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS2037|s__MGYG000004039	39	907	395	742	283	14	13	1871	73	43	99	59	87	1222	922	140	209	271	46	17	114	132	75	35	113	57	67	27	1154	57	974	0	86	0	15	23	34	64	193	951	0	189	142	43	342	1914	61	11	478	42	574	52	153	118
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS2037|s__MGYG000004169	1066	3634	1234	5209	193	1305	2318	291	27411	1288	568	2023	66	3000	7213	2734	519	352	1689	272	136	432	2246	1223	642	1424	905	727	12593	482	11349	14	3060	413	1471	256	6090	322	7915	7592	6260	1770	6469	11661	6524	4594	1846	5701	1947	21975	317	12826	910	169
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS680|s__MGYG000004781	0	0	23	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	14	0	0	12	0	218	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS680|s__UMGS680_sp900544525	151	13	0	0	0	0	0	0	149	18	0	0	0	0	0	0	0	0	0	0	15	0	259	0	158	0	0	0	0	0	18	0	61	0	0	0	0	0	0	0	0	0	461	0	0	0	0	198	34	160	0	18	20	32
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__V9D3004|s__MGYG000003936	13	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	82	0	0	0	0	0	26
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__V9D3004|s__MGYG000004210	14	0	15	0	0	0	0	0	0	22	0	34	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__V9D3004|s__V9D3004_sp002349525	73	0	309	339	58	0	0	265	57	0	246	10	11	18	146	1495	97	0	34	0	94	187	1430	23	0	33	0	14	70	317	20	0	11	184	0	403	0	13	140	20	0	0	79	0	363	0	102	0	518	1745	0	1090	0	35
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__V9D3004|s__V9D3004_sp900760345	0	0	330	156	150	0	0	22	0	0	69	0	11	19	144	66	24	0	146	0	0	250	1826	11	11	0	0	0	0	782	0	0	0	53	0	0	0	81	0	138	0	0	14	106	17	0	10	47	414	0	226	93	0	245
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__VSOB01|s__MGYG000000361	48	87	388	147	54	47	0	160	428	18	28	33	33	0	11	255	0	23	15	13	0	0	0	15	13	84	97	15	15	100	0	87	0	50	12	0	176	198	28	381	0	115	0	19	0	0	19	0	0	0	239	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__VUNI01|s__MGYG000000356	171	40	425	294	598	699	24	957	89	168	341	70	139	21	106	705	12	172	152	0	0	127	285	116	28	698	29	133	54	219	543	25	0	457	78	58	0	215	132	126	0	0	582	143	0	0	295	31	0	99	508	119	197	91
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Weimerbacter|s__MGYG000003616	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	36	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__UBA1390|g__NSJ-32|s__MGYG000004775	3345	353	4693	1257	105	42	178	3201	126	748	1910	1035	254	1038	48	3856	49	294	723	0	28	2288	259	422	34	1737	669	2511	996	1516	224	1325	137	1245	319	560	1241	814	466	477	14	8329	318	406	546	133	652	49	0	17	325	245	18	16
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__UBA1390|g__NSJ-32|s__NSJ-32_sp014384895	4755	479	18070	6937	1991	2113	1057	16244	3656	1042	4337	2649	4694	3969	379	7526	935	2010	4196	433	182	29201	3066	4550	2493	6070	2204	2645	2328	4119	4967	2395	2488	4294	1814	1158	1866	1133	1171	5409	4795	13931	403	2209	8310	10	1716	176	1205	29	7835	447	0	2836
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__UBA1390|g__UBA1390|s__MGYG000001033	4409	0	1774	413	0	0	0	51	0	206	0	0	0	0	0	521	0	0	192	0	0	0	211	57	14	613	0	1630	0	30	0	27	0	1034	89	1070	0	25	250	276	0	5870	0	11	0	0	0	0	0	0	218	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__UBA1390|g__UBA1390|s__MGYG000004224	0	0	27	0	0	0	0	0	0	0	18	0	0	0	0	0	0	170	0	0	0	0	0	0	0	62	0	0	0	85	0	1816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__UBA1390|g__UBA1390|s__UBA1390_sp002305315	153	49	55	26	11	0	38	1224	0	0	815	410	11	59	0	168	12	0	0	0	21	36	0	82	0	97	469	33	1979	30	18	13	24	40	0	37	0	25	78	0	0	216	20	0	35	0	35	0	0	0	47	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__UBA1390|g__UBA1390|s__UBA1390_sp900764045	31	0	47	16	0	0	0	16	27	15	20	0	21	0	0	14	20	34	12	0	0	0	0	0	0	40	0	0	0	0	0	97	0	13	0	0	0	0	0	12	0	29	16	0	0	0	0	23	0	10	19	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__MGYG000004109|f__MGYG000004109|g__MGYG000004109|s__MGYG000004109	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales_A|f__UBA1381|g__CAG-41|s__CAG-41_sp900066215	34539	32	90491	22152	12216	3154	14369	125737	90	36817	30713	238	9585	2839	6323	37017	16505	13980	10007	142	0	32555	16079	12119	33423	9713	7283	15398	34582	20205	12763	15450	0	60777	1031	11870	42850	3388	82952	6946	0	54	39	5141	93740	16	44521	63	94	496	12708	3842	25800	48060
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales_A|f__UBA1381|g__HGM11521|s__HGM11521_sp900751885	95	916	254	156	121	22	32	2601	308	150	289	88	119	1438	813	316	450	168	252	155	111	3345	981	188	715	440	473	622	63	1054	25	33	173	648	25	1178	42	80	46	2720	53	480	176	136	622	0	349	182	0	85	753	12	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales_A|f__UBA1381|g__HGM11523|s__HGM11523_sp900756545	24	0	0	0	0	38	0	17	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales_A|f__UBA1381|g__HGM11525|s__HGM11525_sp900770405	15	0	26	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	27	0	0	25	0	19	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	11	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales_A|f__UBA1381|g__HGM11530|s__HGM11530_sp900751685	59	169	164	18	34	0	11	124	0	392	43	0	0	53	0	339	25	13	135	0	33	36	107	52	100	97	138	21	19	72	55	12	0	71	12	34	0	0	27	119	11	71	306	15	36	0	0	10	0	0	151	0	0	31
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales_A|f__UBA1381|g__MGYG000000587|s__MGYG000000587	1033	0	615	14	0	0	0	352	0	0	59	0	0	0	0	441	0	0	0	0	0	0	0	0	0	73	0	250	0	18	0	266	0	18	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	11	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales_A|f__UBA1381|g__MGYG000002758|s__MGYG000002758	35	48	1229	69	82	0	0	168	0	78	26	0	13	31	23	124	0	0	1326	0	0	39	42	24	44	186	21	146	35	30	106	61	0	91	0	15	0	19	21	0	0	12	80	10	84	0	66	0	0	0	31	0	27	17
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales_A|f__UBA1381|g__RQCD01|s__RQCD01_sp008668455	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales_A|f__UBA1381|g__UBA4716|s__MGYG000000403	1346	0	166	57	0	14	17	243	0	39	20	0	43	11	0	0	0	17	82	39	0	215	127	13	16	34	0	0	0	41	0	0	0	48	0	23	92	43	0	37	0	500	13	1764	0	0	14	0	136	76	84	332	0	77
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales_A|f__UBA1381|g__UBA4716|s__MGYG000002713	924	10	279	353	116	66	302	2344	0	311	415	0	41	42	101	233	133	376	270	0	0	156	81	46	941	21	324	575	865	176	293	631	0	1208	15	105	996	10	2554	12	0	0	0	126	0	0	153	0	0	0	150	10	0	924
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales_A|f__UBA1381|g__UBA4716|s__MGYG000004845	104	0	27	0	0	0	0	0	0	37	0	0	41	0	0	0	0	0	0	0	0	98	4916	0	0	14	39	43	15	0	0	63	0	34	18	0	19	0	555	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales_A|f__UBA1381|g__UBA4716|s__MGYG000004881	128	15	111	34	37	0	13	137	21	34	49	18	34	88	0	97	18	58	208	0	0	74	20	20	15	20	0	22	70	27	51	18	0	38	19	39	43	26	113	101	0	33	415	0	81	0	39	11	0	0	32	49	109	52
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales_A|f__UBA1381|g__UBA4716|s__UBA4716_sp900556575	1234	100	121	88	44	41	28	384	35	0	93	0	29	48	18	145	32	88	152	0	0	66	151	33	48	16	14	18	229	95	180	85	0	119	60	11	41	0	222	0	172	11	346	10	0	0	24	155	0	0	43	39	0	52
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales_A|f__UBA9506|g__MGYG000002685|s__MGYG000002685	855	79	946	74	0	0	30	89	51	91	140	20	50	28	0	211	38	352	415	0	0	81	19	49	0	354	176	205	145	407	132	189	93	131	50	64	238	68	126	116	0	557	604	28	74	48	82	0	0	34	97	0	104	69
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales_A|f__UBA9506|g__UBA9506|s__UBA9506_sp003506415	0	0	13	0	0	0	0	10	0	0	2129	207	20	0	0	383	0	0	0	0	0	0	0	0	0	88	142	0	0	0	0	2420	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales_A|f__UBA9506|g__UMGS755|s__UMGS755_sp900545185	0	0	0	0	0	0	0	0	0	0	11	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	28	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales_A|f__UMGS1253|g__UMGS1253|s__MGYG000004085	26	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales_A|f__UMGS1253|g__UMGS1253|s__UMGS1253_sp900550065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Firm-18|g__MGYG000001903|s__MGYG000001903	33	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	42	0	0	0	0	0	0	10	0	0	0	16	68	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__MGYG000004144|s__MGYG000004144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__Monoglobus|s__Monoglobus_pectinilyticus	19	36	5494	0	13	0	91	0	0	0	31	0	19	0	0	163	116	0	13	0	0	3029	10	0	0	18	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	10	183	0	0	0	0	0	0	29	0	12	26
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__Monoglobus|s__Monoglobus_sp900542675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__Monoglobus|s__Monoglobus_sp900554105	121	0	263	52	13	33	0	62	0	0	34	0	10	16	27	24	0	52	10	0	0	0	0	330	0	177	25	313	12	16	0	18	0	39	0	215	0	34	0	0	0	176	0	54	0	0	0	0	0	213	160	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__UMGS1326|s__MGYG000000706	0	0	0	32	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__UMGS1326|s__UMGS1326_sp900550775	0	0	1587	0	19	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__UMGS1494|s__UMGS1494_sp900552305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__UMGS1820|s__MGYG000001817	154	13	347	82	0	0	0	422	0	0	204	11	0	0	0	285	0	0	0	0	0	0	0	11	0	40	0	65	0	19	0	157	0	62	0	0	0	0	0	0	0	0	127	58	38	0	38	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__UMGS1820|s__UMGS1820_sp900545865	17	0	36	0	0	0	14	27614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2500	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__UMGS1820|s__UMGS1820_sp900555375	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	19	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__UMGS1388|g__UMGS1388|s__UMGS1388_sp900551345	37	77	39	45	0	0	12	96	82	43	79	0	0	47	18	0	0	0	0	0	0	0	37	0	44	21	0	10	18	0	18	0	0	0	143	0	0	347	39	0	12	0	65	10	31	34	0	0	124	0	62	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_sp000432995	12	0	72	0	0	0	0	44	0	0	10	0	0	11	0	79	91	0	56	0	0	0	19	0	0	0	0	0	0	0	0	0	39	20	60	0	22	0	35	95	0	180	765	0	0	0	0	0	0	0	14	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_sp000435395	13509	113	427	0	0	0	0	16	0	0	0	18	0	12	0	874	429	938	5881	0	0	0	3611	0	0	1023	14	25	6777	0	0	0	0	6129	123	144	1189	0	2069	211	0	0	24	321	187	0	0	525	0	0	0	28	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_sp900543305	96	0	58	0	0	0	0	0	0	0	0	0	0	0	0	389	0	10	0	0	0	0	50	0	0	51	0	14	40	0	0	33	0	198	43	10	404	0	54	18	0	14	0	0	25	0	36	0	0	0	11	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_sp900543555	10292	140	60	31	0	0	0	47	12	0	25	13	0	1842	0	675	4224	492	227	0	0	42	12259	0	0	167	0	3172	11076	209	0	17	0	1736	1009	2317	39744	0	2384	454	0	164	49	309	13	0	13	84	15	0	21	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_sp900548545	75	366	45	21	0	0	0	758	18	0	273	22	174	183	0	500	15	70	17	10	0	22	49	44	0	266	202	21	97	172	29	40	14	51	0	18	0	303	1488	145	0	15949	163	0	164	15	208	0	0	12	15	0	16	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_sp900755895	3998	461	982	973	39	28	32	1135	253	274	1698	336	90	1294	14	3403	639	527	945	166	1791	240	553	407	66	1534	1059	783	4098	278	1583	617	262	812	79	332	1679	151	909	48	211	5495	558	87	587	46	68	24	0	278	163	51	36	196
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_sp900759575	208	0	380	28	22	0	0	151	0	0	130	126	23	101	0	78	12	10	48	0	0	25	364	36	0	401	137	425	91	41	0	22	0	77	0	45	42	0	30	31	0	119	0	26	60	0	79	0	0	0	0	0	0	40
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_timonensis	73	248	3952	178	0	0	16	170	0	0	17	58	0	508	0	10	10	1278	83	0	0	30	0	0	0	531	12	0	12	0	95	0	0	16	0	0	0	0	0	14	0	71	0	0	65	0	0	0	0	0	11	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__MGYG000001169	653	21	167	23	0	0	0	22	21	0	115	22	0	100	12	147	44	40	163	0	0	109	399	0	0	132	10	102	606	93	0	49	0	335	15	62	278	0	96	12	0	208	0	22	31	0	0	0	0	0	91	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__MGYG000001979	4554	372	311	263	0	0	0	340	59	90	187	0	0	876	0	538	747	255	1235	0	70	152	3243	23	0	428	143	590	3159	0	265	0	94	1800	175	475	6483	0	1310	0	0	5556	297	164	305	0	0	0	0	0	0	0	46	80
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__MGYG000004616	74	0	82	176	0	0	0	11	0	0	0	0	0	0	0	0	0	0	10	0	0	0	24	0	0	43	0	13	54	14	0	15	0	880	18	89	131	0	21	0	0	60	27	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__MGYG000004807	725	13	269	303	11	0	279	156	0	0	206	16	153	95	0	162	80	192	108	0	55	44	345	19	0	292	60	70	166	44	0	90	0	905	100	226	379	0	134	0	42	138	0	30	20	0	11	44	0	0	27	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__An172|s__An172_sp002160515	26	0	32	23	45	0	0	0	0	0	16	18	74	0	0	39	0	157	45	0	0	27	14	0	0	51	555	0	16	0	0	16	0	35	10	12	0	0	47	0	0	28	0	0	0	350	0	0	0	0	13	0	13	98
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp001305115	315	369	848	85	16	20	0	245	0	74	114	22	355	109	0	2933	0	152	91	0	0	372	18	15	468	1542	20	1440	12572	113	1893	90	21	475	568	127	117	680	238	82	0	179	63	24	64	36	110	27	0	31	60	34	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp002159845	2871	0	3235	188	0	0	166	530	0	35	456	82	0	1602	0	86	2327	412	6504	0	0	2990	2831	14	184	451	145	122	152	2071	35	894	10	4150	475	4566	5211	0	2651	0	0	86	0	81	19	0	0	0	0	0	1881	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-177|s__CAG-177_sp000431775	32	0	26	48	11	0	0	0	0	0	25	0	0	0	0	0	0	0	17	0	0	0	0	0	0	123041	10	0	0	0	0	0	0	11	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	21	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-177|s__CAG-177_sp003514385	68	39	221468	254	0	0	0	24	0	0	153	1310	15	27	0	44	0	53	0	0	0	11	13	16	30	12473	5380	108003	9689	17080	0	18187	0	34	90	0	0	44	0	69	0	25	0	0	0	0	0	0	0	0	8232	12	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-177|s__CAG-177_sp003538135	68	0	59439	52	0	0	0	0	0	80	26049	320	0	0	0	0	0	0	0	0	0	0	0	0	97	3406	1265	24529	3346	4600	36	5555	0	0	0	0	150	31	0	0	0	0	0	0	153	0	0	0	0	0	2644	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-177|s__CAG-177_sp900770255	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-177|s__CAG-177_sp900771185	0	0	0	41	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-177|s__MGYG000003524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-180|s__CAG-180_sp000432435	150	0	379348	653933	3948	0	104	530513	21	80	67717	340	313759	148	53	265	375	15	376267	0	0	954790	618	9376	55892	59	9609	0	444474	288	0	384	37	70	370706	121	0	36185	40	0	0	1003664	958	15578	30	0	0	158	181	90	105	0	0	0
