	ERR1018185	ERR1018186	ERR1018187	ERR1018188	ERR1018189	ERR1018190	ERR1018191	ERR1018192	ERR1018193	ERR1018194	ERR1018195	ERR1018196	ERR1018197	ERR1018198	ERR1018199	ERR1018200	ERR1018201	ERR1018202	ERR1018203	ERR1018204	ERR1018205	ERR1018206	ERR1018207	ERR1018208	ERR1018209	ERR1018210	ERR1018211	ERR1018212	ERR1018213	ERR1018214	ERR1018215	ERR1018216	ERR1018217	ERR1018218	ERR1018219	ERR1018220	ERR1018221	ERR1018222	ERR1018223	ERR1018224	ERR1018225	ERR1018226	ERR1018227	ERR1018228	ERR1018229	ERR1018230	ERR1018231	ERR1018232	ERR1018233	ERR1018234	ERR1018235	ERR1018236	ERR1018237	ERR1018238	ERR1018239	ERR1018240	ERR1018241	ERR1018242	ERR1018243	ERR1018244	ERR1018245	ERR1018246	ERR1018247	ERR1018248	ERR1018249	ERR1018250	ERR1018251	ERR1018252	ERR1018253	ERR1018254	ERR1018255	ERR1018256	ERR1018257	ERR1018258	ERR1018259	ERR1018260	ERR1018261	ERR1018262	ERR1018263	ERR1018264	ERR1018265	ERR1018266	ERR1018267	ERR1018268	ERR1018269	ERR1018270	ERR1018271	ERR1018272	ERR1018273	ERR1018274	ERR1018275	ERR1018276	ERR1018277	ERR1018278	ERR1018279	ERR1018280	ERR1018281	ERR1018282	ERR1018283	ERR1018284	ERR1018285	ERR1018286	ERR1018287	ERR1018288	ERR1018289	ERR1018290	ERR1018291	ERR1018292	ERR1018293	ERR1018294	ERR1018295	ERR1018296	ERR1018297	ERR1018298	ERR1018299	ERR1018300	ERR1018301	ERR1018302	ERR1018303	ERR1018304	ERR1018305	ERR1018306	ERR1018307	ERR1018308	ERR1018309	ERR1018310	ERR1018311	ERR1018312
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_sp000508985	33	21	0	89	10	12	95	23	0	0	124	0	0	24	60	172	18	15	12	0	60	0	0	0	378	226	0	20	0	66	0	80	286	0	42	0	15	0	16	93	0	25	0	0	0	0	23	0	19	0	11	0	2542	1232	0	27	139	0	0	24	14	0	15	0	21	41	69	0	0	0	0	0	37	554	0	43	634	13	16	1766	0	15	0	0	0	0	0	25	0	0	57	0	0	57	0	52	0	39	184	0	0	35	20109	33	0	12	18	169	0	16	0	0	0	16	42	18	0	602	25	917	11	45	0	18	136	11	0	59
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_sp900066705	2224	96	820	730	137	329	1385	15	30	53	590	15	289	148	1431	2946	1018	217	125	0	502	3837	20	107	0	6690	299	182	13159	27	176361	1630	26362	387	95	80	778	45	279	8918	10	456	108	1202	4734	462	126	161	7201	128	1823	1916	752	4166	15036	293	0	304	306	913	293	663	279	680	2595	1685	452	778	645	903	328	165	343	80	86	74	2097	4577	5238	14	168	396	873	687	1781	930	151	189	1341	938	88	119	912	0	19	2017	3149	3021	712	276	56	691	3993	247	87	33	121	288	434	69	73	335	304	22	0	234	0	385	353	0	165	1340	491	4735	502	23	1289	505
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_sp900756035	126	426	705	1448	484	209	421	923	368	1643	466	70	168	1887	1198	2498	428	1471	830	10564	177	160	318	158	177	5081	300	449	2773	245	868	642	1135	195	945	84	590	119	67	10373	92	4798	819	922	359	147	256	233	1875	286	248	509	1531	786	688	194	1740	104	133	204	767	74	439	113	118	506	491	87	102	559	130	105	229	1389	128	446	2212	330	783	1962	121	140	14	251	2241	86	74	293	140	435	515	77	204	298	2747	757	734	10261	1380	579	198	440	4154	856	230	134	353	352	882	403	74	0	466	584	1050	537	103	1166	228	16100	253	391	393	446	439	102	245	5618
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__MGYG000000687	441	43	186	318	342	266	178	0	20	78	60	93	313	86	155	1045	505	114	10	0	234	139	152	108	0	261	194	185	600	21	759	369	2871	148	11	384	209	71	320	3364	275	235	82	1895	2100	359	127	322	2237	55	718	1427	0	2757	353	691	519	1483	0	1115	273	1060	369	639	521	74	512	626	627	506	208	309	447	29	920	0	1350	6093	626	94	97	868	355	178	2860	211	120	119	739	210	130	109	995	697	0	164	771	722	119	198	35	1238	1242	309	60	90	146	199	31	149	88	196	179	31	368	0	151	0	425	0	259	323	78	185	319	212	465	548
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__MGYG000004359	12	22	82	820	48	0	85	140	180	76	38	63	147	1112	100	86	12	179	32	0	102	27	179	45	33	449	805	38	390	0	439	73	51	45	19	17	303	0	103	458	19	35	33	709	140	63	11	264	1545	13	512	0	130	50	19	710	475	86	10	22	15	69	70	22	105	115	71	38	47	987	52	0	86	58	556	98	200	248	51	0	27	60	10	18	136	152	34	26	40	139	33	45	63	92	309	344	0	157	251	257	143	182	163	26	0	112	48	10	0	28	252	69	52	754	418	17	18	0	36	120	227	54	31	43	58	538	517	162
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Bacteroides_F|s__Bacteroides_F_pectinophilus	1584	1047	2640	81	520	1013	260	10920	191	743	974	230	1423	1191	1117	5221	2696	8501	214	0	1174	7905	2880	1067	358	0	4584	1178	7429	1136	1240	3318	4978	10414	1503	2607	1318	852	5420	83	831	41311	4369	6829	8624	2142	4723	8351	790	3307	6432	4229	261	3108	2868	4165	218	2462	0	1991	4261	4912	4833	485	5854	4189	480	6731	1494	4302	938	766	1330	1774	12946	442	1526	43207	3712	737	2708	3603	1347	4701	11433	570	803	3556	2217	3528	2923	4148	679	1955	741	16746	262	1517	3842	4782	5506	9034	4637	1170	436	2026	436	3307	730	762	1169	532	367	705	83	162	187	2245	1411	7061	506	2012	4151	601	1208	3777	2842	65
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Bariatricus|s__Bariatricus_comes	116955	30567	1754	12519	2454	84509	65823	150	3023	45046	158	15684	33493	89741	925	2290	137450	8960	3325	181	27927	614	18736	75166	111	405	59329	19602	1710	193	184017	159204	445788	11020	309	41583	27200	16843	8720	27378	80964	311333	12133	88233	61882	21871	11351	76771	231851	17348	80931	50105	734	176227	29467	43093	166	45395	66	390951	305	108083	30995	158244	32787	3791	372	91446	95925	91136	19198	332	101906	322	31721	327	563195	59827	162449	624	26892	31247	15639	16488	43815	79401	20098	34556	26306	48115	75184	8817	312247	385421	95	1100	15228	6396	490	35700	6480	6112	459756	2948	41562	35176	466	795	2977	7196	51984	3614	126136	984	94	253	412	208	50893	362	40345	34345	82518	120905	1151	11102	119864	515
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Bariatricus|s__Bariatricus_massiliensis	53	0	0	10135	931	75	27	0	138	14	0	96	0	19	27	16224	106	104	58	16	0	0	95	0	23	0	13	25	29	0	86	20	0	0	173	22	2784	85	488	16	0	28	71	20	23	383	0	244	0	0	0	0	190	89	102	63	31	0	0	16	2416	0	897	0	0	38	29	0	0	0	0	0	214	71	0	0	0	68	0	12	0	274	0	0	0	0	0	0	0	0	208	13	0	0	0	17	0	0	0	0	0	0	0	7995	0	0	17	0	0	148	325	0	0	55	10	17	436	250	0	0	0	25	0	108	3320	23	0	158
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Bariatricus|s__Bariatricus_sp900554415	329	141	410	175	467	224	199	115	121	94	46	196	114	2102	60	168	536	673	9368	0	424	1752	63	478	33	123	455	227	182	102	6432	258	878	437	51	2272	350	283	484	1285	100	969	996	341	926	545	238	1979	150	65	1165	275	5138	1384	292	213	296	2008	119	687	856	2240	37	1643	397	1684	247	336	452	901	89	646	2225	4345	182	14	369	511	112	1747	310	1287	126	344	143	123	154	164	465	604	127	238	9617	226	32	4676	539	87	180	226	95	999	153	105	236	146	25	16	57	124	42	134	185	223	214	92	223	11	1371	0	746	62	4390	1760	520	217	2945	89
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Bariatricus|s__MGYG000004689	1021	477	1050	153	927	1158	354	0	217	863	1046	1870	556	1744	0	1207	2637	205	656	0	568	353	62	170	66	229	509	150	64	315	936	437	7699	2649	374	513	1451	222	2057	290	71	1812	437	419	6990	366	732	1266	1908	336	2821	56	67	1922	747	528	174	2890	403	168	1463	1399	976	741	397	1005	397	668	804	1013	1013	1825	3937	35	713	894	15449	425	5369	972	923	4117	657	756	2536	550	341	437	3089	494	380	531	3628	256	67	252	9557	275	1110	580	999	818	2823	30	187	117	738	308	522	738	337	83	377	64	113	267	32	1247	493	51	186	518	2107	5310	1071	346	2746	87
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_caecimuris	261	162	71	732	31	451	11961	138	5132	1214	0	20	106	16710	6045	143560	680	127	1198	24	27	43	810	70	360	17167	143	498	766	1256	270	1478	151	109	9928	164	28306	10	47	49166	12	7790	250	130	543	77	23	178	7528	43	108	38	1027	199	545	247	125	96	1931	185	89	205	34	86	57	4422	111	80	42	387	116	312	134	153	15	12177	29554	93	792	1324	37	128	13	98	202	14	60	96	82	55	39	26	204	3524	538	761	51	104	454	229	44	151	7794	1333	36	18	317	366	27	164	41	18	3864	60	110	64	135	24798	43	24307	38	88	441	792	541	62	292	41231
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_faecis	23038	2623	68226	164299	5945	26614	63119	5004	5838	61373	16378	9107	9494	8283	481	182286	46164	12084	16550	592	4158	13057	15102	8212	21366	144	29829	21613	72928	1516	5979	26428	65203	27594	17658	11871	49626	9326	24494	24971	8212	72124	15708	25990	31002	23102	3356	27971	11979	15463	23219	10968	8150	10439	49065	41725	3493	32531	3133	21084	8607	25953	9093	6013	14997	45623	78318	4411	8377	66201	23506	13909	53139	3315	45657	10785	53553	6866	36632	23030	3537	28194	8905	14611	6087	7028	9378	10205	5993	14560	9996	7549	25080	25555	2190	1453	3160	24082	43663	20447	19418	24335	44217	5950	5447	4585	6127	52244	549	42021	25283	7575	5717	4809	2228	18385	6331	30054	6434	2243	30311	9060	72126	12694	166204	12531	94699	78727
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_hydrogenotrophica	418	10	10	0	333	0	0	0	246	0	0	100	0	0	7701	0	0	0	0	30	0	23	0	20	0	37401	33	3530	10	0	12	0	32	0	0	240	543	0	520	25	53	0	0	9810	280	305	67	16	22	0	26	0	0	70	6119	0	16	0	0	15	19	22	590	522	0	0	0	12	0	16	270	0	17	10800	0	5682	25	0	13	18	27	1245	12	0	0	25	0	62	0	0	0	0	20	0	0	34	97	0	0	11	868	14	0	0	2410	55	19	0	11	67	0	0	12076	438	10	12	8916	0	17	0	353	0	5596	901	56	0	3818	26
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_luti	2208	658	923	19715	546	357	894	509	216	706	383	874	420	608	338	2214	559	66	1088	1299	243	407	317	1791	1164	130	1258	609	1830	162	8317	2546	2323	900	377	1067	3075	201	594	9522	627	635	2736	6356	15768	452	4482	2125	2071	310	1765	1533	3097	676	18864	54709	1133	1811	354	1046	729	743	1302	1220	1096	589	372	230	1032	4277	677	2257	1091	713	544	212	1924	844	912	1179	1506	825	2544	696	2290	1556	210	528	751	290	1264	538	3775	918	1888	1547	397	399	666	598	306	632	7471	765	584	355	231	327	77	590	537	251	6309	1822	1181	312	95	492	1089	183	358	437	24664	18212	13931	723	11234	1771
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_massiliensis	151052	24565	545766	948552	163495	44055	17103	307167	25118	31729	73174	20639	87484	43693	11070	378723	78012	15176	97402	3617	101966	19626	5568	51134	11845	435	61208	7653	3014	15951	766341	468365	609830	69645	15464	63634	15516	39899	185241	679293	23961	53264	27398	119009	1204166	21582	39466	321324	48435	32815	238937	84059	1554	78187	529234	341658	154255	281335	92513	342406	56004	214665	28728	186899	41538	1438	40075	64785	43877	126333	233828	404021	139559	9506	5242	3709	11948	148230	146311	287592	78201	117530	22845	72568	335150	29174	14171	29582	277496	27834	92222	35539	525416	164019	4757	5434	249462	167148	26958	41882	139815	109749	290816	23800	45666	2525	129450	56544	1878	25212	12767	19578	38871	157526	222193	86100	39956	5549	49560	5132	71060	173979	816961	767164	121317	61833	545463	960292
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_obeum	47969	8406	87245	290220	40146	16162	37984	398	349	39679	14305	6321	25322	6085	195	494953	22757	1292	32325	578	5431	54130	3061	13791	33387	493	65856	4353	374154	1207	69328	16044	24426	7518	520	19128	71759	9475	69560	22510	7711	9922	11186	36703	32930	11296	6953	203327	684	3714	40682	8583	248	464	21778	19373	29898	10596	3616	103649	29357	9757	12551	14377	8942	69563	189579	18321	7888	175023	8494	12938	167041	1661	15708	212	8081	11582	14884	25618	11416	46355	9909	18330	9931	31617	2680	10899	10635	2606	7124	13045	122135	149560	1215	75949	17625	80925	347	5445	1115	16397	6238	9807	7277	1522	1015	9202	2360	27905	13095	2015	66335	54392	23159	17813	12152	232	8466	310	49830	9515	70759	38784	859278	15498	192307	9624
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_obeum_B	297451	4943	35131	52693	11463	46602	93924	4972	24226	79769	13626	37813	19994	11745	20997	1694648	66734	4209	115177	45617	10462	38557	35938	71951	160025	123425	106897	70289	929341	1113	103770	141715	175839	35222	47521	39174	327284	52673	51415	117241	4014	41862	71742	473974	49975	93547	5874	58938	176137	102230	89873	19189	419096	37310	39363	31530	9557	127772	33381	32474	46892	20939	41624	14728	30899	420007	91685	9784	47520	483176	24579	103229	180637	81017	80243	15000	655886	16391	58285	207825	7412	65745	42064	62285	43624	31226	28349	36791	12633	16020	15012	9673	235425	19660	65790	390842	142907	175721	51693	27139	16507	102032	978819	50773	77322	18296	16210	5292	12850	209761	60554	8104	106617	239147	10908	13088	14981	52828	62543	47481	37694	12537	274677	50764	621026	53193	292428	25384
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_schinkii	1299	262	829	4276	766	585	442	153	155	314	478	373	341	1633	156	3905	1058	200	441	132	544	355	98	838	181	11	749	186	673	115	211358	3453	3526	340	89	992	593	657	802	4930	205	1052	2022	1176	1852	335	409	1830	1300	298	2221	1451	429	10048	2355	1520	559	1242	94	1156	1133	1098	294	671	337	192	324	1450	302	1734	755	1139	1281	619	164	93	3961	760	635	478	9585	745	212	1047	1920	960	411	383	2956	391	581	343	4025	1973	1050	693	1900	2291	357	314	416	340	1598	231	166	233	427	116	454	400	347	714	530	1792	649	645	315	44	654	146	962	1192	3349	6641	1423	331	2986	5025
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp000285855	3375	398	6106	12744	475	439	744	113	333	571	648	613	444	527	1141	2708	700	241	55400	1149	345	2162	266	787	1224	2559	11234	2188	7966	809	12747	3194	10506	627	1325	888	2357	1583	2655	10953	1234	1843	1386	4399	4352	1072	491	1485	2241	916	1001	848	2471	892	2859	2620	8345	3501	1303	525	1606	920	2413	456	667	1097	603	622	875	26202	1605	1827	6537	2288	869	279	4376	747	1652	1076	1344	2545	617	4042	2125	1117	528	333	2888	236	996	727	2823	880	7493	9620	1995	682	1649	2597	2192	1987	7458	49	535	1864	4866	215	68	739	2621	503	716	18180	8619	875	509	2646	2816	1224	417	1163	9992	1716	14388	5853	13789	3011
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp000436615	35203	2347	6965	8515	1909	16601	3998	126	370	1899	10198	945	2293	375	283	2969	27722	754	773	133	3026	3523	237	1214	6041	2480	7334	5919	2950	290	304200	8842	11271	1449	315	2564	11441	625	1144	4189	344	2833	1072	1121	2450	4357	313	9114	503	11357	8699	12653	900	80415	72762	3272	2095	1464	1013	1103	1414	1505	8634	2182	548	237	875	932	1217	32785	4179	1635	4967	558	3636	1190	538	39415	5943	571	3301	20772	2142	15694	89267	1574	2217	1633	80957	9803	1555	1476	54110	3271	870	1136	41485	11101	346	858	17022	3450	1450	2128	604	350	532	616	201	3332	670	1950	580	1115	1697	437	178	248	2693	886	73796	1336	7480	51437	16366	1176	30450	872
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp003471165	47449	1232	57981	1160500	9051	23566	3681	158	6173	4826	3155	3400	4187	27286	3589	19788	40317	13342	14059	3414	1255	38089	1890	28068	3253	306613	11167	18707	741468	5828	56042	8351	26318	6540	50377	16470	9159	4708	26156	330213	574	103933	45310	19284	10765	4712	13477	34907	9596	107801	1292	9290	10231	14177	16441	15078	5925	84628	218820	21045	7074	5146	3197	5291	3275	16200	2994	1593	1488	33482	4432	5726	6442	6499	6190	2461	730257	2071	33006	11527	12007	17137	1510	2281	66383	8687	4144	2580	3664	2157	2594	1045	24357	8546	19071	25063	14154	10000	44201	3951	24454	46603	114681	202	5935	1352	30481	12205	1694	2872	2464	587	4487	5273	8678	4642	4474	147956	4214	96653	1098	10660	26115	9850	92584	5776	33209	21882
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp003474435	1004	111	2402	19561	795	519	174	1234	115	339	521	9422	524	997	15	3519	822	196	151	125	396	162	66	225	106	181	665	234	928	167	30889	1841	2029	376	244	368	598	505	944	1974	343	1764	481	11322	1959	415	176	1057	259	58	1401	21267	62	2184	1826	1703	582	1747	235	1076	684	8225	221	1347	279	355	342	422	648	1240	1095	780	826	760	834	21	12099	464	752	1752	1820	437	329	10456	2728	413	177	655	1634	220	8925	366	2933	558	22	876	1437	2242	164	354	1094	383	183	158	1191	141	304	329	146	187	3968	271	427	40991	559	644	258	540	269	294	606	1096	27679	4778	572	356	3206	4031
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp003477525	11928	399	1437	15046	527	1474	1079	113	837	575	904	2192	2366	2259	607	4247	2146	745	2657	1328	351	7589	249	3585	3259	6362	2483	1289	14029	2481	15534	5671	14430	2408	1482	1811	7329	619	1236	15510	281	1773	15746	6849	13992	1350	1025	10292	2807	2088	3778	438	1433	1605	4027	1185	2461	3560	4474	1094	1069	2989	1422	630	429	2848	601	771	1290	7296	5866	2248	2577	1251	17782	425	15330	1070	1875	4348	27605	3034	743	1257	4858	2193	1149	1531	678	88323	690	1376	3260	12724	9249	3269	8539	1186	2874	360	4846	5127	10124	166	534	1777	926	1263	158	881	662	128	2492	2204	2791	444	2660	2504	3973	2020	678	2565	10586	83502	7721	1658	14520	3671
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900066145	22795	18805	1865	36834	3913	787	8408	373935	1393	1527	2484	6229	1574	13676	441	2610	1516	2825	2553	38	588	501	1795	1128	697	8129	52259	1649	9326	12300	25928	3820	9329	7007	708	5443	5474	2101	1716	6823	1174	3165	4305	2198	21991	2652	18172	15759	2390	1544	6314	2398	4159	29386	28802	19671	426	9484	1036	927	2069	10120	76761	3080	2935	13289	5853	1621	1073	69652	5976	2685	51501	3086	12782	870	8695	3002	2020	846	3481	4695	4999	1881	3933	11902	1307	4518	750	3473	9197	2620	5825	10274	59	1253	7607	1200	1585	2510	950	51001	6255	633	306	26389	929	2367	249	1446	1406	908	7023	481	287	413	1923	817	2722	3063	3087	2100	11611	88434	28098	1124	7082	5089
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900066205	417	27	874	1462	432	129	29	125	40	93	168	271	113	270	50	825	267	63	293	38	207	52	166	161	27	15	182	159	109	37	2503	599	1255	98	20	203	259	167	340	1066	148	201	143	426	898	106	748	500	77	154	797	408	37	270	966	920	204	1762	1171	3175	143	520	49	278	690	83	90	125	14463	278	355	338	272	136	73	18	150	178	23507	56561	261	272	447	209	573	1306	115	66	378	161	74	97	962	191	108	87	731	724	103	105	190	376	53	114	37	1096	173	41	316	181	477	257	298	408	217	170	125	40	95	26	195	342	738	1136	261	198	779	1804
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900066335	433	39	2159	1335	521	142	162	315	28	161	175	3900	126	131	14	1153	224	27	90	0	280	76	15	112	43	27	226	54	300	51	2479	453	1429	49	43	294	39	145	285	685	2869	138	52	196	2132	64	71	981	25	27	474	206	21	150	1062	1386	216	21997	29233	701	143	758	98	470	179	42	230	146	1994	381	540	802	196	40	934	0	715	177	2241	7338	643	235	6120	464	1457	21743	74	87	424	42	154	142	2124	326	202	269	799	790	53	103	584	352	81	50	31	33	223	70	3248	2535	15746	4806	3567	124	196	148	99	50	83	0	362	488	3651	1923	1687	164	1203	2270
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900066505	5121	276	6097	8372	641	897	730	210	63	345	1055	474	790	802	44	2322	1375	244	237	424	89	246	379	519	217	393	2527	3395	1189	196	1732	3193	1770	786	208	998	705	1170	1734	423	471	641	889	4088	1526	760	606	2463	163	198	1095	270	121	824	2193	4921	157	6779	89	4691	344	1134	1475	306	426	1836	1713	1427	752	4892	585	1169	476	121	5614	157	5651	1346	5399	622	258	1833	569	2271	4925	378	1017	658	1569	2868	369	318	396	642	78	526	1604	490	831	5009	976	7032	868	604	118	642	639	1358	28	16505	1347	953	1215	5860	170	1053	1837	590	699	367	709	314	2325	3383	2357	714	4060	447
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900120195	5662	1067	3761	24548	1609	584	2859	79	163	469	706	989	1751	965	126	4216	969	71	375	14	528	183	638	272	441	325	5512	2114	6210	28	27590	1147	2481	2164	2857	3240	577	3797	3803	3157	326	3694	2668	46593	754	613	877	4537	1024	161	15205	1643	175	115	1163	5269	756	3273	352	2382	483	2180	2183	3049	1022	190	7155	1403	2500	14311	3519	3272	17344	234	14350	498	1382	1374	226	2514	445	6198	1243	778	906	1259	1322	1831	1240	484	538	210	3523	2980	491	58	15513	5718	360	253	12665	1039	194	269	491	4779	180	213	776	8644	6421	3675	517	43285	562	279	220	135	952	251	10536	699	43401	3966	60167	6510	4616	929
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900540785	0	0	0	10	0	0	19	0	73	55	0	0	0	0	128	340	0	114	21	0	0	10	45	31	172	507	0	0	2651	27	40	31	54	35	19	0	0	30	0	835	0	38	12	0	0	0	0	16	2718	43	21	0	178	35	16	0	0	0	0	0	47	0	0	0	0	11	0	13	65	14	0	10	25	0	0	194	1279	0	25	0	0	0	12	0	0	17	101	0	46	0	22	0	26	0	655	15	11	105	263	145	0	12	37	180	0	0	36	0	0	0	0	0	18	0	0	23	14	0	33	174	46	78	51	44	18	0	70	200
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900541345	33	325	64	37	39	114	108	12	475	114	74	158	19	910	0	0	216	58	135	33	53	176	98	12	590	70	53	77	16	220	490	280	205	32	271	31	348	0	424	205	74	78	1094	24	1982	60	54	214	514	0	147	29	0	0	20	128	33	285	29	38	303	144	54	24	107	1534	130	1777	70	40	41	604	325	1750	85	495	4654	90	297	31	0	198	57	51	813	303	190	49	88	59	0	117	187	76	60	0	12	114	62	693	49	111	242	0	15	29	45	13	22	75	20	0	57	84	21	14	21	22	98	3843	440	34	482	213	21	41	86	252
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900541985	4045	40	378	553	34	85	108	240	170	23	0	176	23	138	127	1683	114	16	102	0	149	51	17	155	17	478	65	159	73	83	669	337	119	58	57	164	109	65	89	622	21	488	349	186	312	41	252	324	128	18	142	52	499	167	94	112	78	146	21	50	21	53	1032	86	33	244	54	56	86	79	30	57	135	64	197	2360	222	182	310	261	163	101	39	95	70	823	34	48	274	93	1092	101	1408	1013	542	183	80	79	165	53	35	131	281	65	43	23	62	69	31	125	447	25	43	240	50	16	23	335	214	333	306	102	150	633	389	102	497	544
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900542045	42	0	66	0	15	50	423	77	19	0	0	0	44	41	0	25	65	0	0	0	0	0	0	0	132	0	45	2176	16	57	0	0	0	0	0	0	908	27	54	0	0	659	0	460	40	34	0	18	0	0	69	0	0	62	71	0	0	0	14	334	152	0	15	455	0	11	0	24	0	42	34	0	537	0	0	23	0	49	23	13	0	411	72	0	0	0	11	10	33	0	0	0	61	0	0	30	0	48	42	429	16	0	389	60	0	23	22	0	104	183	0	0	0	116	0	27	182	38	18	0	0	16	12	20	6408	47	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900547615	0	12	0	0	0	0	37	0	544	17	0	27	0	12	0	68	0	0	0	0	0	0	84	0	1034	10	18	95	23	0	0	0	26	0	25	0	82	0	0	20	0	401	0	58	11	0	0	13	162	0	0	0	0	0	71	0	0	18	0	18	0	0	0	0	0	23	0	0	28	0	16	0	16	0	0	0	43	0	15	156	0	0	0	0	0	10	48	0	0	0	0	0	51	0	0	20	15	172	97	0	13	0	154	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	21	20	19	0	0	25	60	0	100	111
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900548245	893	87	1183	1320	379	375	145	86	31	152	671	174	776	2394	10	1304	727	78	162	31	144	128	16	977	230	60	522	4318	4656	25	31894	429	329	151	69	117	4690	1232	284	592	194	133	629	642	4778	283	1393	727	197	114	724	227	104	1567	11123	293	69	26262	44	293	1566	1356	183	173	255	189	1006	2218	622	1399	302	3378	48573	81	27388	177	294	657	328	260	507	410	483	483	1042	189	38	276	6671	235	195	162	1254	1624	183	233	968	191	361	29	307	690	421	53	130	91	96	198	41	165	1360	110	5526	504	59	137	24	0	224	116	1491	110	2841	408038	5397	3232	1092	297
