	ERR2726405	ERR2726406	ERR2726407	ERR2726408	ERR2726409	ERR2726410	ERR2726415	ERR2726419	ERR2726420	ERR2726421	ERR2726422	ERR2726423	ERR2726427	ERR2726428	ERR2726432	ERR2726433	ERR2726434	ERR2726435	ERR2726436	ERR2726437	ERR2726443	ERR2726444	ERR2726446	ERR2726448	ERR2726453	ERR2726463	ERR2726476	ERR2726480	ERR2726484	ERR2726488	ERR2726489	ERR2726494	ERR2726501	ERR2726503	ERR2726507	ERR2726513	ERR2726522	ERR2726527
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UBA11512|s__UBA11512_sp003522145	0	82	0	6016	0	0	3109	0	505	0	0	11	360	0	40	6863	52	0	17	16390	13	12	1555	0	0	0	0	0	33	33	0	11	0	37	108	0	283	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UBA1740|s__MGYG000000352	0	0	0	251	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UBA1740|s__MGYG000003840	817	294	190	60	12	18	195	85	2161	228	0	0	96	393	290	79	169	1799	1181	0	317	20	47	0	235	0	489	16	0	641	0	157	41	18	388	85	59	79
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UBA1740|s__MGYG000004722	16	23	68	24	11	0	10	86	0	34	0	20	45	18	19	18	17	14	14	51	30	13	26	25	11	0	19	25	14	0	0	16	0	53	0	0	47	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UBA1740|s__UBA1740_sp004558975	0	0	0	18	0	0	134	0	0	0	16	0	0	0	0	0	0	12	0	14	0	1374	0	0	0	0	0	0	0	0	0	44	0	19	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UBA1740|s__UBA1740_sp900767415	0	0	0	15	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS1002|s__UMGS1002_sp900547565	0	55	14	14	0	0	16	230	61	24	0	42	658	0	0	37	207	0	10	28	49	21	0	0	0	0	0	109	31	23	108	69	0	39	0	0	0	19
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS1225|s__UMGS1225_sp900549725	37	54	0	100	0	0	18771	12	50	0	0	765	34	0	90	6610	0	224	20	338	12	19	42	0	0	0	0	0	109	137	0	42	0	128	91	0	69	30
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS1312|s__MGYG000002245	0	0	0	0	0	0	20	0	0	0	0	0	442	0	0	13	0	10	0	0	13	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS1312|s__UMGS1312_sp900550625	2031	79	11	4971	0	0	397	114	5470	18	0	435	46	0	3357	20268	0	571	760	12295	4239	297	439	0	0	77	0	129	498	18	25	118	0	11	1214	0	10795	11
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS1696|s__MGYG000004436	142	0	0	1484	0	0	361	25	20	0	0	0	39	0	21	14	0	0	36	70	0	19	29	0	0	0	0	0	0	26	0	343	0	0	33	0	0	13
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS1696|s__UMGS1696_sp900554225	18251	49	0	160	0	0	103	66	1770	0	0	0	0	16	108	49	0	0	20	1093	68	2896	2309	0	0	0	0	0	64	59	0	10675	0	47	2825	0	15	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS1696|s__UMGS1696_sp900753285	9463	1852	0	4309	0	0	2960	4038	834	0	12	13	174226	46	65	13804	0	0	17344	1856	2172	38	1634	0	0	0	0	66	0	0	26	11752	0	17	538	0	3522	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS1696|s__UMGS1696_sp900763885	363	84	0	177	0	0	1610	49	31	0	0	0	36	0	158	27	66	0	55	43	10	82	150	0	16	147	0	0	0	0	0	236	0	0	58	0	18	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS1815|s__MGYG000004024	10	0	0	35	0	0	16	0	0	52	117	0	66	0	0	2315	0	43	0	48	0	0	95	0	47	0	15	28	0	52	29	29	0	0	0	0	63	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS1815|s__MGYG000004035	138	323	114	262	706	104	20	86	77	669	22	2045	299	55	692	114	499	202	304	121	171	136	81	0	18	275	94	274	104	230	83	133	71	131	45	0	73	427
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS1815|s__UMGS1815_sp900555345	0	360	0	1533	0	0	0	0	610	0	0	0	0	0	0	0	0	0	0	806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS1865|s__MGYG000000440	0	0	0	38	0	0	689	34	66	0	0	37	3381	0	0	188	0	0	0	199	0	0	199	0	0	0	0	0	0	0	0	423	0	47	300	0	133	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS1865|s__MGYG000001821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS1865|s__UMGS1865_sp900547725	147	181	0	1196	0	0	1302	187	69	15	11	45	83098	0	68	604	0	17	3370	4281	0	20	3060	0	0	0	0	0	0	0	0	2723	11	66	8915	0	63	135
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS1865|s__UMGS1865_sp900555785	0	0	0	157	0	0	1919	0	182	0	0	0	14595	0	216	2547	0	15	0	1194	0	0	623	0	0	0	0	0	0	0	0	563	0	0	1562	0	48	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS1865|s__UMGS1865_sp900768535	0	57	0	70	0	0	25948	15	24	0	11	63	229	26	0	443	0	0	0	67	0	106	10	0	0	0	0	0	0	0	0	125	0	0	27	0	26	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS2055|s__UMGS2055_sp900557635	46	32	17	97	228	0	0	156	6238	13	34	22	0	99	11	30	12	0	13	94	12	0	32	0	21	0	0	42	0	0	48	16	0	0	23	0	47	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS731|s__UMGS731_sp900544985	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	8435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS874|s__UMGS874_sp900546315	14895	1144	82	1852	24	0	20	14466	4377	0	49	0	14443	0	4919	5610	0	9495	11924	1222	311	2589	1820	0	0	0	0	0	0	0	308	4790	0	0	3593	29	1407	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS902|s__MGYG000000516	64	30	0	37	0	0	39	598	87	291	42	65	1038	0	292	127	0	20	56	80	133	28	719	0	0	19	0	446	0	0	0	402	0	27	18	0	135	24
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS902|s__MGYG000003839	20	94	0	12	0	11	140	134	59	0	11	90	19	0	0	25	0	70	0	14	90	38	0	0	0	0	0	131	0	18	0	1253	0	0	0	0	72	30
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS902|s__MGYG000004098	65	143	16	191	77	168	302	310	70	125	37	55	406	14	320	339	51	36	103	106	151	90	41	0	0	47	21	154	13	126	52	259	0	39	22	0	114	29
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS902|s__UMGS902_sp003343845	33	14	0	59	0	0	34	176	2776	0	0	0	60	0	86	5861	0	26	57	0	15	16	357	0	0	0	0	0	0	0	0	20	0	0	1152	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS902|s__UMGS902_sp900546635	11	0	55	71	17	13	31	0	0	55	0	101	65	0	0	53	22	20	11	121	0	33	13	48	0	18	17	47	0	0	0	90	0	0	30	0	0	55
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS902|s__UMGS902_sp900761025	33	160	0	103	43	0	2956	333	393	57	24	30	839	0	38	856	0	478	240	1141	122	25	28987	0	0	492	0	271	55	38	0	2536	24	68	162	0	188	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS911|s__MGYG000000386	13	210	290	19	93	29	107	2101	157	46	23	8015	28	40	14	23	41	407	1283	96	181	0	86	0	0	20	12	3096	15	145	269	52	0	0	0	0	45	67
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS911|s__MGYG000004030	0	0	0	36	0	0	57	0	0	0	0	0	527	0	0	65	0	0	0	221	499	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	17	17
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS911|s__MGYG000004353	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	2271	0	196	0	0	0	0	0	17	119	0	21	0	0	0	0	0	12
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS911|s__UMGS911_sp003343545	44	4514	0	768	32	0	44	0	74	1424	129	23	55355	15	1277	142	2109	62	102	65	11	429	530	0	0	14	0	41	0	42	0	48	0	19	0	0	608	3936
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS911|s__UMGS911_sp900545935	10504	31	10	1384	0	0	49	25	0	31	76	15	0	0	709	31744	0	47	10	5076	0	2014	0	20	0	0	0	11	0	0	0	2952	31	26429	71	0	572	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS911|s__UMGS911_sp900546695	180	44	0	0	0	0	236	0	0	143	0	66	428	0	0	538	32	0	10	104	12	25	51	0	0	98	0	61	109	0	0	138	15	483	12110	0	111	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-382|g__SFLA01|s__SFLA01_sp004553575	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	63	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-382|g__UBA1206|s__MGYG000003207	150	3637	1798	1072	173	0	1447	1523	603	162	230	528	480	0	805	629	5857	1385	212	26722	733	513	639	0	0	337	0	749	0	76	4850	5474	1208	97	386	565	167	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-382|g__UBA1206|s__UBA1206_sp000433115	0	73	0	182	27	0	23002	16	32	0	0	128	546	17	91	15317	0	0	0	145	72	0	27	0	0	0	0	41	0	0	0	71	0	0	1883	0	101	30
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-382|g__UBA1752|s__UBA1752_sp900554405	12	0	0	16	0	0	1528	0	11	0	0	24	24	0	20	55	0	31	25	85	0	0	2707	0	0	0	0	0	0	0	0	27	0	0	0	0	34	41
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-382|g__UCG-010|s__MGYG000004125	425	162	0	62	0	0	316	846	65	89	0	21660	32	0	693	262	29	0	62	21	262	206	52	0	0	19	20	10415	2846	11	19	365	0	0	12	0	9371	6288
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-382|g__UCG-010|s__UCG-010_sp003150215	15	24	15	16719	0	0	0	87101	3859	5634	31	2081	0	0	13	51	83	0	0	65	0	15	0	0	0	1117	0	477	783	3373	3410	23491	0	21	0	0	1731	186
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-382|g__UCG-010|s__UCG-010_sp900754535	0	0	0	0	0	0	169	105	0	0	0	11	166	0	0	545	0	32	0	253	0	18	0	0	0	0	0	127	0	0	0	258	0	0	0	0	29	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-382|g__UMGS1052|s__UMGS1052_sp900548115	0	56	0	223	0	0	1144	0	220	48	0	0	26	0	57	515	221	33	45	416	0	46	2819	0	0	82	0	17	10	164	67	27	19	0	35	0	0	36
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-382|g__UMGS1307|s__UMGS1307_sp900550505	30	48	170	77	143	102	80	16	104	103	94	53	33	363	24	57	0	14	63	57	30	73	16	384	23	180	64	0	17	43	0	29	20	0	10	99	20	20
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-382|g__UMGS1387|s__MGYG000000481	49	22	0	0	94	0	0	66	0	0	0	0	0	0	0	10	0	0	0	64	0	0	224	0	0	0	0	70	0	0	0	34	17	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-382|g__UMGS1387|s__UMGS1387_sp900551295	0	0	0	15	0	0	0	0	17	0	0	0	44	0	10	77	0	11	20	2007	0	46	2630	0	0	0	0	0	0	0	18	12	0	0	19	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-382|g__UMGS882|s__MGYG000004231	242	0	0	213	27	0	15	12	293	0	14	0	141	10	0	72	0	10	0	18	13	45	21	0	0	18	38	0	58	17	0	0	0	0	18	0	0	99
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-382|g__UMGS882|s__UMGS882_sp003343885	165	241	113	487	32	96	161	161	258	1850	244	4878	1935	77	1297	387	799	358	605	101	898	518	455	0	1586	461	30	3069	416	1035	312	2308	46	61	23	15	229	753
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-382|g__UMGS882|s__UMGS882_sp900546385	323	10	0	13	25	0	403	12	435	0	40	0	27	0	77	1387	0	32	0	212	0	0	1343	0	0	0	0	52	0	0	0	0	0	0	1297	0	0	1951
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-382|g__UMGS882|s__UMGS882_sp900757905	28524	0	0	226	0	0	0	0	10	0	1477	0	7523	0	3639	48	24	1520	0	32	0	1220	18	0	0	0	0	0	0	23	0	15	0	0	13	0	0	23
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__An92|s__An92_sp900199495	0	0	0	0	0	151	0	403	0	0	298	0	271	498	0	0	36	0	0	0	65	0	0	0	0	0	0	29	0	0	74	0	0	0	0	0	0	13
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__An92|s__MGYG000002035	0	0	0	11	0	51	0	105	0	48	83	0	130	164	0	0	14	0	0	0	27	0	0	0	0	0	0	0	0	0	27	0	0	0	0	230	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-103|s__CAG-103_sp000432375	88947	586	0	454	123	111	1762	7331	449	71	278	1057	400	89	29373	320	122983	598	162838	657	737	422	6833	0	5562	407	5339	1766	153	755	1982	706	14757	99	1571	25	19985	332
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-103|s__CAG-103_sp004556965	10	0	0	17	0	0	26	344	0	42	0	125	141	15	0	132	45	0	85	35	86	20	0	17	10	10	0	0	0	0	74	33	0	0	0	0	31	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-103|s__CAG-103_sp900317855	1099	669	216	540	124	34	987	190	140	38	1406	3461	65	44	797	1326	367	4540	1907	110	4077	418	2034	0	96	21	134	82	375	21469	63	765	314	379	1716	0	332	861
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-103|s__CAG-103_sp900543625	92754	74508	773	64889	56	64	55927	19021	12288	200	41029	5664	10941	0	32086	39394	95640	58739	158823	1785	32275	34816	16162	168	6351	0	5845	53	148	33645	1811	62331	18734	3042	333100	0	20756	92789
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-103|s__CAG-103_sp900757655	693	1577	42	346	313	24	403	6607	1046	85	23685	516	275	43	403	352	1169	461	1893	649	2191	357	225	0	125	101	44	494	1112	652	18	423	348	753	34105	0	819	1840
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-103|s__MGYG000002753	416	168	114	116	71	0	358	314	62	15	82	40	276	10	149	277	78	256	471	35	174	239	55	130	42	0	80	107	77	160	29	592	29	45	219	14	368	51
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp000434635	16973	191256	86	2306	249	1295	2540	7882	11864	4905	372	23068	38	45	42024	83163	38268	291	2481	18071	137	73176	1768	10	32	37	39	33	52	32	0	91355	278	93	305	0	50208	57
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp000435995	17459	19648	0	16606	62	0	123	2423	4551	0	0	10296	173080	29	38	4267	49	128	8799	0	0	8331	0	0	0	314	22	11837	0	9794	43900	10	104	0	14	52	15114	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp003525905	67069	206055	222	31227	1515	14890	112468	419088	4512	112444	185243	6112	115635	18	97859	139404	88499	39343	138452	5232	34826	54375	7165	145	418	32463	3426	194031	84284	39839	58717	64692	5034	25444	3729	0	227604	121682
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900540635	13483	286	16	47	14	16	212	85	29	48	77	70	150	0	172	5639	92	48	71	133	27	171	1306	0	0	0	111	22	264	0	90	222	15	36	40	0	187	24
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900544405	363	38	0	189	0	128	238	28	1092	85	1665	1695	0	10	59	505	539	34409	295	380	0	5825	1231	0	0	29	695	169	346	110	208	15359	312	0	833	22	696	532
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900544705	693	2520	256	3410	0	41	12383	8428	324	8241	334	27211	57519	0	8086	19897	3150	2426	4755	16157	93	2619	3042	0	0	413	130	798	295	679	4563	14905	238	552	11997	0	9512	194
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900544945	642	2578	115	570	69	129	546	679	406	477	320	200	358	306	2134	2432	576	268	3385	1225	181	670	2098	44	756	220	66	600	57	151	374	1076	155	285	2477	0	946	68
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900544975	90	162	26	386	0	16	85	40	49	255	113	202	1603	25	145	159	32	49	77	79	29	67	19	0	77	17	66	135	21	66	133	108	14	12	26	0	136	78
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900546075	743	12424	36	1504	32	0	3753	384	1418	538	1485	1523	23	0	3587	134486	1829	66	3760	1611	140	4229	1254	0	0	233	409	398	0	238	0	13000	12	25	2538	0	12879	67
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900546415	31	0	0	83	11	40	28	0	11	86	122	0	0	0	40	60	0	34	99	9907	0	26	1344	0	0	0	18	145	45	56	33	52	0	26	82	0	179	109
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900546915	0	12	42	70	47	0	19	164	0	210	18	64	119	0	322	12	54	68	30	21	11	20	18	0	0	0	0	65	121	11	27	15	11	13746	0	37	66	12415
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900547405	51	82	23	148	55	21	74	16	73	15	47	38	10	10	186	984	111	48	91	40	47	70	1825	0	31	0	14	15	0	77	0	18	35	10	23	0	47	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900548795	0	1108	0	0	0	20	21	47	155	237	91	0	20	73	128	6682	0	22	96	3077	0	323	282	0	0	0	0	87	29	15	34	239	0	33	225	0	201	242
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900549495	14	42	0	22	0	0	207	186	35	10	0	36	10	0	141	117	11	10	28	13	0	0	25	0	0	11	0	43	0	0	0	35	0	56	26	0	58	17
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900549705	1907	492	0	25	14	0	41	102	5809	20	42	0	51	0	46	319	0	58	24	1111	19	184	24	0	0	0	0	26	0	55	0	67	0	33	19	0	114	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900551495	64	49	0	44	0	0	28	122	0	0	26	191	308	0	129	164	0	30	93	89	34	24	34	0	0	0	0	292	0	19	0	3580	0	0	47	0	202	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900553805	50	40	0	30	10	0	18154	60	21	22	43	28	0	0	134	34387	84	52	48	299	15	16	255	0	0	0	0	0	0	19	10	91	0	0	26	0	107	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900554625	260	281	152	222	84	0	354	143	94	314	120	2237	1210	13	228	579	373	183	279	563	79	147	84	11	18	110	32	83	411	90	72	384	52	101	199	0	834	480
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900554705	114	282	0	10	0	0	380	631	88	0	0	10	222	0	2323	200	0	298	39	90	118	111	33	0	0	92	0	2760	173	147	0	107	14	133	42	0	32	19
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900556935	32	0	22	33	0	0	36	51	15	45	10	21	50	0	20	139	0	70	31	0	23	46	35	50	0	0	0	0	27	0	63	112	0	0	17	0	34	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900752285	242	611	135	113	43	0	21	48	18	20	27	54	72	13	27	424	149	19	118	134	174	37	62	0	18	0	0	68	24	67	31	105	0	12	17	0	196	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900762005	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	136	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900762245	18	0	0	33	0	0	0	10	15	0	45	0	0	0	12	46	0	11	0	0	0	13	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900762935	6936	482	290	248	0	0	52	180	11	21	1637	57	13	0	513	35	62	35	39	38	2013	14	0	0	0	0	0	0	57	18	17	136	0	0	19	0	22	81
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900763965	740	6631	2220	1076	370	499	1224	507	841	425	1601	1731	477	630	3117	5355	2002	1159	1667	862	726	3311	467	21	656	86	613	145	293	250	35	3232	191	398	197	0	1928	66
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900769995	0	0	0	175	0	0	0	0	0	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900770015	11	0	0	98	2344	0	21	28	0	0	0	56	170	0	72	43	59	25	33	18	0	10	0	0	0	0	0	0	0	0	0	75	0	0	0	0	16	17
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__MGYG000000691	493	198	0	233	0	0	465	1346	81	49	98	256	4959	0	229	728	0	0	149	604	68	235	110	0	0	214	0	585	160	48	0	282	44	0	131	0	1658	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__MGYG000000710	54	88	0	68	0	0	1082	251	476	59	0	130	171	0	24	180	12	35	85	87	20	92	109	0	17	0	0	109	176	0	21	168	22	1571	166	0	97	33
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__MGYG000000736	31	59	0	54	0	13	324	162	60	262	67	279	1056	0	56	109	0	48	71	93	94	63	66	0	0	73	0	272	57	50	43	192	13	30	14	0	246	154
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__MGYG000001969	213	467	0	85	0	50	183	209	87	97	65	84	699	0	479	165	25	61	338	171	66	66	93	0	0	19	26	427	0	32	38	284	0	12	482	0	232	28
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__MGYG000002045	649	373	0	466	10	0	263	2313	116	175	396	212	1727	0	857	669	177	152	481	292	886	242	188	0	0	46	16	1236	57	96	52	871	31	52	295	0	1841	215
