	SRR6468500	SRR6468503	SRR6468508	SRR6468509	SRR6468512	SRR6468522	SRR6468523	SRR6468524	SRR6468528	SRR6468532	SRR6468538	SRR6468540	SRR6468543	SRR6468544	SRR6468545	SRR6468549	SRR6468550	SRR6468553	SRR6468562	SRR6468564	SRR6468567	SRR6468589	SRR6468597	SRR6468598	SRR6468600	SRR6468604	SRR6468605	SRR6468611	SRR6468613	SRR6468614	SRR6468617	SRR6468621	SRR6468622	SRR6468624	SRR6468626	SRR6468627	SRR6468628	SRR6468630	SRR6468631	SRR6468632	SRR6468633	SRR6468635	SRR6468636	SRR6468639	SRR6468643	SRR6468644	SRR6468647	SRR6468649	SRR6468654	SRR6468656	SRR6468657	SRR6468658	SRR6468660	SRR6468663	SRR6468664	SRR6468668	SRR6468673	SRR6468674	SRR6468678	SRR6468679	SRR6468680	SRR6468681	SRR6468684	SRR6468686	SRR6468687	SRR6468688	SRR6468689	SRR6468690	SRR6468693	SRR6468697	SRR6468698	SRR6468699	SRR6468704	SRR6468706	SRR6468709	SRR6468715	SRR6468716	SRR6468718
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__MGYG000000650	21	0	12	2742	0	16	0	0	0	0	12	11	22	0	11	22	0	0	0	50	17	0	18	60	18	0	15	34	36	0	70	507	0	0	1632	16	0	0	33	0	31	15	0	0	36	0	35	0	0	0	15	0	0	0	0	152	0	0	0	0	21	0	0	0	0	14	0	0	48	50	0	0	0	13764	20	0	38	16
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__MGYG000001954	270	81	441	45	289	441	510	149	78	555	101	4771	20	77	885	351	59	6875	0	551	705	0	70	156	2790	67	497	92	158	30	103	301	139	37	242	175	214	86	22	461	156	1061	5479	40	82	383	42	24	0	384	67	10	132	0	0	5258	240	234	305	164	99	52	124	1538	14	128	194	22	109	10	55	400	0	41	417	238	0	224
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_F|s__Eubacterium_F_sp000433735	71	1235	22	0	456	729	15	7754	26554	15	107	33	61	5045	214	17310	38	29	0	325	5681	0	52722	323	0	355	105	535	82	18021	91	1248	0	0	163	186	92048	449	32	46	219	95	1138	268	369	3156	4381	4788	10	63	25385	19	90	0	0	927	19172	88	23544	61	27	69	916	220	187	68	52	61	19	0	58	215	138	18	142	32	0	45
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_F|s__Eubacterium_F_sp000434115	35	256	263	0	104	63	51	193	3357	0	44	145	73	122	33	56	259	0	0	0	106	0	129	21	26	687	1421	3422	144	302	3366	7635	44	0	1772	224	158	419	41	30	294	358	19	41	27	547	853	98	0	66	3468	77	268	0	0	0	165	1565	162	41	0	166	0	343	68	64	1989	60	0	12	238	208	97	163	213	119	28	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_F|s__Eubacterium_F_sp003491505	88085	373	6116	116	165168	148761	12829	179872	2181	172	98036	109	2347	49451	128	2228	5718	68	0	403	36360	0	221278	5395	975	5528	2278	90356	60798	4184	1353	1620	1498	9113	64166	137901	114561	54738	130	27	0	308	379754	688	166	6405	40875	12248	1068	29614	67208	1080	88452	2698	1714	544	151838	578	25017	25468	285	17814	330	104199	600	9412	429	441	1186	50	15584	154700	474	276	10008	57398	34	168
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_F|s__Eubacterium_F_sp900539115	488	2001	4692	0	371	593	43	2552	63407	29	54	89	54	2251	55	93	5137	0	0	0	253	0	218	23	0	13363	36061	82707	21	314	90299	204574	62	0	36994	1233	343	131	0	55	32	87	1840	34	0	11637	17478	177	0	69	67855	35	106	0	299	0	1014	31713	683	89	0	16	67	881	24	67	39559	48	451	45	87	284	25	58	111	192	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_F|s__MGYG000004697	402	311	64	0	62	105	2350	143	571	87	58	75	580	154	2126	1009	187	56	0	89	1007	0	1192	393	158	1188	168	409	931	350	953	1932	1795	0	394	245	241	89	65	165	1171	1704	614	6749	15	384	222	555	0	58	784	534	680	47	0	0	277	2276	341	907	38	410	1020	215	79	185	200	0	216	24	969	73	803	280	483	0	529	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__Eubacterium_G_sp000432355	636	484	8117	118	283	3972	116	351	2850	65	1361	225	547	448	227	553	1874	13468	0	216	1435	0	1430	287	57	992	199	208	1245	438	833	312	871	14	485	6015	810	13	642	735	154	544	653	165	999	9968	1333	1436	0	98	224	152	1539	16	0	1410	1273	2269	3613	226	108	20379	7720	2754	221	13042	248	177	66	49	31	62	288	25	143	395	273	24
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__Eubacterium_G_sp000434315	375	669	46	83	75	211	104	32487	815	640	707	42	476	239	264	486	123	10346	0	10	117	0	1297	59	85	1841	45272	486	804	232	282	868	64	10	39	9041	875	187	21	120	3580	5122	793	67	166	990	2689	4228	0	625	4451	1684	3727	46	0	635	9571	153	7814	201	15	520	14	79	247	107	11566	45	115	456	42	346	78	12	3079	11912	59	25
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__Eubacterium_G_sp000435815	313	322	106	154	56	224	53	580	11289	1113	530	14	135	28	233	44954	45	37	0	21	299	0	142	149	0	104	80	513	344	39	141	309	33012	0	27068	29	1886	0	0	10	36	2222	515	0	21	153	331	2805	0	43	70	133	181	0	0	0	8646	300	127	90	113	444	119	66	62	49	81	21	50	124	19	1536	141	0	246	45	120	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__Eubacterium_G_sp900548465	606	1692	59	278	333	1267	512	1555	450	949	172	368	405	402	522	1935	71	340	0	231	17269	0	1404	251	858	194	1164	2363	685	1835	307	2989	1061	292	643	233	1209	595	1210	244	1047	3777	399	304	207	382	500	165	0	427	5876	399	500	0	0	1651	488	1051	687	1842	1558	569	789	194	782	55	1391	3272	719	1032	590	620	462	101	492	286	319	58
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__Eubacterium_G_sp900550135	135	1862	907	148	105	1898	1787	213	5623	719	395	41	884	133	2185	1284	132	80	14	22	813	0	1733	959	217	1263	280	4263	2103	2800	1957	2324	4566	28	451	7201	884	677	270	477	1293	4970	1646	4942	660	457	1656	1002	82	10092	1688	388	9103	16	0	13381	2938	2920	3949	807	14695	498	336	230	728	1745	2160	453	1712	4450	266	238	643	1857	1010	403	910	63
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__Eubacterium_G_ventriosum	21906	29254	38	17078	8024	18175	6856	320	10830	61113	21	100	13821	2893	20784	495	1181	293	0	0	1012	0	16760	2592	0	11111	2360	68354	32126	2543	17156	46881	168	0	166	379	27968	27	20	0	1200	241495	58067	40	101	11981	29555	7649	18	6706	186	17326	28224	24	27	28	28635	23846	11521	41112	694	405	22	22287	6183	107	24453	533	112	21	34	20492	3197	0	15355	9617	19156	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__MGYG000001032	1425	1575	388	0	545	1412	417	1241	1926	2484	99	0	700	245	1142	4171	211	0	0	339	2021	0	1011	8375	0	549	1099	3480	1622	395	922	2645	3015	0	2327	750	1663	57	145	99	0	12581	3851	505	95	0	2693	697	0	468	628	0	0	0	0	739	0	1366	0	1937	1039	531	0	1155	0	438	1505	0	40	67	0	0	0	0	1049	678	0	47
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_I|s__Eubacterium_I_ramulus	576	18969	8418	97	150	7305	6256	19845	3552	260	13130	633	20843	2711	101625	60254	9681	58875	0	690	64085	0	25052	1236	591	6446	8379	81790	65207	146148	11096	123927	15181	4336	476	5588	10367	1042	849	2007	167	3220	9275	15574	455	8228	51291	335	536	29855	14304	22135	8817	47	33896	10179	29809	28217	646	6004	360	1061	35002	153	9215	791	7829	80711	7129	233	139	273	10449	157496	911	189	11431	4379
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_I|s__Eubacterium_I_ramulus_A	32270	418	454	180	108	112	72	11912	1792	236	4727	799	308	98	773	1417	171	614	0	72	530	0	402	1219	17	198	1746	861	934	2635	933	818	5260	56	268	915	612	54	70259	7013	63	805	349	711	103	516	1152	8870	0	1843	7226	737	4087	36	0	60	1256	572	9718	111	212	287	421	197	8286	712	143	542	31	435	27	617	1076	978	1411	83	92	969
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_I|s__Eubacterium_I_sp900066595	88	194	78	51	18	38	49	156	56	61	15	33	251	41	220	552	11	321	0	602	52	0	102	156	338	124	41	130	54	281	86	101	166	245	172	100	85	44	0	339	220	715	222	306	143	75	62	68	0	199	433	47	125	0	47	107	11	219	50	196	16	491	78	24	63	10	88	220	3936	83	11	331	12	131	12	251	10	170
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_I|s__Eubacterium_I_sp900546495	1162	516	137	152	31	867	285	650	566	210	300	294	227	190	369	965	492	164	0	67	202	0	332	221	66	179	19187	636	750	12415	7318	534	374	279	317	1026	248	417	2254	98162	463	515	839	70	213	2271	7798	440	194	7106	407	7277	1762	1704	39	2125	13315	4940	539	233	170	102	416	463	337	312	944	527	128	202	209	145	247	702	29332	97	185	124
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_I|s__Eubacterium_I_sp900557275	326	2009	856	146	604	364	695	2463	782	221	1245	3970	1151	489	5043	2853	1860	58	0	513	2610	0	3102	1130	527	446	860	2449	1365	12646	545	3700	4223	551	3266	3491	1718	680	857	666	653	1820	414	831	112	1244	7509	1188	29	735	346	12086	701	21	38	812	2595	2044	1686	3907	542	1962	179	544	434	716	530	1863	696	2399	90	227	904	2128	8118	66	253	289
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_J|s__MGYG000000626	20	23	12	0	0	42	19	22	33	20	124	39	17	18	42	141	27	19	0	12	0	0	89	13	10	23	22	31	0	83	38	27	88	0	72	38	59	45	14	12	60	28	23	35	22	32	55	12	0	0	25	35	0	0	0	0	49	0	18	17	17	52	0	19	20	59	21	949	32	31	0	21	15	25	15	0	10	56
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Extibacter|s__Extibacter_hylemonae	0	199	0	0	0	80	439	0	23	12	0	0	0	0	0	19	0	0	0	21	206	0	94	0	0	97	598	0	13	0	60	0	0	0	2921	0	94	0	0	0	0	0	1326	0	16	0	0	0	0	62	356	0	0	0	0	0	0	501	0	137	4225	0	0	0	0	0	0	552	563	0	0	836	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Extibacter|s__Extibacter_muris	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	14	0	0	0	183	11	0	0	18	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	270	0	0	37	0	0	0	0	0	0	0	153	0	0	0	11	0	31	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Extibacter|s__Extibacter_sp001185345	30	0	31	62	118	166	855	43	342	28	0	0	208	0	26	0	312	0	0	217	129	0	22	0	0	495	314	607	0	0	354	0	394	1066	1503	54	73	37	30	53	0	50	171	0	312	252	367	31	0	180	119	0	74	0	0	0	25	32	134	35	113	47	16	52	248	0	16	0	0	0	0	76	0	0	46	97	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_phoceensis	456	672	685	165	129	260	1157	223	350	214	394	13239	141	59	262	16960	565	69	0	3000	2779	25	1025	2318	584	124	662	530	766	977	224	695	531	262516	160	327	852	588	551	558	299	411	430	664	68202	252	239	115	975	468	107	627	8078	20863	5755	1604	228	1117	1017	343	1337	975	55805	342	225	534	703	5555928	8343	77112	23273	180	85	169	426	7196	304	549
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_sp000209385	12	14	0	38	14	27	285	0	38	21	0	10	0	114	155	530	0	13	0	145	130	0	12	351	424	113	25	79	127	10	15	24	22	672	286	100	14	0	69	3762	25	899	10	23	207	93	17	31	97	10	0	29	34	2179	1314	1456	75	12	118	22	105	61	125	0	20	16	83	63	874	18	0	17	23	412	49	58	0	184
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_sp900546325	129	549	62	281	295	43	65	145	519	1015	55	77	251	116	1035	1807	163	71	0	1541	395	34	279	2740	227	41	1327	40	76	285	123	12	12	2347	765	232	78	21	1815	3352	93	178	284	531	859	26	48	86	14912	82	58	56	41	4428	24899	3211	82	273	505	152	294	2935	537	0	326	60	115	818	970	737	75	84	15	1172	215	67	10	98
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_sp900550235	1438	465	149	87	94	251	130	209	98	331	63	651	234	165	1516	6289	141	145	0	331	402	26	377	6342	559	160	361	504	517	210	93	535	233	83	406	312	225	210	1362	214	147	3354	4153	331	747	185	161	25	298	363	186	121	150	661	1067	4832	253	171	433	122	1823	1154	202	158	49	217	193	534	559	125	158	95	105	464	153	57	27	51
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_sp900551895	14	0	0	0	103	25	21	71	21	0	0	0	14	14	596	802	0	0	0	421	41	0	0	857	104	0	38	0	17	18	0	17	56	201	12	18	15	28	128	32	17	36	10	14	54	0	14	0	35	0	0	20	0	32	0	107	11	0	145	10	51	1468	0	0	0	0	628	29	127	24	17	254	10	22	22	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_sp900555395	75	53	0	0	0	0	15	10	0	13	15	0	14	0	0	89	0	0	0	71	18	0	10	264	0	0	0	0	0	0	0	15	21	1235	23	15	0	113	18	10	0	26	10	38	41	23	0	0	0	0	0	0	0	251	40	706	0	0	0	0	70	0	0	0	22	0	18	14	25	97	0	0	0	19	11	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_umbilicata	71	37	60	317	31	114	99	28	38	191	29	129	39	50	148	185388	46	28	0	14038	175	2762	34	1089	821	37	176	181	178	213	117	76	59	494	88	95	39	193	862	12051	100	652	272	19	9890	19	52	22	1526063	22	31	21	231	465655	941931	264926	73	57	19	33	13691	15913	224	15	99	210	1712	586	33905	11431	2516	106	18	128	74	79	37	7889
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__MGYG000001566	2107	971	100	0	283	216	1013	732	142	194	125	189	673	63	801	616	248	27	0	317	287	0	364	492	190	230	21	323	151	941	387	1693	1196	285	170	155	337	142	49	377	206	1388	194	2783	22	214	518	307	0	123	253	135	22	0	260	16124	192	375	264	444	1038	101	0	79	501	72	600	648	1130	1611	249	0	110	907	143	0	143	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Frisingicoccus|s__Frisingicoccus_caecimuris	136	735	223	0	372	1008	170	24	0	1914	0	0	0	32	20	132	26	16	0	80	3395	0	12	505	2795	371	209	37	26	38	11	0	0	1226	409	28	17	490	18	0	35	17	29	71	1166	0	72	13	65	2352	0	0	53	0	0	74	0	2039	347	0	105	601	174	0	0	0	128	117	22	0	41	0	0	1391	0	26	116	45
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Frisingicoccus|s__Frisingicoccus_sp900549105	68	32	57	0	0	967	60	28	48	77	0	38	124	38	52	168	11	64	0	183	16	0	74	107	185	0	12	37	138	20	0	0	0	0	31	69	0	18	14	0	0	465	138	731	126	26	11	10	0	90979	146	0	180	0	0	182	12	68	253	1084	11	20	20	27	0	36	92	70	0	0	0	60	0	0	0	35	0	571
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Frisingicoccus|s__Frisingicoccus_sp900753685	25	2321	48	10	0	71	0	25	21	27	11	103	0	15	11	570	0	371	0	29	53	0	0	25771	173	0	0	10	0	0	10	0	0	0	23236	27	10	0	0	14	0	117	66	0	36463	28	0	0	0	84	0	0	45	0	0	17	0	20	0	47	0	26577	0	0	0	0	73	0	0	0	0	12	0	13	0	133	0	103
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Frisingicoccus|s__Frisingicoccus_sp900757195	0	0	43414	0	11970	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	13	0	62	0	0	0	0	0	17863	0	16	0	105	0	0	0	17	0	0	56	0	26	0	0	0	0	0	0	19	0	0	0	11	11	0	0	12	9319	0	0	0	0	5483	0	0	0	0	208	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Frisingicoccus|s__MGYG000001683	28	1118	34	492	267	387	165	84	802	442	121	343	431	340	136	1716	221	43	0	117	25397	0	359	95	87	500	218	245	139	255	183	784	566	242	450	185	276	181	202	243	551	139	448	300	91	812	600	125	0	283	381	47	1221	0	0	758	539	24596	3645	147	97	1125	607	164	104	550	357	287	54	527	22	677	122	11684	361	265	382	126
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Frisingicoccus|s__MGYG000003828	0	25	0	0	0	24	0	16	0	0	0	12	0	0	15	0	0	0	0	0	53	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	60	0	0	0	0	46	11	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	42	87	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans	43608	209937	199697	65	57751	49578	118152	133121	94530	311	43911	368249	133172	50503	502339	277144	76224	216	0	54017	497487	28	349162	579	4242	59198	74842	150411	218643	326599	66665	400537	111582	4905	333206	524	243900	91266	73175	83370	1143	1041	1372	54643	525	96778	25575	29036	1572	53945	37910	166591	60082	477	240	804	216722	173879	224134	60831	217	371669	558	77360	30277	68151	55400	3741	943	652	76	19226	103319	268174	280827	584	677	112
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_sp900543115	172	34	54	0	57	12	72	123	23	224	0	135	16	41	39	298837	21	40245	0	92	33	0	0	139103	53429	0	45	32	0	10	12	15	0	447	115	20	0	92	125	51	27	133	265	0	488	95	0	30	0	113	21	0	139	1602	1686	984	10	14	14	28	47	81	32	60	26	0	61	41	222	0	0	40	0	0	0	335	0	323
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_sp900772675	1885	9154	8002	0	2904	1985	4220	7058	3903	0	2176	12555	6249	2211	20309	12936	4031	15	0	3683	19039	0	15066	51	79	2296	3025	6875	8919	20503	2747	13472	5032	0	15037	40	9678	4220	3331	3182	566	18	88	3811	117	4368	1334	1363	13	1917	2050	8584	2752	22	10	167	7879	7292	8701	2854	0	17629	14	3136	1482	3147	1720	58	47	45	10	806	4306	10533	9905	17	16	143
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Fusicatenibacter|s__MGYG000004233	250	999	856	13	277	254	429	519	383	39	237	2100	689	238	1504	30084	327	3481	0	270	1910	0	1452	4535	3404	235	302	605	822	1312	325	1785	562	42	1109	20	879	365	380	321	164	247	80	165	202	478	203	120	0	302	230	683	266	0	0	56	949	692	976	264	0	1437	0	252	73	281	226	0	58	135	11	75	201	968	746	31	15	323
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GCA-900066135|s__GCA-900066135_sp900066135	162	948	563	277	267	949	1910	19402	16582	210	1822	868	7531	577	1421	2128	2691	62	0	373	41872	0	9506	1392	90	3241	166	766	902	21315	12556	1705	1926	752	13660	4249	12650	88	99	132	178	129	563	1716	849	3646	3781	931	11	603	1617	12461	9040	111	76	513	5817	8374	1157	983	230	1630	83	572	6756	212	197	99	154	536	404	38	734	954	3999	84	38	393
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GCA-900066135|s__GCA-900066135_sp900543575	82	8570	3688	4524	2156	14370	7778	3214	8917	167	11045	5912	14389	5788	12096	16148	21956	0	0	108	11351	0	14909	293	16	6333	37	4636	15144	28165	4344	25842	14907	0	592	13956	6613	101	11	1075	150	24	6684	185	45	8018	12145	6769	0	8471	6534	37741	2610	0	25	16	37111	3114	16676	15059	23	16167	94	9447	10341	1684	2159	741	56	797	246	12	10459	13335	7874	96	0	12
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GCA-900066135|s__MGYG000004839	2679	8033	29	739	40	3226	101	5179	3223	68	5136	231	6059	2511	223	246	2966	349	0	190	45638	0	6088	178	56	62	4545	5819	38	10588	5218	118	72	43	86	102	3314	151	71	553	107	236	870	1541	1078	2896	10146	966	0	235	8013	5092	22131	0	97	15	10643	13627	5770	7105	49	601	190	2657	5222	29	2966	10	6636	86	70	98	10729	50	3274	1106	25	93
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GCA-900066755|s__GCA-900066755_sp900066755	1202	684	1962	0	814	949	967	930	645	38	0	119	27	371	746	1402	26	679	0	8359	1292	0	597	143	469	587	198	2984	3604	99	327	181	64	179	61	221	59	33	29	75	68	337	8771	250	136	522	450	157	0	1199	1118	137	4258	16	211	145	1149	3240	419	1008	2516	653	285	458	48	1281	1534	457	37	45	13	1646	0	43	408	1418	0	86
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GCA-900066755|s__GCA-900066755_sp902363085	427	30	571	349	229	102	713	216	734	110	89	138	64	214	75	66	50	179	0	264	242	0	456	930	325	92	375	371	172	128	368	354	297	464	2778	357	503	276	252	97	45	513	1222	107	278	389	349	42	0	93	337	46	567	0	2335	293	89	556	490	485	114	308	139	266	552	301	72	17	70	289	27	872	47	852	290	246	102	31
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__HGM12587|s__HGM12587_sp900766915	616	156	81	69	93	127	98	48	81	44	55	826	132	104	63	571	84	38	0	103	75	0	65	576	27	57	80	160	169	186	41	657	156	656	45	17	73	59	105	354	83	332	269	79	325	266	114	16	0	31	34	25	48	0	0	463	111	34	85	134	87	100	59	34	87	24	152	213	23	82	127	28	94	79	83	125	42	61
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hungatella_A|s__Hungatella_A_hathewayi_A	0	0	0	0	150	0	60	298	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	84	0	0	0	0	18	0	0	10	279	0	0	0	0	0	0	3889	0	0	36	49	0	0	0	0	847	0	753	0	11	12	0	1775	0	172	993	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hungatella|s__Hungatella_effluvii	578	14	284	950	818	90	417	849	33	2859	381	6798	22	40	68	675	32	17	0	13174	51	0	101	2514	38	425	1364	325	61	172	159	831	350	3117	1172	47	415	444	44	25	1080	690	706	498	15849	76	27	19	13	707	773	20	6789	10	148	105	27	1671	108	2521	2784	1516	3802	28	40	985	606	630	1042	832	22	444	16	2219	111	11656	21	160
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hungatella|s__Hungatella_sp005845265	529	517	339	593	294	257	1689	614	435	598	65	739	100	208	96	616	86	77	70	11391	540	0	759	193	422	262	1596	233	1426	235	444	183	315	606	1322	339	319	207	362	143	961	6645	692	1656	25565	1451	113	19	103	681	415	169	2735	23	215	163	311	544	551	1445	3887	595	6323	2055	1072	1399	1157	5973	726	160	42	1069	119	3523	635	1619	82	37
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Johnsonella|s__Johnsonella_sp900766185	0	0	0	0	0	180	0	0	0	0	0	48	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	21	10	0	0	0	0	0	0	0	113	35	0	46	25	1214	0	95	0	0	0	32	0	0	0	37	24	16	0	0	14	0	0	0	0	0	0	0	0	26	622	0	0	0	16	0	0	12	267	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__KLE1615|s__KLE1615_sp900066985	427	47322	3247	1029	17655	33387	2353	1793	7850	57	6460	66374	3052	4378	36255	344	18193	34	0	36	21909	0	25030	988	64	19165	20723	7767	31765	106780	34291	38132	14709	76	24321	15210	30427	126	16698	41	236	81501	37116	5145	40062	9286	80662	45287	73	40153	25880	11189	358	68	714	201	26515	60482	16388	24077	56	8683	217100	5053	20867	99	19175	159	199	79	73	45	26605	21769	16800	220	21	153
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__KLE1615|s__MGYG000004884	98	262	97	11	14	100	82	18	367	0	2686	16	13	131	41	15	135	12	0	0	56	0	133	0	0	132	49	413	66	3730	52	0	503	0	32	78	56	0	0	52	0	35	497	12	50	156	151	20	0	21	179	50	56	0	0	400	173	27	542	109	0	10	0	102	1798	0	217	0	0	0	0	0	16	17	0	377	13	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__KM106-2|s__MGYG000004891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	195	0	0	0	0	0	0	0	0	51	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
