	ERR9578157	ERR9578158	ERR9578159	ERR9578160	ERR9578164	ERR9578165	ERR9578166	ERR9578167	ERR9578168	ERR9578169	ERR9578170	ERR9578174	ERR9578175	ERR9578176	ERR9578177	ERR9578187	ERR9578188	ERR9578191	ERR9578192	ERR9578194	ERR9578195	ERR9578196	ERR9578197	ERR9578198	ERR9578200	ERR9578201	ERR9578203	ERR9578204	ERR9578205	ERR9578206	ERR9578207	ERR9578209	ERR9578211	ERR9578212	ERR9578213	ERR9578218	ERR9578219	ERR9578220	ERR9578221	ERR9578224	ERR9578225	ERR9578226	ERR9578227	ERR9578228	ERR9578231	ERR9578232	ERR9578234	ERR9578235	ERR9578236	ERR9578238	ERR9578242	ERR9578243	ERR9578244	ERR9578248	ERR9578250	ERR9578251	ERR9578253	ERR9578254	ERR9578257	ERR9578267	ERR9578268	ERR9578270	ERR9578285	ERR9578295	ERR9578301	ERR9578302	ERR9578303	ERR9578305
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-103|s__CAG-103_sp000432375	97696	41253	248	264	704	3266	12085	0	19	107838	77	16627	21	129	11375	0	81	50	1242	1454	0	352	715	27288	1311	707	19	48	195	315	21	411	28306	8489	40643	455	23	46	22152	22	1191	0	17426	617	200	0	27	1036	273	0	9709	1376	168	52	46132	1692	26840	7274	847	12235	0	232	38	2230	1881	33	179	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-103|s__CAG-103_sp004556965	10	0	42	211	12	10	0	0	176	0	344	0	204	515	130	497	0	0	178	0	31	91	98	0	0	16	0	18	0	0	0	19	0	0	76	0	40	152	0	0	0	0	14	0	22	0	0	20	14	11	30	0	0	33	38	165	26	0	26	0	0	0	0	0	30	30	215	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-103|s__CAG-103_sp900317855	1010	509	184	316	451	246	203	0	0	1530	249	1029	19	131	466	0	50	65	3592	254	0	948	134	1045	84	200	0	167	108	505	0	4001	285	491	460	345	44	41	759	170	616	0	844	129	172	0	0	674	187	178	124	277	29	32	215	2267	684	226	2654	558	32	357	57	220	223	342	57	15
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-103|s__CAG-103_sp900543625	114549	60698	265	54354	84833	8209	14581	0	0	147360	43449	18200	0	134	12130	0	0	75	48652	887	0	65477	3728	295710	6737	14030	0	0	0	35468	41	43045	29674	8145	49868	74724	4043	1021	38496	132	59903	0	63674	50288	27995	0	0	74861	53949	36	10783	42558	0	740	52263	219432	26444	25034	12160	23980	0	50338	0	3347	151	46	49	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-103|s__CAG-103_sp900757655	2618	984	41	206	313	143	316	0	39	1211	1157	86	0	66	372	21	32	39	2955	492	0	34028	70	1754	5268	6455	0	96	255	359	518	3094	133	43	454	701	63	49	1963	51	54919	0	693	858	744	29	29	69445	608	0	295	366	0	109	256	109693	245	385	7315	1430	0	839	10	452	30	1074	100	28
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-103|s__MGYG000002753	183	178	190	76	174	139	67	33	0	418	0	71	46	0	166	0	106	17	76	48	0	160	159	85	68	59	0	25	223	83	80	155	44	60	78	189	0	10	168	0	232	0	740	100	54	105	0	368	42	121	153	199	45	378	99	661	28	94	47	45	0	0	0	61	27	26	0	17
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp000434635	111	1903	379001	172	1166	38937	993	17	17	38603	56	90	0	32	82	0	105	33	0	11723	66	9837	519	4188	49049	3332	25	152	318956	11727	65	331	39118	18	111	1595	15	84	340	20	376	0	81136	8289	9670	0	33	24	92	0	262	260517	43	9026	12	2582	73	37	1759	7843	0	814	275	104937	104	52	169	62
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp000435995	74	6702	7962	0	1466	5647	0	0	16990	0	10	0	0	0	14025	0	28745	5662	111187	19003	0	0	0	7852	123	0	0	1210	45222	0	0	15	17	6281	23647	6415	0	52	6551	566	23597	0	0	6683	0	0	50	0	0	0	192	12147	0	23790	1747	0	0	0	8572	1587	0	29	0	1694	12	0	36	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp003525905	27917	56552	52514	716	5865	28495	9312	36	31107	12506	32624	45672	186	79642	9843	92	7952	11472	160066	33228	200	61336	1984	88935	114443	2827	0	6840	272479	45190	16020	35306	46245	34961	58631	52893	3611	1024	62587	195	115314	0	23456	7796	28555	0	142	3543	9990	0	24620	219530	4921	157633	0	30016	23899	29647	8924	38987	0	42133	54813	58491	6095	14387	19425	30
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900540635	0	14	1588	14	197	6815	2496	0	0	78	0	22	31	17	21	0	0	45	42	444	14	32	18	234	270	22	11	54	520	29	41	22	61	65	19	6148	0	25	43	14	85	35	469	84	158	204	10	82	45	0	31	1120	16	31	2109	131	24	17	52	1074	0	0	70	50	16	11	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900544405	56	413	259	1723	1093	302	1129	0	75	2941	434	714	0	0	762	0	10	1589	10	129	0	1064	1190	433	3102	5803	0	0	340	189	0	0	55	791	2448	3450	11	14	441	264	3428	106	6949	40	9913	0	0	72	73	0	39	71	72	0	0	1197	0	1866	1036	178	0	0	5820	822	43	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900544705	80	2868	169462	205	12557	7305	2478	0	22	55213	259	97	0	146	106	0	0	442	1456	542	0	100	1191	335	4013	2303	0	229	1755	2133	685	1070	199	1465	6152	2167	91	38	388	0	7039	962	33506	2604	1702	0	0	2209	103	0	0	3710	67	9597	0	6057	139	287	3564	250	0	559	363	11574	126	0	1579	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900544945	124	414	2734	359	27849	983	1365	19	65	273	570	64	37	64	269	0	14	412	38	129	11	206	1261	1096	602	2428	75	158	1670	403	384	136	140	376	1612	434	17	58	559	52	663	83	2002	776	607	39	121	202	31	0	125	473	161	178	33	673	257	34	2380	311	13	36	70	1876	860	37	28	119
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900544975	44	19	116	0	32	67	0	28	70	201	132	44	0	61	48	0	1297	22	305	61	139	34	0	17	60	933	14	22	140	39	41	58	91	99	202	78	0	0	76	20	59	72	182	32	39	68	14	76	13	33	0	57	13	223	23	42	0	30	443	16	921	10	0	121	45	92	44	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900546075	56	356	18608	33	11199	9542	185	26	11	1888	24	0	0	0	86	0	0	40	0	4573	0	583	288	374	3644	480	0	0	11932	578	11	39	1089	21	126	7444	0	14	1210	40	128	19	17580	486	1208	0	0	39	22	0	22	13133	0	455	17	2618	85	29	123	596	0	89	0	7367	1982	26	29	13
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900546415	0	29	12	0	0	27	13	0	38	26	0	30	0	50	0	0	0	20	152	22	0	126	11	15	1638	699	0	0	3239	43	0	12	57	33	6611	35	0	0	14	0	15	0	50	11	13	0	0	24	11	0	51	0	0	8342	15	19	0	34	39	59	0	29	0	16	0	10	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900546915	0	51	31	0	16	0	0	278	220	73	0	19	33	24198	82	20	39	12	649	82	33	27	0	29	28	0	23	27	63	48	0	3765	0	11	24	35	0	0	24	24	88	33	32	13	67	285	0	95	25	39	21	11	13	45	0	0	20	28	0	0	0	778	81	10	123	36	20447	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900547405	44	27	13	21	3408	1659	249	161	26	11	112	0	18	0	22	31	32	18	0	95	115	29	1156	4575	65	315	48	175	39	1582	22	492	39	33	147	5626	16	17	50	34	31	29	164	13	2365	34	16	29	13	0	116	112	0	14	29	3687	58	27	25	38	0	55	0	51	41	40	0	31
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900548795	17	0	0	0	1251	2397	0	0	0	40	27	30	0	0	0	0	0	0	353	0	0	83	0	0	281	83	0	0	2361	79	0	0	0	395	417	0	25	0	0	0	252	0	903	0	66	0	0	0	19	0	0	0	0	678	341	117	0	0	33	0	0	0	0	0	0	65	0	166
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900549495	0	0	20	0	19	71	0	0	0	0	0	0	0	0	197	0	0	0	0	11	0	0	0	74	13	112	0	0	291	819	0	0	33	0	11	41	0	0	10	0	0	0	252	0	70	54	0	0	0	0	0	0	0	0	0	0	0	10	0	26	0	0	0	0	0	12	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900549705	37	110	773	31	55	238	11	0	52	33	35	0	15	13	22	0	0	0	0	10	0	33	0	30	26	16	0	14	750	13	26	0	104	30	3705	217	0	16	58	20	232	0	164	31	4633	0	0	79	0	0	80	16	12	35	13	52	15	14	23	47	0	328	0	256	21	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900551495	0	0	184	0	57	81	12	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	12	14	96	11	0	0	41	53	0	30	10	38	32	74	0	0	37	0	140	0	25	27	63	0	0	171	0	0	0	40	0	0	0	38	0	20	78	21	0	0	0	35	231	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900553805	24	19	526	15	40	2828	0	0	0	0	33	0	0	11	0	0	0	0	0	18	0	29	0	43	0	187	0	0	346	55	0	0	42	14	0	36	0	0	39	0	12	0	118	40	17431	0	0	0	10	0	33	425	0	13	18	90	19	0	0	30	0	15	0	177	82	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900554625	28	114	218	121	268	267	69	44	95	163	84	123	18	210	133	10	85	2165	719	1321	59	171	89	139	521	122	0	162	829	759	133	39	130	71	416	292	0	62	340	0	398	146	269	39	342	195	10	398	82	28	147	426	43	925	11	375	132	35	369	307	0	46	115	180	2361	59	343	224
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900554705	65	98	24	0	90	251	88	0	0	0	28	0	0	260	0	0	14	45	0	13	0	0	18	14	21	480	0	19	13	31	0	86	0	103	177	69	18	0	42	0	347	0	200	20	53	0	0	0	0	0	0	87	0	14	0	100	0	18	26	34	0	0	0	52	110	377	76	74
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900556935	0	0	122	0	95	167	18	0	0	12	11	13	0	0	12	0	0	0	0	15	0	0	15	15	27	0	10	0	260	0	23	0	0	0	0	45	0	0	0	0	0	0	0	0	18	0	0	0	0	0	27	0	0	45	0	136	0	0	15	15	0	0	0	0	0	0	124	32
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900752285	29	15	126	0	111	45	30	0	0	82	34	45	40	0	42	46	19	15	18	29	0	43	21	38	142	17	0	63	153	42	0	124	29	40	201	31	18	69	27	0	82	94	112	16	37	35	0	22	0	0	82	70	0	11	0	71	26	655	31	28	0	46	0	1202	50	0	25	26
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900762005	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	3401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900762245	0	0	14	0	0	0	0	0	0	17	18	0	0	21	0	0	0	0	26	0	29	0	0	0	0	0	173	19	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	10	25	0	0	0	16	0	0	0	0	0	0	0	16	0	0	0	31	0	22	11	330	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900762935	0	0	42	10	15	271	0	0	59	24	0	34	0	24	135	0	27	0	21	14	0	19	0	24	184	0	10	0	27	263	0	16	0	0	117	287	0	0	247	0	19	0	75	17	29	0	0	44	187	0	122	0	0	91	0	55	0	0	12	31	0	0	0	897	33	0	62	11
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900763965	509	297	9998	439	1397	2490	285	307	49	1840	1555	276	237	145	135	364	35	463	139	823	0	679	277	1063	1385	316	106	157	11461	1040	704	404	1754	554	342	992	98	2270	462	80	392	480	4147	2996	968	1360	18	286	204	23	309	14040	268	798	214	963	198	388	357	779	38	456	37	5726	191	198	119	652
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900769995	0	0	0	0	11	0	0	0	0	0	0	0	0	21	0	0	0	0	33	0	0	0	0	0	0	0	0	15	0	0	61	38	39	0	0	0	0	0	0	0	0	0	87	120	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	57	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__CAG-110_sp900770015	0	10	14	21	36	53	19	11	0	101	22	10	0	13	0	0	23	0	463	14	0	11	0	228	105	32	0	0	0	55	0	0	0	0	74	0	0	0	37	0	0	0	69	26	49	0	0	17	10	0	11	904	11	40	0	0	0	0	47	25	0	0	0	28	0	0	116	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__MGYG000000691	0	42	2478	25	326	1313	0	0	0	0	0	90	0	63	162	0	0	21	36	331	0	36	43	0	74	63	0	33	310	415	0	386	0	0	235	77	0	0	418	0	81	0	440	262	96	0	0	46	0	0	0	116	0	403	0	524	87	0	127	287	0	39	0	257	60	39	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__MGYG000000710	0	13	28	0	62	438	16	21	0	202	0	0	0	0	136	0	0	84	0	15	0	0	0	1978	1018	1447	0	15	165	22	12	68	0	0	30	39	0	0	38	0	84	15	8355	38	1220	0	0	76	17	0	0	33	0	73	0	92	20	31	40	17	0	14	0	139	111	128	10	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__MGYG000000736	0	94	147	12	29	169	18	0	0	69	28	68	0	359	21	0	42	18	469	193	0	26	33	48	120	72	0	60	109	103	21	100	25	73	329	50	0	0	111	0	266	0	74	68	585	0	18	90	57	0	36	173	10	884	20	981	27	13	61	42	0	11	0	20	72	23	43	39
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__MGYG000001969	0	77	110	0	216	226	93	0	0	51	25	56	22	0	51	0	159	45	47	139	0	103	53	125	87	273	0	35	104	393	30	134	63	13	153	127	0	0	411	0	98	0	634	16	407	0	0	412	0	0	465	375	0	179	0	771	86	28	70	338	0	14	76	244	0	291	0	42
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__MGYG000002045	21	199	385	0	450	564	430	0	15	20	46	35	0	90	38	0	305	106	293	219	0	57	112	692	575	275	0	22	429	984	28	432	33	101	338	378	0	0	367	0	334	0	244	154	332	0	0	531	52	0	66	752	0	912	0	2007	118	107	548	322	0	82	63	483	384	1015	33	408
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__MGYG000002073	204	552	507	0	4979	4681	817	0	0	0	0	1412	0	0	4905	0	0	204	49	9488	0	0	596	205	973	192	0	0	1437	3128	0	0	574	1417	3174	698	23	11	2924	0	2577	0	6390	1510	2622	0	0	935	572	0	173	374	0	1293	0	5224	97	749	0	2975	0	717	0	2230	13	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__MGYG000002115	565	644	1075	209	1470	999	296	24	43	254	158	349	11	63	274	0	217	94	138	435	0	233	142	829	471	441	0	229	632	590	32	419	185	515	1502	1288	49	57	1117	10	962	90	734	1083	633	0	294	1405	177	18	281	1027	41	622	134	1550	368	385	1002	550	0	208	57	990	1467	201	27	209
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__MGYG000002255	0	0	655	1197	94	2654	0	0	0	216	204	0	0	32	0	0	61	40	0	0	0	0	0	0	37	1644	0	0	0	513	64	0	0	0	61	210	0	0	39	0	283	0	1062	624	2987	0	0	0	0	0	0	0	48	0	0	0	0	125	577	1604	0	0	0	13303	0	0	101	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__MGYG000003850	15	359	1364	291	159	106	81	0	0	449	227	530	205	24	212	0	102	185	105	928	0	1349	41	255	214	111	228	806	24	78	1338	110	100	258	363	156	171	246	847	0	139	107	1516	334	119	0	0	328	0	0	46	465	227	1827	0	134	15	135	387	340	0	214	63	1450	266	755	748	20
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__MGYG000003884	78	495	513	89	299	290	66	58	14	338	187	0	128	0	202	16	79	132	17	35	0	209	23	370	243	82	37	10	104	84	105	38	132	42	52	228	21	29	285	49	62	110	1320	68	107	0	0	22	103	0	179	1631	25	51	13	180	63	168	28	105	0	44	100	327	12	46	14	36
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-110|s__MGYG000004745	0	0	20	0	25	0	0	0	0	0	0	0	0	383	10	0	0	0	0	0	0	0	0	56	0	0	0	0	24	0	0	0	0	35	13	10	0	0	19	0	0	0	32	0	60	0	0	16	12	0	0	0	0	229	0	0	0	0	0	13	0	0	0	12	3854	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-170|s__CAG-170_sp000432135	0	596	3116	36	37995	39759	1302	36	0	64	50	1166	47	202	509	0	66	95	24	3011	108	40	1041	255	46230	2945	16	773	16953	6974	43	66	2091	44174	204499	65818	70	69	28270	21	113598	0	2218	70984	22909	37	148	33584	0	74	2473	2579	113	1283	84	89294	7595	8957	4956	797	10	4943	11	83496	252449	140	21	46
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-170|s__CAG-170_sp000436735	98	1631	804	38	9691	11713	278	0	0	84	0	63	0	82	232	0	65	2234	86	377	0	44	677	388	567	2838	0	59	444	533	32	321	82	360	1863	7043	0	19	905	0	740	33	180	755	696	0	0	1023	0	0	95	1738	0	396	0	990	127	138	29129	1137	0	116	305	1377	1113	0	152	109
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-170|s__CAG-170_sp002404795	52	7858	124793	1766	30065	93640	4031	43	19	61	11	113	35	175	46	116	0	4748	9633	48148	51	31	5816	66	2844	12409	65	489	62399	72453	19	66599	173	103	696	16872	15	51	13813	171	262	29	4766	37173	6650	13	40	376	14	0	538	6526	13	126291	0	12661	6534	25	23551	8099	0	16646	0	8025	243	39	13	2693
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-170|s__CAG-170_sp003516765	15	2101	15174	13	3435	3949	4634	17	0	17	191	10	0	21	48	74	0	441	20	376	19	44	1315	31587	4847	6944	0	37	16017	14418	42	8225	26	186	330	3665	12	0	5403	21	285	0	6458	214	13780	0	0	223	0	0	1616	66	17	69	0	2921	71	35	11051	7605	0	200	0	2868	652	31	0	13
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-170|s__CAG-170_sp900545925	112	50923	11464	87	8233	36861	19449	36	49	84	16	75358	30	186	40900	0	35	171	49	1223	14	183	5267	445	2363	3508	31	4442	1895	16564	83	706	27776	8761	57035	20258	10	166	88029	33	22933	124	704	7435	1446	0	102	154538	13	0	337	146128	118	2242	0	42143	406	419	15496	539	0	533	13	4889	18145	62	13	104
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-170|s__CAG-170_sp900548625	126	821	1485	108	91710	2045	286	0	0	313	70	417	56	45	363	0	34	219	316	1489	0	367	158	810	1156	505	0	32	2101	1243	26	752	234	1119	3336	1465	20	57	2434	75	1288	151	2358	1533	723	0	24	2602	116	12	244	837	206	1591	74	2062	136	102	1421	300	0	276	30	1372	3526	67	12	69
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-170|s__CAG-170_sp900549635	563	1370	11391	3293	3067	2683	1047	965	13	65	11	132	21	8657	3257	14	75	2115	18	1162	0	4646	309	5263	2002	1047	0	823	613	5082	4477	671	77	10211	4308	3047	111	361	5356	25	435	38	429	5894	1192	30	0	422	10	0	1897	2262	17	437	39	7137	116	127	2894	1721	0	982	0	5376	4581	764	150	42
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-170|s__CAG-170_sp900553545	15	730	332	0	3776	4809	3024	0	0	1172	0	30	0	32	4675	0	0	891	0	392	0	2115	1459	227	491	411	0	10	447	2126	0	3528	58	24	2171	7635	0	0	2386	0	4379	0	353	1723	2303	0	0	2312	0	0	610	8194	10	39	0	6259	140	15	1218	4119	0	137	23	1311	97	0	0	34
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-170|s__CAG-170_sp900555665	0	16326	37747	1248	52143	69730	12436	0	0	1927	0	0	0	0	14287	0	0	2632	1953	11764	0	2951	5171	6882	42927	8716	0	2007	28932	32541	1026	17848	8400	33637	192202	68593	0	0	50200	0	86146	0	5874	71606	27076	0	0	67041	206	0	3303	43816	169	26610	0	94328	0	7741	20390	9057	0	7244	0	72592	168659	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-170|s__CAG-170_sp900751035	298	501	769	119	1094	1413	728	0	0	103	257	301	0	51	185	0	89	65	117	111	0	278	115	689	712	208	0	47	374	1163	52	337	216	839	3478	1303	98	14	874	14	1080	0	758	1137	629	312	0	1184	55	0	203	1006	12	761	190	1530	226	254	514	214	0	167	252	1619	2619	73	294	140
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-170|s__MGYG000001632	12	677	1959	74	1802	2754	429	0	0	106	70	342	0	85	912	68	0	118	67	387	0	137	246	336	1767	518	0	94	1201	1407	33	1296	560	883	5860	2219	0	10	2766	18	1936	0	336	2217	887	0	0	2197	0	0	94	1530	70	656	0	3025	226	176	1000	215	0	218	0	3573	4549	113	0	47
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-170|s__MGYG000001841	0	100	727	43	4056	5020	1140	0	25	68	23	126	0	50	322	0	12	47	0	152	0	67	1008	662	294	1066	0	16	498	3777	43	227	28	177	3080	822	0	0	2295	0	283	0	683	508	1065	0	0	254	26	0	74	265	0	540	0	9585	74	100	2124	8946	0	124	0	1331	449	77	16	37
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-170|s__MGYG000002085	489	1018	1599	215	3217	4145	542	55	86	314	238	714	65	226	794	99	85	172	239	956	0	211	517	1428	1299	1629	48	93	1548	2347	182	1753	469	1366	7446	3430	46	59	3433	80	2478	203	1132	3577	1455	0	0	4441	116	348	292	2746	61	1706	41	3287	507	449	1373	1050	0	352	463	1979	3433	800	30	114
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-170|s__MGYG000004702	30	70	62	0	3095	713	745	0	0	0	0	0	0	0	123	0	0	13	0	67	0	48	240	15	1599	1240	0	17	706	97	10	65	110	84	977	209	0	0	224	0	135	0	8954	357	695	0	0	257	0	0	14	496	0	522	19	3586	141	28	735	23	31	17	0	74	366	0	0	13
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-170|s__MGYG000004818	0	37	11	0	878	2465	210	0	0	1389	0	0	0	0	184	0	23	52	0	34	0	98	155	1432	2664	219	0	0	1107	890	0	134	0	10	156	241	0	0	1003	0	144	0	1494	56	1341	0	0	109	0	0	19	664	0	23	0	477	0	0	285	460	0	0	0	133	80	32	0	22
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-83|s__CAG-83_sp000431575	19038	3990	751	22119	1781	3260	530	17	4813	678	12724	60262	1519	36433	46	16	5184	3897	49	360	34	7807	2946	1259	523	797	15	37872	6478	3680	34211	568	49757	76130	2197	895	1582	1696	3372	25840	76911	85987	23156	24034	3234	0	43	26593	3182	0	25930	58334	6225	9084	10048	5575	4699	10971	1525	10656	0	33438	0	2929	166	79	13	41315
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-83|s__CAG-83_sp000435555	458	249	130	1926	19705	8073	18070	175	134	639	102	180	133	137	379	24	320	296	72	1406	63	1201	10208	575	46322	30126	283	1516	10331	293615	713	179	83	278	231552	99027	78	103	837	191	413	95	2245	188	74730	52	140	248	1555	25	192	402	100	173214	25	134833	9932	2598	49846	17970	15	13185	22	17380	2620	121	236	101
