	ERR9830061	ERR9830063	ERR9830064	ERR9830066	ERR9830067	ERR9830069	ERR9830070	ERR9830072	ERR9830073	ERR9830075	ERR9830076	ERR9830078	ERR9830079	ERR9830081	ERR9830082	ERR9830084	ERR9830085	ERR9830087	ERR9830088	ERR9830090	ERR9830091	ERR9830093	ERR9830094	ERR9830096	ERR9830097	ERR9830099	ERR9830100	ERR9830102	ERR9830103	ERR9830105	ERR9830106	ERR9830108	ERR9830109	ERR9830111	ERR9830112	ERR9830114	ERR9830115	ERR9830117	ERR9830118	ERR9830120	ERR9830121	ERR9830123	ERR9830124	ERR9830126	ERR9830127	ERR9830129	ERR9830130	ERR9830131	ERR9830132	ERR9830133	ERR9830134	ERR9830135	ERR9830136	ERR9830137	ERR9830138	ERR9830139	ERR9830140	ERR9830141	ERR9830142	ERR9830143	ERR9830144	ERR9830145	ERR9830146	ERR9830147	ERR9830148	ERR9830149	ERR9830150	ERR9830152	ERR9830153	ERR9830154	ERR9830155	ERR9830156	ERR9830157	ERR9830158	ERR9830159	ERR9830160	ERR9830161	ERR9830162	ERR9830163	ERR9830164	ERR9830166	ERR9830167	ERR9830169	ERR9830170	ERR9830172	ERR9830173	ERR9830175	ERR9830176	ERR9830178
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__MGYG000002148	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	10	0	0	0	10	0	29	0	0	0	0	0	0	0	16	0	0	48	0	0	32	0	0	0	3543	0	0	0	0	0	0	0	0	0	14	0	0	0	63	0	0	15	17	0	0	0	0	12	11	43	0	0	49	10	0	0	32	55	10	0	14	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_aldenensis	571	518	11	50	580	0	25	0	444	144	584	83	154	205	220	0	20	0	135	671	195	59	7276	90	302	27	528	27	119	0	63	34	1022	30	224	192	71534	78	243	93	174	49	20144	12	1572	82	28	172	88	13	67	33	338	17	0	16	50	1305	3097	44	397	388	1108	164	21	10499	75	24	36	176	1919	34	246	485	586	5602	554	647	74	44	74	53	0	4920	110	928	49	18	56
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_asparagiformis	53	5995	336	15	18	0	7746	0	168	71	609	218	19	1285	134	0	0	203	0	164	2590	339	482	33	298	48	719	12	0	0	90	15	70	49	148	0	1000	0	3313	57	284	20	525	21	23	0	10	410	193	133	70	498	133	0	0	66	187	413	68	17	67	213	37	309	61	558	234	0	0	12	28	22	65	415	0	28	36	32	10	399	0	0	0	137	1072	38	190	0	13
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_bolteae	2190	10846	3377	355	5232	240	20765	0	1882	602	19110	904	624	7428	35135	401	334	458	245	1045	5309	1652	103071	3449	1860	971	2085	1673	6305	195	2973	445	13305	1392	1850	978	32220	733	61224	1369	675	621	343483	277	5338	6890	455	2219	4762	1502	985	7337	8522	409	0	1712	1254	14679	212878	2138	4196	888	20201	8039	343	34794	420	2125	0	10802	11476	477	697	10971	475	84231	4485	2995	2582	553	2370	352	660	18252	3386	3530	560	4513	984
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_citroniae	635	2339	63	93	444	19	39	18	306	114	1019	54	176	1601	2309	27	26	139	0	228	1649	292	5423	714	552	435	1541	247	844	22	1542	302	173	127	129	75	1885	89	1926	127	146	55	482	119	297	709	24	880	876	121	22	472	192	95	0	81	323	26	4466	100	552	242	231	305	11	2737	143	694	37	668	1401	258	49	1444	580	5034	1583	480	451	57	301	33	0	1004	706	533	115	18	140
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis	47	28	0	11	336	23	4499	0	35	11	72	36	17	289	376	22	20	19	36	29	21	13	1057	93	10	69	13	19	12	0	10	0	7728	0	169	29	297	0	225	0	0	0	872	0	108	14	24	0	28	24	53	38	882	68	0	0	57	92	507	131	20	46	2521	305	0	43340	113	35	23	404	1266	24	16	256	21	3051	16	387	93	33	33	18	23	132	22	5602	34	585	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis_A	0	14	0	0	14	0	46	0	0	0	18	0	0	37	158	0	0	0	0	0	0	0	180	0	0	0	0	0	16	0	0	0	80	0	0	0	76	0	25	0	0	0	504	0	16	28	0	0	0	0	0	19	48	0	0	0	0	28	158	0	12	0	41	11	0	153	0	0	0	18	27	0	0	13	0	275	0	0	0	0	0	0	0	57	0	50	0	61	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_lavalensis	810	1029	42	49	593	0	210	13	96	11	1697	74	179	1187	3199	20	66	22	72	186	366	223	11263	916	126	164	93	91	993	21	83	33	1234	47	138	63	9597	64	679	150	15	0	3767	48	701	0	119	160	34	55	88	205	413	63	0	42	80	30	1326	155	758	65	472	23	17	14874	94	136	89	562	538	0	29	476	35	416	451	725	209	198	64	226	39	3303	751	1044	131	23	219
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp000155435	142	0	385	51	0	19	15	0	0	0	498	62	108	9364	30	61	27	70	0	10	0	148	5401	161	237	0	1084	0	266	0	96	0	314	0	0	0	450	774	2600	16	77	0	298	151	108	0	23	555	1118	411	123	579	1164	0	0	46	50	407	91	242	1233	47	21	86	11	2901	197	131	35	1548	179	108	13	156	36	48	766	158	274	100	66	0	14	48	463	18	84	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp000431375	3312	119	8718	1240	13	1098	2620	430	2568	136	2606	2218	52	6086	37	1315	716	2196	129	3790	2621	2213	142	3743	96	2184	1567	3719	2455	786	4082	1083	43	5105	226	4550	25	882	25	1236	1356	1222	0	601	1058	13	164	3942	398	3124	10	139	80	2070	0	3378	1932	9288	151	1217	544	942	1499	22946	793	61	58	120	286	86	4321	1606	3512	1744	458	422	4896	89	2540	502	2458	101	5188	481	4537	18	777	12	919
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp001517625	37	1494	7151	196	1319	28	275	14	630	113	949	369	578	2133	205	29	59	68	0	48	2917	1249	56	2397	31	138	515	3767	17	15	362	0	1618	698	0	36	101	35	28	27	97	37	740	0	991	10	19	61	26	26	13	20	1275	56	0	155	118	763	3086	63	731	3547	3264	4175	37	10996	55	223	0	26	74	36	49	429	64	49765	1779	110	7166	21	24	41	16	901	137	21	19	449	43
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp005845215	40	0	0	11	0	0	0	0	0	114	76	43	0	0	64	0	80	0	11	254	0	0	46	0	18	0	0	12	135	0	63	32	844	0	59	0	38	34	671	0	0	0	671	10	1983	0	81	38	324	176	0	10	145	16	0	0	32	0	144	0	44	56	53	28	0	2012	76	18	0	469	4712	12	17	12	23	115	0	0	140	23	0	56	22	295	148	196	0	0	17
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900538485	0	56	88	0	34	0	10	0	14	0	22	0	0	0	18	0	10	16	0	94	12	0	0	32	0	0	21	0	0	0	0	0	0	0	0	10	13	0	0	0	0	0	0	0	27	0	0	21	0	25	0	0	0	10	0	0	0	27	0	0	0	0	0	21	0	20	29	27	0	0	22	0	0	58	0	74	28	262	71	0	0	13	17	57	10	0	38	603249	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900540675	0	0	0	19	0	0	0	0	0	0	234	0	0	0	15	10	24	0	18	12	26	0	14	194	0	0	71	0	0	0	22	27	213	211	0	0	144	404	21	20	17	65	484	222	169	0	23	0	104	50	59	0	11	10	0	16	10	18	148	14	0	26	18	11	0	443	329	19	11	10	29	38	15	11	31	23	0	0	117	75	0	17	13	125	14	12	87	0	18
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900541315	2274	3546	118	473	11	201	227	103	514	111	3290	35	859	1187	0	708	258	445	88	1031	48	616	284	859	22	617	418	1752	37	287	997	323	10	828	99	1487	0	792	26	342	524	299	0	89	238	0	567	450	111	420	0	144	82	763	0	598	328	857	37	100	15	1222	706	2836	336	208	20	1882	409	780	1897	615	503	1167	598	606	1553	99	1153	802	575	361	381	4022	199	17	49	0	642
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900543885	131	237	57	31	0	23	36	65	52	0	245	18	63	74	0	39	32	59	0	107	14	41	2706	64	0	48	32	119	22	13	88	18	0	54	13	417	0	117	15	131	41	42	0	0	38	0	37	63	34	54	18	10	0	99	0	81	84	110	70	27	20	102	61	413	31	32	104	70	36	1465	745	57	74	56	21	72	87	19	95	71	186	41	186	165	54	0	11	0	53
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900547035	0	0	21	25	285	10	541	0	11	41	4058	0	27	0	240	65	15	22	0	0	61	0	101	0	0	0	0	11	0	0	231	0	0	89	0	28	61	122	552	0	0	0	0	0	741	0	0	0	340	0	0	0	0	0	0	0	636	17	554	11	1250	53	388	0	0	1246	0	104	24	41	0	169	0	0	0	7797	91	0	13	41	19	33	0	118	16	415	16	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900549235	207	270	421	0	0	134	336	186	79	27	137	42	0	147	45	215	142	178	16	480	149	552	36	78	0	104	50	28	26	56	116	21	319	49	0	87	231	450	32	62	59	34	87	114	197	0	0	105	26	79	0	92	33	852	0	135	124	368	63	116	34	305	0	167	200	0	91	103	203	538	2366	170	237	190	25	118	327	1045	444	38	0	25	226	608	76	0	92	11082	40
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900551225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900555045	25	16	23	11	0	0	17	0	14	25	25	27	389	437	1111	11	0	0	0	18	11	0	94	45	0	10	0	16	17	0	0	0	0	13	0	33	19	11	449	0	0	0	191	0	10	0	22	80	0	22	112	337	209	0	10	0	16	21	583	10	0	10	51	0	0	17	0	0	0	0	0	25	47	351	0	44	0	24	24	0	11	10	0	52	0	0	14	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900555905	0	0	21	0	0	0	11	0	0	0	25	0	0	12	0	0	0	0	0	0	0	0	42	14	0	0	0	0	0	0	0	0	22	0	0	0	37	12	64	0	0	0	67	0	25	0	0	0	25	0	0	0	0	0	0	0	0	0	203	0	14	0	38	0	0	128	0	0	0	0	69	0	0	10	0	43	16	0	0	0	0	0	0	0	0	0	0	30	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900753815	14	0	117	24	0	0	0	36	16	0	0	17	0	0	23	13	84	36	72	139	0	13	0	764	103	0	0	0	14	0	0	11	80	0	0	14	17	15	3063	24	0	0	26	185	108	0	16	16	0	0	32	49	0	100	0	0	130	24	0	193	0	0	0	159	36	0	626	14	46	0	69	29	39	1519	42	0	68	0	474	33	79	65	11	11	36	27	106	0	17
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900759225	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3535	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	25	0	809	0	0	17	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_sp900770345	11	0	0	0	0	0	0	111	23	0	0	0	0	0	18	0	0	0	12	0	0	0	18	0	11	0	0	0	24	0	296	0	193	0	39	0	14	0	0	19	0	10	0	22	53	0	15	21	0	0	0	40	0	11	166	0	29	0	12	58	28	25	19	0	0	18	11	10	11	0	237	16	0	42	21	26	27	0	51	14	35	25	165	12	79	0	0	10	70
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__MGYG000000650	0	175	0	0	0	0	0	0	0	0	0	1220	0	11	12	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	15	0	0	0	17	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	58	0	0	0	0	17	0	0	0	0	0	30	44	0	0	0	0	36	256	0	0	0	0	0	0	0	32	0	0	1517	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__MGYG000001954	27	19	0	20	27	13	22	0	0	16	182	11	26	58	25	0	35	16	0	0	45	0	200	83	12	13	22	33	13	0	159	0	85	30	32	27	30	42	235	14	0	0	0	12	109	0	32	0	17	0	52	0	0	0	0	10	162	10	147	11	45	33	56	0	10	117	16	114	0	247	45	61	13	149	32	164	67	85	50	18	32	59	19	45	21	65	20	77	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_F|s__Eubacterium_F_sp000433735	23	81	0	8459	0	44	17	2937	11	0	71	0	67	70	0	1869	81	12	28	1917	150	175	344	10	130	280	35	16	19	1009	0	157	0	51	1130	38967	37	1273	0	946	221	1362	0	4346	41	0	2361	27	20	0	59	10	0	722	0	3755	327	14	0	53	355	146	0	0	9053	39	20477	12	996	93	12	216	1279	51	8355	68	252	0	2025	8190	2292	4861	1868	138	631	0	25044	0	947
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_F|s__Eubacterium_F_sp000434115	15	0	15	0	0	24	0	63	709	0	13	0	240	192	0	225	106	989	65	42	206	0	393	0	189	0	0	0	0	16	42	45	0	365	1315	61	35	16	0	354	0	0	0	0	21	0	23	0	240	91	0	0	0	212	0	1672	40	25	0	73	45	0	0	35	0	152	205	388	95	3720	0	0	70	26	1268	145	500	27	100	96	4232	1133	465	55	562	0	44	0	105
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_F|s__Eubacterium_F_sp003491505	3857	18822	610	77247	0	10606	21938	26994	1111	1919	17704	0	25302	66436	0	10778	38861	486	9214	7299	61212	56160	245	2847	11860	1581	13215	3683	0	6840	2937	40340	1009	2969	6370	196355	612	9410	0	160049	52808	100745	0	21840	15529	0	15200	21473	1246	384	59	1693	0	17479	0	1619	158365	0	0	14791	610	1751	31	27	23541	6013	56170	209	22459	2822	411	95662	249497	23115	34408	100292	51677	238	224828	25090	13923	20259	62006	40991	310	0	7880	0	9916
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_F|s__Eubacterium_F_sp900539115	0	55	0	61	18	43	0	42	15348	0	58	0	5033	57	0	3768	1004	14359	1856	70	372	580	8404	32	3389	67	53	13	0	43	0	1578	0	8079	31594	606	0	14	0	541	277	318	0	193	30	0	32	48	5494	17	38	0	0	183	0	46568	92	0	0	122	705	0	0	0	385	0	870	7165	618	91950	0	467	2025	33	22903	131	12298	110	1062	1464	48374	11922	6600	108	11887	0	61	0	1724
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_F|s__MGYG000004697	217	12	75	72	20	61	0	37	227	19	91	0	58	20	31	54	233	167	29	10	230	45	63	30	110	277	20	14	0	54	126	218	0	72	143	394	0	26	0	12	23	33	0	18	157	0	72	18	31	0	0	0	100	346	0	338	267	71	19	164	15	0	0	27	34	0	14	43	26	826	67	36	1540	29	313	17	286	70	14	24	834	691	160	14	336	0	283	0	44
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__Eubacterium_G_sp000432355	0	175	36	46	491	2784	0	249	2635	40	72	11	4822	15	1626	857	2830	91	2898	541	10	12673	1069	83	78	26	47	14	1198	74	532	317	20	500	0	133	12	222	0	1167	1493	427	0	30	1207	0	55	0	151	73	0	19	0	2544	0	106	34823	51	333	124	5496	10	14	18	111	96	816	43	3140	239	359	96	495	113	1178	184	696	192	6240	5927	3937	11896	1761	35	124	0	419	0	1786
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__Eubacterium_G_sp000434315	0	22	18	818	10	13	26	129	732	0	472	0	72	359	42	33	2152	14	1198	2079	23	909	1007	50	1340	22	735	0	155	13	12	773	0	2474	1373	895	0	75	0	4206	31	15	0	38	39	0	415	16	274	103	0	234	0	6420	39	24	9843	349	29	2816	972	0	126	62	87	2026	2215	0	1374	1185	22	31	4407	2347	3065	938	24378	2459	73	5688	4598	14699	152	109	31	0	10	0	425
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__Eubacterium_G_sp000435815	0	3598	14	769	0	1173	0	40	104	0	64	0	13	0	0	898	61	1740	27	0	0	103	1068	5823	9607	12	1612	12	11	0	0	69	0	4913	18	54	0	1408	0	482	0	29	0	13	62	0	17	0	39	290	0	89	0	1472	19	5203	147	83	0	58	16	1719	10	26	1537	0	24	23	13	57	0	11	78	44	2309	0	920	292	82	197	60	64	41	0	31	0	6933	0	3924
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__Eubacterium_G_sp900548465	59	145	337	106	41	90	49	48	117	84	211	38	125	179	46	101	82	45	60	463	165	180	1335	355	64	47	93	175	42	14	31	27	14	62	124	383	512	75	0	177	401	163	0	32	154	0	372	12	60	213	13	132	526	135	0	263	1959	452	50	178	64	100	289	315	42	260	14	35	142	142	1637	153	115	316	656	40	1223	819	214	210	304	56	88	28	68	36	1881	0	71
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__Eubacterium_G_sp900550135	245	460	37	409	577	269	1245	251	127	129	2796	1263	37	3072	461	532	120	2003	265	122	181	250	2367	10625	114	250	411	376	827	103	78	181	1808	247	832	1038	106	424	48	112	126	47	0	85	319	2114	242	64	39	406	178	2005	18	444	104	126	966	405	1407	385	391	106	46	177	262	3860	94	876	50	2901	2454	233	401	165	241	1474	633	2650	169	102	886	331	191	120	270	195	629	0	298
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__Eubacterium_G_ventriosum	0	66	875	85	0	15	626	292	46	23	6740	0	37	0	0	102	4299	0	195	23	0	79	2029	765	28	1011	0	1252	10	206	608	794	12	5574	64	5954	12	5929	0	82	14	831	0	1635	2296	0	2746	0	861	38345	0	549	74	791	0	1580	859	18645	0	1995	111	0	752	5980	26	119	172	0	301	30	13	2106	3532	5815	8901	0	59323	26455	5721	209	8132	1767	3884	98	1899	0	0	0	5567
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__MGYG000001032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	204	107	89	0	370	0	563	0	163	0	55	0	82	0	24	0	0	380	0	0	0	0	0	0	0	108	163	0	0	27	77	0	29	1015	0	407	0	0	1516	0	208	0	252	0	0	269	155	144	88	38	171	390	434	176	327	564	1149	81	3223	1401	466	0	0	0	197	31	93	0	0	0	535
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_I|s__Eubacterium_I_ramulus	43	54	5312	412	16	955	112	281	322	143	135	24	538	481	83	1375	680	1714	1078	1740	4144	74	293	3462	1013	207	65	1066	146	326	56	223	284	845	23	3203	34	789	1449	248	1307	277	495	577	420	0	584	614	131	26	15	206	0	1926	112	3311	344	4332	23252	2265	41	434	79	79	416	111	1860	128	223	300	1366	551	2084	15539	4214	391	33003	101	1249	46	2392	63	159	1157	61	0	28	0	3265
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_I|s__Eubacterium_I_ramulus_A	637	29	433	60	0	163	0	503	257	0	360	946	14	56	54	192	18	25	314	297	115	102	12	63	78	109	32	13	0	134	85	0	248	31	0	57	13	307	18	288	53	52	37	104	217	0	60	41	63	0	0	0	0	898	3726	55	112	4772	154	4704	23	0	14	3375	11	95	22	21	93	124	449	85	147	208	920	113	987	3732	32	77	541	40	124	54	0	0	10	0	2890
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_I|s__Eubacterium_I_sp900066595	0	13	0	0	0	0	0	0	0	32	127	10	0	0	14	0	15	12	11	0	19	11	24	0	24	0	10	0	0	0	14	0	36	0	0	143	0	11	0	0	0	0	14	0	43	0	13	0	11	0	15	11	41	69	0	145	85	10	35	26	22	23	11	43	0	87	0	23	11	0	71	0	0	112	50	394	35	53	42	10	26	23	0	10	90	0	154	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_I|s__Eubacterium_I_sp900546495	64	164	229	260	0	0	661	71	130	99	2033	148	31	128	18	212	80	85	61	104	104	21	15	356	46	84	372	225	151	28	764	90	46	387	45	410	0	158	40	234	0	537	104	26	111	97	217	66	40	197	0	53	0	33	375	10	143	386	225	397	75	71	10	172	90	26	20	66	0	108	543	848	363	88	152	894	499	495	105	12	6833	433	356	152	50	308	342	0	667
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_I|s__Eubacterium_I_sp900557275	237	465	90	71	80	57	11	25	53	13	75	46	30	32	133	139	71	78	84	50	106	24	52	63	38	70	138	87	37	40	213	72	29	136	76	205	19	59	10	38	39	95	20	45	209	0	201	88	32	302	15	128	18	191	0	136	301	526	237	981	66	53	134	404	82	140	40	165	36	118	812	822	133	77	321	214	491	715	58	127	104	311	103	234	58	53	66	0	337
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_J|s__MGYG000000626	0	11	0	0	0	0	0	43	0	0	0	12	0	0	0	15	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	23	0	28	0	0	17	0	0	0	0	12	0	0	0	25	0	0	16	13	0	19	0	0	0	0	10	14	20	0	10	18	13	36	10	0	29	0	10	0	0	0	19	17	246	0	13	0	23	0	10
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Extibacter|s__Extibacter_hylemonae	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	10	0	0	0	0	0	0	0	54	15	0	0	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0	638	0	0	0	0	0	221	0	0	0	0	0	0	0	12	0	0	18	0	0	0	0	0	0	0	0	230	18	33	0	32	1141	0	80	154	0	0	0	0	20	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Extibacter|s__Extibacter_muris	14	0	0	0	0	0	50	0	0	0	0	0	0	0	1844	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	550	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	12	0	31	0	0	0	0	0	0	0	0	0	0	10	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Extibacter|s__Extibacter_sp001185345	21	15	0	0	0	0	0	30	0	0	62	0	0	223	442	23	0	0	29	0	0	0	0	0	55	0	0	0	0	0	56	0	874	0	0	0	0	0	41	32	0	154	0	0	897	0	0	0	69	0	0	0	0	0	0	0	34	17	103	43	95	104	0	0	0	0	0	16	0	0	0	102	79	40	64	0	0	0	143	25	37	83	76	402	18	0	0	0	25
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_phoceensis	15	68	38	46	1263	21	26	25	34	0	87	18	50	29	132	140	67	13	786	22	65	52	46	84	33	40	50	27	11	0	17	19	65	92	23	229	0	0	0	10	1854	21	28233	18	57	301	67	16	5182	30	21	152	18	78	0	36	104	229	170123	80	12	24	108	33	74	46070	28	84	103	82	8397	186	49	170	250	2045	720	171	106	34	92	94	24	10893	60	66	117	755	36
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_sp000209385	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	12	0	0	18	0	0	960	0	0	0	0	0	0	0	0	28	0	0	0	0	0	29	0	0	0	1046	84	0	13	0	0	28	0	0	0	0	0	0	0	30	0	55	0	0	0	0	0	0	105	0	0	0	17	266	13	32	0	19	380	113	0	0	0	0	0	0	10	0	0	0	846	10
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_sp900546325	0	16	64	18	10	20	38	10	13	26	22	0	0	15	10	0	0	34	0	16	49	20	0	24	20	0	0	0	0	0	12	0	83	0	0	60	29	0	0	0	0	62	1151	15	143	49	17	0	20	0	18	24	18	19	118	15	60	206	1566	24	12	13	63	35	13	349	0	88	33	66	486	29	76	52	316	1591	216	35	93	0	0	36	10	24	70	18	11	547	11
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_sp900550235	46	133	11	0	14	14	29	35	35	11	34	0	46	0	0	23	30	49	0	26	12	84	206	59	12	15	0	0	13	0	24	40	3056	20	11	71	27	20	0	113	0	865	219	0	97	0	59	0	33	23	21	52	50	59	15	37	129	113	5502	60	48	21	30	41	10	104	0	153	27	19	7333	114	319	112	207	461	775	53	84	0	43	34	59	16	18	31	17	0	27
