	ERR1912946	ERR1912949	ERR1912953	ERR1912957	ERR1912958	ERR1912961	ERR1912964	ERR1912967	ERR1912971	ERR1912972	ERR1912976	ERR1912979	ERR1912983	ERR1912986	ERR1912989	ERR1912990	ERR1912991	ERR1912994	ERR1912997	ERR1912998	ERR1913002	ERR1913006	ERR1913007	ERR1913010	ERR1913014	ERR1913017	ERR1913021	ERR1913025	ERR1913029	ERR1913032	ERR1913036	ERR1913037	ERR1913040	ERR1913044	ERR1913047	ERR1913050	ERR1913054	ERR1913057	ERR1913060	ERR1913063	ERR1913064	ERR1913069	ERR1913073	ERR1913076	ERR1913080	ERR1913084	ERR1913088	ERR1913092	ERR1913096	ERR1913100	ERR1913104	ERR1913108	ERR1913111	ERR1913115	ERR1913116	ERR1913119	ERR1913122	ERR1913126	ERR1913127
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1839;s__UMGS1839_sp900555545"	0	0	0	0	0	0	0	0	42	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	31	0	0	0	18	0	0	0	0	0	0	0	10	0	12	28	0	11
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1858;s__UMGS1858_sp900555705"	53	67	38	76	184	79	68	31	198	37	83	58	78	61	72	304	29	36	188	73	196	442	102	79	0	59	41	76	35	90	139	255	0	21	63	51	98	50	13	358	140	35	40	48	250	61	62	84	109	70	95	54	178	143	193	12	35	93	124
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1976;s__MGYG000003955"	0	20	12	12	0	13	0	0	0	33	0	0	0	0	47	10	0	0	10	0	0	11	0	0	13	0	0	0	0	0	0	10	0	11	0	40	0	19	0	0	0	79	0	30	0	30	0	0	0	0	0	58	0	51	0	12	0	0	60
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1976;s__UMGS1976_sp900556765"	51	0	0	22	0	0	0	21	0	0	0	0	0	0	54	0	21	19	47	0	0	0	0	0	0	0	0	81	11	0	48	0	26	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	16	0	0	0	0	39	15
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS263;s__UMGS263_sp900540535"	0	30	118	32	0	39	16	46	12	46	0	44	19	19	113	19	22	0	75	16	0	45	66	107	0	85	22	0	15	56	13	25	0	0	10	37	39	37	0	31	30	72	0	62	23	42	36	0	18	18	20	33	30	155	0	15	25	0	21
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS403;s__UMGS403_sp900540275"	0	0	0	0	0	15	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	16	0	0	0	0	11	0	0	0	0	0	0	0	25
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS403;s__UMGS403_sp900540865"	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS403;s__UMGS403_sp900541565"	0	25	0	16	29	0	0	10	0	50	0	0	0	10	28	18	0	0	17	24	0	19	0	1678	16	0	14	16	0	0	0	20	0	0	0	40	28	0	0	57	0	106	20	0	11	63	10	0	0	0	12	0	0	0	16	15	0	30	221
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS403;s__UMGS403_sp900541975"	40	58	193	297	81	190	19	166	37	195	77	46	57	48	146	313	85	15	564	85	4176	33	17	191142	837	145	261	696	163	154	28	0	14	570	13	566	19	17	46	345	345	91	75	125	211	82	86	53	707	223	109	23	40	466	1592	400	237	74	38
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS577;s__UMGS577_sp900543525"	14	18	0	635	0	26	0	14	106	52	0	0	1442	73320	22	199	21	924	627	24	0	495	52	24	0	533	99	50	0	186	38	0	0	0	43	66	0	0	16	0	11	0	0	12	29	14	223	5290	0	1426	297	1243	261	11	35	0	91	0	10
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS856;s__MGYG000002705"	0	118	53	40	13	21	24	13190	25	175	0	12	27	45	188	68	56	0	177	50	41	29	0	125	19	62	25	197	224	50	37	1100	0	14	11	116	56	72	20	123	40	4711	28	149	23	170	55	25	23	12	22	0	52	18	12	67	10	803	278
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS856;s__UMGS856_sp900546265"	91	2231	1591	3980	1443	3832	381	134	46	2963	396	530	840	12382	10068	963	875	989	388	1143	751	0	0	1453	7450	2679	626	420	2721	535	76	48182	73	250	569	6386	1549	3449	979	2622	887	488	1477	983	401	4814	136	85	3333	537	2801	1213	851	1198	390	640	191	56	5408
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS856;s__UMGS856_sp900760305"	0	45	0	146	0	0	0	1208	58	2036	0	20	30	479	183	0	0	0	0	30	0	0	0	108	0	0	0	10096	87	0	0	8690	0	0	0	97	0	181	0	1235	46	201	723	23	29	551	74	0	0	0	0	0	22	0	325	24	0	0	106
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS905;s__UMGS905_sp900540085"	127	1044	0	78	934	437	44	0	0	1930	0	12	0	53	35	494	1001	68	452	0	646	0	0	2835	56	0	0	745	0	170	131	0	44	251	0	800	108	0	24	11	185	0	18	0	538	178	138	155	150	28	188	67	285	38	0	568	43	0	18
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS905;s__UMGS905_sp900546735"	0	0	0	0	0	0	0	0	0	16	0	0	0	73	52	0	0	0	47	49	0	25	0	17	0	18	14	235	25	23	10	0	0	0	10	101	127	0	0	0	0	13	0	12	0	43	105	0	24	12	0	10	59	0	0	21	0	16	15
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__BX7;g__JAAYBB01;s__MGYG000002005"	0	0	0	0	14	0	0	0	0	0	0	12	0	41	0	0	0	1064	0	0	0	0	0	0	0	0	0	0	34	74	0	0	0	0	17	56	0	0	0	19	0	15	0	0	0	12	0	0	23	0	0	0	0	22	72	11	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__BX7;g__JAAYBB01;s__MGYG000002698"	0	1021	649	0	0	0	3330	0	0	10	0	0	0	4607	1272	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5150	0	0	48	0	11	1849	0	0	0	158	0	0	0	87	0	0	0	0	0	0	0	0	0	190	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__BX7;g__JAAYBB01;s__MGYG000004100"	241	922	113	588	0	43	219	14	14	0	0	0	49	219	111	1677	0	286	218	0	0	0	10	0	15	0	96	265	167	18	123	450	0	0	556	0	0	180	0	199	326	34	0	74	0	0	20	136	0	398	0	129	102	0	108	209	0	668	126
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__AM07-15;s__AM07-15_sp003477405"	1099	288	197	315	20	492	284	5467	223	460	212	358	131	174	397	4274	264	167	223	265	63	115	16	701	304	322	180	621	670	187	17	485	19	104	26	254	334	326	108	217	76	1340	159	230	144	637	65	140	503	28	752	26	57	241	97	353	118	17	731
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__AM07-15;s__MGYG000002604"	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0	0	12	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	36	0	0	0	17	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__AM07-15;s__MGYG000002627"	206	0	0	0	0	66	28	0	0	0	0	0	0	0	0	709	0	14	0	0	0	0	0	49	0	0	0	0	112	0	0	69	0	0	0	0	0	13	40	0	0	57	0	0	0	42	0	0	83	0	64	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__AM07-15;s__MGYG000004122"	18	2521	400	3690	144	30	67	888	0	836	10	629	1412	2277	2394	446	915	118	25	935	713	1336	75	53	199	2290	806	2950	452	1053	147	10	622	1624	1993	2814	368	134	581	94	2071	235	267	2260	1339	3561	1024	45	33	60	113	139	67	400	448	1924	2049	156	172
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum_butyriciproducens"	1286	2136	3609	10170	10699	4762	1123	628	236	1763	1134	4151	4043	2821	964	5160	1176	12121	43976	8750	3246	14	24909	2436	20	3262	5965	9732	3351	2545	7165	4323	644	5695	2933	549	41	2029	4371	15360	1200	897	5782	8156	16341	4925	1627	8226	6052	11696	938	2905	1987	483	5455	1313	6549	11438	1372
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum_desmolans"	298	51	39	0	0	0	0	183	741	101	80	26	0	262	140	0	0	17	75	116	0	660	0	56	41	56	0	897	0	19	60	0	0	24	0	158	0	427	0	240	340	21	49	59	35	78	20	0	71	43	37	36	0	187	0	38	175	0	31
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum_sp003481705"	13060	21514	5939	18396	6534	4425	55058	1564	12911	5364	878	1335	2034	22098	3932	1634	3059	3759	11967	3322	1672	0	7303	1462	0	10440	2686	3758	4916	33006	42678	33972	4163	1626	44395	770	5240	877	1646	2928	24135	42343	1643	2048	7811	2082	2094	2873	2842	40645	19196	1379	8590	1728	32012	19334	2026	4015	10486
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum_sp900291975"	148	942	68	410	143	430	66	54	1238	640	717	1792	85	346	169	221	324	95	424	1061	171	322	250	293	152	313	80	1181	188	186	204	40	72	577	168	1394	144	13	246	20236	45	2422	77	303	685	430	89	81	487	88	218	34	40	208	248	315	695	113	644
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum_sp900544475"	155	397	336	1791	223	241	826	587	256	138	825	293	273	26955	418	403	126	64775	1602	2066	706	0	500	89	0	366	2907	1907	4501	538	511	769	125	163	292	183	41	150	92	1320	385	575	584	348	494	523	187	349	155	838	6736	124	203	442	549	342	152	12334	1325
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum_sp900555465"	63	181	159	316	398	348	345	129	1601	295	59	217	85	482	941	387	212	28	621	167	369	1312	524	234	0	588	119	229	303	343	52	131	70	124	202	479	469	148	12	2570	599	136	334	550	206	187	683	172	560	224	476	174	414	419	805	120	167	444	384
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum_sp900557315"	0	21	99	44	76	137	47	41	235	726	18	22	18	43	68	26	24	39	77	33	100	73	15	73	0	108	18	26	57	23	27	90	12	0	60	26	679	25	0	66	70	380	117	75	89	48	31	24	38	35	74	11	26	69	45	324	556	86	27
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__MGYG000002127"	126	23	43	624	61	106	66	16	0	31	180	22	113	164	15	127	17	183	683	90	39	0	186	307	0	128	114	87	470	189	100	156	0	36	101	181	0	58	53	33	189	12	41	84	145	74	93	113	62	162	36	42	42	101	72	64	34	333	12
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__MGYG000003909"	0	0	0	17	0	0	0	0	216	63	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	11	0	0	11	0	0	0	0	89	0	0	0	57	0	0	0	0	0	0	0	0	0	0	20	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__MGYG000004135"	0	12	13	21	0	0	18	0	22375	29	0	0	0	0	0	11	0	20	21	29	17	26	0	11	17	0	0	185	33	17	13	20	0	0	10	0	70	0	0	11	16	25	0	0	14	40	19	0	0	16	16	10	0	12	11	21	0	16	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A_sp002395695"	0	12	292	19	77	26	2534	0	0	0	48	0	67	1828	117	525	0	0	83	102	0	0	43	42	0	309	72	91	29	685	214	1148	0	0	0	12	0	65	0	31	20162	11	34	436	11	21	63	11	27	125	17	62	508	12	29	13	0	69	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus_pullicaecorum"	0	1724	939	139	83	10	44	86	31	191	7354	1366	128	57	228	76	24	30	44	139	190	781	41	185	47	231	113	30	33	48	108	12	1200	125	0	692	105	312	261	243	116	666	12	502	193	903	35	14	0	18	38	111	251	67	155	386	228	16	580
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus_sp900547195"	0	80	32	23	43	31	18	22	23	26	0	107	26	0	97	175	0	15	69	25	0	0	0	83	11	24	365	0	24	44	94	10	57	362	26	115	0	10	61	5319	19	0	24	75	67	24	31	25	239	35	208	14	48	4837	582	10	53	41	33
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__MGYG000003907"	114	105	130	28	0	57	36	45	0	51	0	32	41	262	286	204	14	15	189	269	77	0	0	33	0	78	202	164	118	251	78	38	0	25	29	150	44	81	0	173	61	38	79	579	103	90	69	99	40	202	0	66	78	99	66	19	0	784	208
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__MGYG000001891;s__MGYG000001891"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	25	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	11	0	0	0	0	0	12	25	31	0	0	0	22	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__MGYG000003305;s__MGYG000003305"	0	0	0	0	0	0	0	15	23	0	0	0	0	0	20	14	0	18	325	0	0	76	11	10	12	0	0	0	0	0	899	28	0	0	0	0	0	0	0	0	0	0	0	13	0	0	105	2014	43	1514	0	0	890	0	0	0	18	3154	18
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__SCN-57-10;s__MGYG000004787"	0	12	40	135	0	0	0	0	11	0	0	0	0	20	17	24	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	12	0	0	0	11	0	0	0	0	24	0	41	0	0	12	0	0	0	0	26	0	11	0	40	0	0	0	23
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__SCN-57-10;s__MGYG000004857"	0	498	188	0	0	0	0	212	0	115	0	0	254	490	273	0	0	182	0	0	0	0	0	0	0	0	0	0	0	156	0	441	0	0	79	207	0	686	0	0	0	317	0	0	0	0	0	0	0	0	600	12	0	0	0	114	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UBA4644;s__UBA4644_sp900555855"	1322	444	502	176	0	1568	1516	563	0	97	1218	0	175	1210	1012	5920	332	275	5773	1179	117	0	0	521	0	401	394	4924	4632	2034	1352	9874	71	0	137	1349	1645	696	81	84	195	132	377	115	58	3059	822	451	309	5118	344	80	1239	91	167	413	22	3872	1078
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UBA4644;s__UBA4644_sp900763355"	5835	110	0	355	0	30	52	13	0	107	16	19	141	249	49	3876	181	58	293	0	10	0	0	106	25	481	15	273	2173	2002	34	202	0	0	329	75	338	0	21	0	53	0	0	42	0	10	17	10	25	35	0	1280	96	0	12	0	0	1251	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UMGS1384;s__UMGS1384_sp900551265"	0	987	862	2632	0	19	1153	172	86	603	16	0	27	30	151	744	19	38	142	49	46	0	0	11	13	60	10	141	660	357	54	24	48	0	61	242	71	47	0	0	14	1262	87	0	59	4688	38	57	22	10	19	0	0	12	0	0	21	365	104
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-272;s__CAG-272_sp000433515"	6833	22	304	352	0	13	763	11348	0	0	0	0	1429	19	2392	901	0	1421	12	4676	18	0	0	52	0	89	16	52	26	21	893	4041	0	0	712	34	16	498	0	0	3781	0	0	0	13	0	2716	25257	42	1255	0	82	755	31	13	1568	0	408	11
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-272;s__CAG-272_sp900556615"	41	282	245	124	1227	675	87	367	53	723	306	0	713	961	2336	998	355	51	1300	515	282	0	87	449	0	681	1195	298	350	558	1894	112	34	346	159	254	16	53	98	141	217	1791	94	471	687	146	3635	548	144	440	161	73	200	5320	734	118	340	1124	172
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-390;s__CAG-390_sp000437015"	0	0	13431	0	0	0	0	10	0	0	0	0	0	0	277	34	0	20	48	31	0	0	0	13	0	11	0	0	35	55	0	32	0	0	0	0	0	0	0	0	150	0	0	0	18	0	0	17	0	37	0	0	21913	0	0	0	17	13	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-390;s__CAG-390_sp003523225"	25	48	63	18	0	0	24	54	0	13	20	0	30	23	441	52	0	31	21	95	17	0	0	41	0	21	20	38	0	30	0	14	0	0	0	10	32	0	0	0	41	22	0	11	98	27	0	25	0	37	0	14	87	11	15	0	0	27	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-390;s__CAG-390_sp900753295"	53	0	35	0	0	0	29	724	0	11	0	0	0	0	0	159	0	8097	0	105	0	0	0	0	0	43	40	158	495	41	27	107	0	0	12	0	0	0	0	0	21248	0	0	0	0	0	10	15	10	14	0	0	26	0	0	0	0	550	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-390;s__MGYG000004624"	0	0	23	15	0	0	58	18	0	0	0	0	10	72	102	0	0	452	105	0	0	0	0	0	0	0	13	34	10	0	0	15	0	0	0	84	0	10	0	0	3731	21	10	0	0	0	0	15	0	72	41	0	31	25	0	25	0	27	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448;s__CAG-448_sp000433415"	0	0	24	0	0	0	13	12	0	0	0	0	0	0	162	25	0	2868	0	17	0	0	0	0	0	70	0	0	0	17	0	0	0	0	0	54	0	0	0	0	148	0	0	0	0	0	0	4756	11	65	0	0	82	0	0	0	0	26	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448;s__CAG-448_sp003150135"	2237	761	6295	8187	0	32	731	16722	909	167	269	0	135	4214	42015	7241	74	1277	284	5606	1287	0	0	19	21	19669	61	431	891	4508	1789	637	11	0	8862	217	30	10693	0	14	27283	0	58	0	35	100	85	118	47	41178	217	709	10952	792	139	85	19	8503	81
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-724;s__CAG-724_sp003524145"	0	15	38	10	0	14	20182	60	0	0	19	10	0	0	74	6324	0	3322	19	0	0	0	0	0	0	88	0	0	68	17	0	0	0	0	0	0	0	51	0	10	683	0	0	0	0	0	0	66	0	151	0	18	40156	0	0	0	0	17627	12
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-724;s__CAG-724_sp900551005"	132	40	353	21	264	17	695	944	33	26	129	0	229	22	1105	254	16	59	162	147	209	11	0	91	30	86	12	470	78	141	40	35	17	159	10	475	0	34	0	180	499	44	0	0	56	585	29	192	29	312	153	15	625	108	34	94	130	1562	213
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-724;s__MGYG000000750"	0	0	0	0	0	0	625	26	0	0	0	0	0	0	45	194	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	10	0	91	0	0	1648	0	0	0	0	794	21
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-841;s__CAG-841_sp000437375"	44	18	13	52	0	26	22	20	0	0	18	0	0	50	16	21	0	13	21	0	0	0	0	0	0	37	0	13	19	0	0	24	0	0	0	0	0	21	0	0	55	0	0	0	0	0	20	26	0	33	15	0	169	0	0	0	0	61	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-841;s__CAG-841_sp002479075"	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-841;s__CAG-841_sp900544285"	138	25	354	119	149	0	54	106	0	18	160	0	35	12	162	221	746	24	11	66	17	0	0	39	35	286	254	88	26	45	17	0	0	0	0	288	0	43	0	0	210	0	0	0	0	11	15	51	0	197	12	0	551	267	0	0	0	266	417
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Firm-07;s__Firm-07_sp900548735"	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	5115	0	0	0	0	0	0	0	1765	0	0	0	0	0	0	0	0	0	0	0	2771	0	0	0	0	0	0	0	0	0	0	0	641	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Firm-07;s__Firm-07_sp900770145"	0	0	0	0	0	0	0	10	0	0	0	0	0	0	15	0	0	361	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	11	0	0	113	0	0	10	17	0	0	0	0	0	0	0	55	0	0	15	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Firm-07;s__MGYG000001905"	0	0	33	0	0	0	542	54	0	13	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	43	0	0	0	0	0	0	1040	0	0	29	0	0	0	0	0	0	33	0	274	0	0	25	0	0	0	0	82	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__HGM12650;s__HGM12650_sp900761725"	0	0	21	0	0	0	43	11	0	0	0	0	0	0	74	10	0	33	0	0	0	0	0	0	0	148	0	0	0	0	0	25	0	0	22	0	0	0	0	0	29	0	0	0	0	0	25	40	0	3220	0	18	93	0	0	0	0	3480	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__HGM12650;s__MGYG000000719"	35	0	31	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	10	22	0	0	0	0	11
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__HGM12650;s__MGYG000001879"	18	54	110	0	0	21	0	10	0	0	13	17	40	0	124	21	0	49	27	198	15	0	0	10	21	155	25	0	234	108	56	0	0	0	14	45	0	0	0	0	76	33	20	0	0	214	93	37	0	99	0	0	61	37	0	28	0	179	15
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__HGM12657;s__HGM12657_sp900760575"	180	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	194	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__HGM12669;s__HGM12669_sp900761935"	244	122	36584	719	0	0	0	12324	0	3453	48	0	1885	1280	6011	1210	764	78	213	3611	0	128	0	79	0	1093	680	1399	136	1575	136	0	0	57	0	44219	0	6716	42	0	3003	281	51	0	33	1225	0	127	35	1558	30	166	58	46	73	788	29	0	6279
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__HGM12669;s__MGYG000001133"	50	0	193	29	64	255	125	0	129	0	67	0	57	140	181	57	31	99	937	262	0	0	19	292	0	0	81	0	33	163	35	64	0	36	26	0	94	52	39	207	150	115	327	0	172	49	924	51	84	76	222	49	3034	275	70	100	50	103	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__HGM12713;s__HGM12713_sp900754175"	0	0	19	0	0	0	0	0	0	0	0	0	1504	0	0	467	0	0	0	0	0	0	0	0	0	122	0	0	400	0	99	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	15	0	0	0	0	0	13
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__MGYG000000350;s__MGYG000000350"	127	0	58	0	32	18	0	821	0	258	55	0	73	75	58	181	23	0	257	292	0	0	0	89	31	46	81	137	201	195	102	0	0	0	28	31	0	36	21	21	260	0	0	0	0	166	97	66	0	86	93	0	109	0	0	103	22	269	37
"k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__QALR01;s__MGYG000004503"	0	13	15	0	0	0	0	17876	0	36	8369	0	0	14	71	0	0	0	38	14	0	0	10	0	0	3126	0	18	0	235	0	0	0	0	0	0	0	0	0	16	16	2822	0	0	0	24	0	11	0	0	10	0	0	0	0	0	22	0	13
